"id","text","rating","afinn","lsd","vader","sums"
351,"How sweet. @ChrisChristie has family who served. What does anything he is saying have to do with veterans? ",1,0.4,1,0.459,1.2
355,"Look at Jeb coming through with throwing GWB under the bus about the Iraq War. He needs to do this more often. ",1,-0.4,-1,-0.599,1.2
371,"Which candidate really likes hugs? The one word that defined each one's ",1,0.4,1,0.763,1.2
382,"The Donald, in spite of megyn kelly, won the debate,#GOPDebate",1,0.6,0,0.077,1.2
388," @Wilberforce91: One of my favorite things about the ",1,0.4,1,0.459,1.2
396,"Now that the dust is settling from last night, it's becoming clear that #JohnKasich won and helped himself the most. #GOPDebate #2016",1,0.4,1,0.743,1.2
421,"Democrats have to be LOVING the ",1,0.4,1,0.684,1.2
461," @someecards: 16 of the funniest reactions to last night's inadvertently hilarious GOP debate. http://t.co/nKWjLscECM ",1,0.4,1,0.743,1.2
490,"Thanks @EAT24 and Donald Trump! Just got a Pepperoni Roll &amp; a root beer for $7.50 + tip. ",1,0.4,1,0.493,1.2
502,"Omg!!! Favorite thing. ",1,0.4,1,0.596,1.2
509," @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? ",1,0.4,1,0.402,1.2
518,"Seems like supporting same sex marriage is actually popular with Republicans ",1,0.4,1,0.802,1.2
532," @lovablegold: This got me crying ",1,-0.4,-1,-0.477,1.2
551,"Glad to see that Jesus got a shout-out at las night's debate. Them candidates were pushing the envelope.#GOPDebate",1,0.4,1,0.459,1.2
565," @GovMikeHuckabee: Let's take America from Hope to Higher Ground. Will you help? --&gt; http://t.co/tky8Smc27y ",1,0.4,1,0.772,1.2
576,"Watched the #GOPDebate, but kept thinking, ""This is the real answer 2 America's problems!"" #seekweek15 @LifeAction  https://t.co/DJcj7BHGZb",1,-0.4,-1,-0.592,1.2
257,"Damn... I'd turn Republican for this. ",-1,-0.8,-1,-0.402,1.196
588,"Kind of glad I didn't get to watch the ",1,0.5,1,0.403,1.194
573,"@FrankLuntz @megynkelly your ""focus group"" was a joke! Your takedown attempt of #Trump2016 was a huge fail! Trump won #GOPDebate easily!",1,0.2,0.5,0.789,1.178
248,"The answer to the most important question of the #GOPDebate is yes, Joe Flacco is, in fact, an elite quarterback. #RavensNation",-1,0.3,0,0.585,1.17
286,".@CorrectRecord @HillaryClinton FOX/GOP Party Hunger Games-Demagog Food-fighter @CarlyFiorina#GOPDebate #morningjoe http://t.co/ygMGbAvqut",-1,-0.4,0,0.178,1.156
122,"People promote &amp; encourage an 8-year-old boy to be in a gay pride parade, but Trump can't say the word ""disgusting animal."" #GOPDebate #PC",-1,0,0.333,-0.238,1.142
32," @BethBehrs: Classy. ",-1,0.6,1,0.44,1.12
58," @BethBehrs: Classy. ",-1,0.6,1,0.44,1.12
93," @BethBehrs: Classy. ",-1,0.6,1,0.44,1.12
96,"Who hates women the most? GO. ",-1,-0.6,-1,-0.44,1.12
222,"Oh good lord... ",-1,0.6,1,0.44,1.12
460,"I thought #GOPDebate was good, despite @realDonaldTrump grandstanding. @BenCarson2016 really brought logic to back to the campaign table.",1,0.6,1,0.44,1.12
480," @BethBehrs: Classy. ",1,0.6,1,0.44,1.12
533,"Oh race issues, this should be good. #GOPDebates",1,0.6,1,0.44,1.12
557," @LollyOhMy: Good thing ",1,0.6,1,0.44,1.12
410," @BiasedGirl: Thank you, @megynkelly for exposing Donald Trump as the fraud he is. Thank You. #GOPDebate #DumpTrump",1,-0.05,0.333,-0.226,1.118
528,"Oh gurrrrrlll!  :D ",1,0,0,0.556,1.112
514,"Cruz:  New Sheriff in town.  Nice summary.  He cherishes freedom - your freedom.  ",1,0.45,1,0.937,1.1
178," @TheBaxterBean: 5 Things Rand Paul's Kentucky Could've Spent $73M On Instead of a Fake Noah's Ark http://t.co/s1gkhSY1Bf ",-1,-0.6,-1,-0.477,1.046
363,"Rubio actually answering a question about immigration. Color me impressed ",1,0.6,1,0.477,1.046
51," @HRC: The fact is @RandPaul has staked out a consistent record against equality. Learn more http://t.co/xHYjH1FJfk ",-1,0,0.5,0,1
85," @TeaPainUSA: Marco Rubio: ""Why vote for someone successful like Hillary Clinton when you can vote for me?"" #GOPDebate",-1,0.5,1,0.743,1
186,"@whitemamba23 100%!!! Hilary hanging with Kimye and Trump is dead center at #GOPDebates but a 3rd party is ""stupid""??",-1,-0.5,-1,-0.713,1
373,"#Trump2016 #GOPDebate The Illuminati want him out, but he will win the same http://t.co/2kVlxWB9Kd http://t.co/zyCvnY4NOq",1,0.5,1,0.747,1
378,".@brithume: ""I think we have a clear winner ... Carly Fiorina"" #GOPDebate #Carly2016 https://t.co/3JmYdIdcdf",1,0.5,1,0.751,1
390,"Clear winner from last nights ",1,0.5,1,0.751,1
392,"@JohnKasich be like: ""If you turn out to be gay I'll still love you even if your daddy @tedcruz doesn't."" #GOPDebate https://t.co/tTBHqIKPM8",1,0.5,1,0.772,1
465," @TheBaxterBean: Rand Paul On Video Admitting He Opposed 1964 Civil Rights Act https://t.co/qzBAzMV7Iz ",1,0,0.5,0,1
497,"Politics Nerd Moment: On vacation. Lost my chill when I looked up @ the bar TV to see I was missing the ",1,-0.5,-1,-0.691,1
285," @AnniesListTX: 44%? It's what TX Latina women make to the white man's $. Will the ",-1,0,0,0.499,0.998
476,"@realDonaldTrump can insult everyone &amp; call them stupid but then cries at @megynkelly tough but fair questions.",1,-0.2,-0.6,-0.691,0.982
200,"@PoliSciUMN did Ted Cruz just misspeak when he said during his closing statement that he would ""persecute religious liberty?"" #GOPDebate",-1,-0.4,-0.333,0.077,0.954
163," @dhniels: You know who @ChrisChristie was giving hugs to? THE FAMILIES OF PEARL HARBOR VICTIMS ",-1,-0.1,0,0.375,0.95
360,"This is an amazing degree of commitment to a running joke http://t.co/VpxxlxEvHi ",1,0.533,1,0.822,0.934
127,"Interest take on the aftermath of the first 2016 #GOPDebateWe're actually talking about who &amp; when a candidate looked presidential @cspanwj",-1,0.2,0,0.459,0.918
211,"It's fascinating to see the post-post ",-1,0.6,1,0.542,0.916
566,"Fuck ya Donald Trump you rocked ",1,-0.8,-1,-0.542,0.916
590,"Did @realDonaldTrump ever tell @megynkelly to go wait in the car? Her bad attitude suggests it. ",1,-0.6,-1,-0.542,0.916
161,"Boy, it'll be so awesome when President Trump calls Angel Merkel a ""bimbo"". He's so cool. #GOPDebate #Trump2016",-1,0.5,0.333,0.79,0.914
430," @politicoroger: Trump: ""Our leaders are stupid; our politicians are stupid. The Mexican government is much smarter."" #GOPDebate",1,-0.133,-0.333,-0.586,0.906
160," @michaelsnook: I can't wait for the meme about Donald Trump's beautiful, classy door at the border. #GOPDebate",-1,0.6,0.333,0.778,0.89
300,"@HalftimeReport the smartest people sound like drunk uncles when limited to 140characters ",-1,0.05,0.2,0.494,0.888
357,"It's way more fun being in America watching the ",1,0.8,1,0.556,0.888
273,"Media continues to praise last night's Fox News hit job on specific candidates: http://t.co/qD3LBg4vDF ",-1,0.6,1,0.557,0.886
341," @EusebiaAq: @sternnschool Who's the real illegal alien ",1,-0.6,-1,-0.557,0.886
251,"What is ""the Alinsky model, takingadvantage of useful idiots"" #GOPDEBATES #BenCarson",-1,0.4,0,0.44,0.88
589," @PhillyD: Aggressively Normal?  Found a name for my new mixtape!!  ",1,0,0,-0.437,0.874
353,"@slone @instapundit There are actually people angry that the candidates were asked real questions?  Seriously?#GOPDebate",1,-0.6,-1,-0.566,0.868
552,"@pondering_this @CarlyFiorina I had &amp; was very impressed w/her last pm. She took the entire night! Both ",1,0.6,1,0.57,0.86
114,"zoegberg:  sarahkendzior: Can't believe people are writing real articles about who won ",-1,0.6,1,0.572,0.856
142," @mikandynothem: Carly Fiorina may have just won this debate with one video clip.#GOPDebate",-1,0.6,1,0.572,0.856
207,"@AlPal_23 wins snapchat ",-1,0.8,1,0.572,0.856
220,"The perfect remedy for a ",-1,0.6,1,0.572,0.856
288,"The American people won the ",-1,0.6,1,0.572,0.856
292,"Fox News just declared that Megyn Kelly, Bret Baier, and Chris Wallace won tonight's debate. #GOPDebates",-1,0.6,1,0.572,0.856
206,"Finally talking about race 100 min. In and CUT TO COMMERCIAL ",-1,-0.2,0,-0.428,0.856
414," @mjtbaum: GOD is making an appearance at the ",1,0.2,0,0.428,0.856
472," @JbthomJohn: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/tQXw14qzZB",1,-0.4,0,0.026,0.852
241,"I assume you guys didn't boo a gay soldier this time only because the opportunity didn't arise. ",-1,0.4,0,0.421,0.842
391," @Montel_Williams: Gaining the most in tonight's ",1,0.4,0,0.421,0.842
383,"The real winners in the #GOPDebate were the Jr. Debaters, who came across as far more intelligent than the brawling children later on.",1,0.4,0.333,0.75,0.834
90," @JimmyJames38: Flat tax for the win ",-1,0.8,1,0.586,0.828
242," @ThePatriot143: My winner overall of today's ",-1,0.8,1,0.586,0.828
375,"If anything I would say the real winner of the ",1,0.8,1,0.586,0.828
401," @SupermanHotMale: And the winner is... The Koch Brothers ",1,0.8,1,0.586,0.828
419," @warriorwoman91: Carly Declared Winner by Many at the first ",1,0.8,1,0.586,0.828
544," @COHealthAccess: The biggest winner at the Republican debate was ",1,0.8,1,0.586,0.828
14,"#GOPDebate Winners yesterday: Carly, Ben Carson, Marco Rubio, and, sadly, big gov't Mike Huckabee. Can Carly knock Christie off the stage?",-1,-0.1,-0.333,0.077,0.82
214,"Our democracy remains in dire straits cause it aint working as long as they get money for nothing and we get dicks for free ",-1,-0.2,-0.333,0.077,0.82
175,"I wish the ",-1,0.2,0,0.402,0.804
190,"Watching the republican party implode from within is magical. ",-1,0,0,0.402,0.804
239," @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? ",-1,-0.1,0,-0.402,0.804
439,"@kvlxi19xx Yes he does and never claimed that he would do that.#DUH #DonaldTrump  #GOPDebates",1,0.2,0,0.402,0.804
572,"I'm interested to see if Carly Fiorina, Ben Carson and Mike Huckabee pick up steam.  Everyone came out unscathed in these #GOPDebates",1,0.4,0,0.402,0.804
246,"Language is beautiful http://t.co/GFyTi5ilVC ",-1,0.6,1,0.599,0.802
326,"Loved @BillHemmer and @marthamaccallum Ditch Kelly &amp; Wallace sideshow railroad. ",1,0.6,1,0.599,0.802
384,"It's a beautiful night in ",1,0.6,1,0.599,0.802
20,"@CarlyFiorina GO CARLY! Matthews is an asshat!! Nice job! ",-1,0.6,1,0.608,0.8
26," @ctblogger: This image best sums up my thoughts regarding last night's ",-1,0.6,1,0.637,0.8
54,"Best thing about the ",-1,0.6,1,0.637,0.8
59,"Rubio-Backed Insurance Market ""Covers 80 People"" -Obamacare Covers 1.6M in FL Alone http://t.co/WHgciD8Ee7 #GOPDebate http://t.co/Y1AWqcPfNW",-1,-0.4,0,-0.25,0.8
71,"He's a great business man, but would Donald Trump make a good President? #donaldtrump #trump #gopdebate... http://t.co/tByO1WWvIs",-1,0.6,1,0.751,0.8
95,"@MEGANKELLYTrump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""#GOPDebates",-1,0.6,1,0.758,0.8
128," @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",-1,-0.6,-1,-0.691,0.8
136,"@FoxNews @realDonaldTrump best line of the night ",-1,0.6,1,0.637,0.8
141,"A Foxy, Rowdy Republican Debate. At least @RealBenCarson could understand it &amp; get best advise available. #GOPDebate http://t.co/rRqNTAAK3X",-1,0.6,1,0.637,0.8
176," @NARAL: .@BobbyJindal brags about how anti-choice his state is; @amprog report in 2013 said Louisiana was WORST state for women. ",-1,-0.6,-1,-0.703,0.8
212," @Wolfofwarrenst: Just in case you missed the ",-1,-0.4,0,-0.296,0.8
262,"REMINDER: Family is important to Republican 2016 candidates, just not gay families. http://t.co/Cs0UsasSQS #GOPDebate http://t.co/FmafDUbmfb",-1,0.4,0,0.202,0.8
268," @NYCdeb8tr: @redsteeze @dalestokely Megyn Kelly was so over the top, I thought she would announce her candidacy last night. #GOPDebates",-1,0.4,0,0.265,0.8
275," @mette_mariek: Donald Trump is @eddiepepitone's best character ever. ",-1,0.6,1,0.637,0.8
278," @jennrios1191: @BretBaier is by far the best moderator tonight. Hands down. ",-1,0.6,1,0.637,0.8
305," @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",1,0.6,1,0.637,0.8
306,"Everybody loves Carly the Cinderella. Compared with the dwarfs at the other table, she was the afternoon delight. #gopdebate",1,0.6,1,0.822,0.8
313,"Best line of the night?#MarcoRubio #GOPDebate http://t.co/zhnqHDPILn",1,0.6,1,0.637,0.8
314," @MelissaGracey: Credit for this joke goes to someone else but it is funny! ",1,0.6,1,0.761,0.8
319,"Total #SmackDown DC having half a brain, best line #GOPDebates.#WORD to your Muther @OneToughMutherK",1,0.6,1,0.637,0.8
350," @PhillyD: I went to a gay wedding. ""Applause""And there were black people there too!""Standing ovation""#GOPDebate",1,0.4,0,0,0.8
364,"We need to put someone to debate against HRC like @marcorubio. -@JedediahBila on ",1,0.4,0,0.361,0.8
365,"Montel Williams Just Endorsed John Kasich For President.#GOPDebate http://t.co/eZ9yL3UXXs",1,0.4,0,0.25,0.8
381," @NRO: If you missed the first few minutes of last night's ",1,-0.4,0,-0.296,0.8
404," @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",1,0.6,1,0.637,0.8
407," @NARAL: ""@scottwalker, given your record in Wisconsin, why should voters believe you?"" Great question, #GOPDebate.",1,0.6,1,0.625,0.8
436," @becca0mae: I don't know who won the debate, but @Writeintrump definitely won the award for ""best #GOPDebate live tweeting""",1,0.6,1,0.965,0.8
462,"Miss one or both of the ",1,-0.4,0,-0.153,0.8
466," @tramontela: More great coverage @WKSU @MLSchultze http://t.co/BryjH5EPif @MonchosBarCLE @montoyaisabelc ",1,0.6,1,0.659,0.8
468," @alexandergold: Kim Kardashian and Kanye West's selfie with Hillary Clinton is more important than anything said at the ",1,0.4,0,0.272,0.8
478,"Props to @FoxNews for the GREAT questions.  @megynkelly @BretBaier @FoxNewsSunday ",1,0.6,1,0.703,0.8
491,"""The purpose of the military is to kill people and break things"" @GovMikeHuckabee #GOPDebates  might be the quote of the night",1,-0.6,-1,-0.691,0.8
516," @patriotmom61: Best moment of ",1,0.6,1,0.637,0.8
525,"2 drinks -#Trump said ""great, great."" #GOPDebates",1,0.6,1,0.848,0.8
530,"Not Usually In To Politics...But This Is Good Entertainment ",1,0.6,1,0.691,0.8
534,"BWAHAHA!! Love this ",1,0.6,1,0.786,0.8
542,"Best ""reality"" show on earth #GOPDebate",1,0.6,1,0.637,0.8
549,"Love when the ",1,0.6,1,0.637,0.8
587,".@PFTCommenter's national recognition (&amp; hair) is the best thing to come out of the ",1,0.6,1,0.637,0.8
433," @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates",1,0.2,0,0.392,0.784
380,"Kasich the clear standout among ",1,0.2,0,0.382,0.764
343," @LiberalMmama: I watched the #GOPDebate and all I can say is Pres Obama was right,he WOULD win again! #FourMoreYears",1,0.8,1,0.624,0.752
171," @larryelder: Worse than an unprepared candidate is blind support for one. I was pulling for ",-1,-0.133,-0.5,-0.477,0.734
56,"Thx to @FlashReport For the ink. #POTUS #GOPDebate @Brietbart http://t.co/VtZMLUJRQi",-1,0,0,0.361,0.722
183," @climatebrad: .@JebBush's Million-Dollar Donors, updated thx to @zachmider http://t.co/K3BcdnUTM0 #GOPDebate http://t.co/qdiwcwNQY0",-1,0,0,0.361,0.722
64,"This is so f*%king entertaining it should be ILLEGAL! ",-1,-0.1,0,-0.35,0.7
560,"Omg @megynkelly! I am not a Fox News fan and not a Clinton fan.. But she did an amazing job last night, impressed with her qs. #GOPDebate",1,0.65,1,0.896,0.7
218," @_HankRearden: John Sinunu, who wrote a book about Jeb's dad, doesn't like Trump. What a fucking shock. #GOPDebate",-1,-0.267,-0.333,-0.613,0.692
412,"Megyn Kelly played footies with Debbie Washerwoman Schultz. She attempted to take out Donald Trump. #Foxnews#Gopdebate",1,0,0,0.34,0.68
475," @AgainstCronyCap: Fiorina calls Trump out for giving to Hillary's Senate run http://t.co/huTOQZGYud ",1,0,0,0.34,0.68
579," @megynkelly: .@realDonaldTrump on giving to ",1,0,0,0.34,0.68
43,"#GOPDebate was hugely entertaining. Sadly, we learned almost nothing http://t.co/1Gt4LrEePO #tcot #LatinosListen #latism",-1,0,0.333,0.03,0.666
235,"It's Huge... It's a F",-1,0.2,0,0.318,0.636
526,"@NPR and I'm sure Immigrant Song came up ",1,0,0,0.318,0.636
540,"EXCELLENT .@michellemalkin WOW ",1,0.7,1,0.874,0.6
37," @Guzman: Top 3 #Republican priorities:1:  Gays2:  Whitehouse white again3:  Jesus #GOPDebate",-1,0.3,0,0.202,0.6
81," @NASCARNAC: Funny to see so many calling to avoid watching @FOXNews I've been saying this for a DECADE. ",-1,0.3,0,0.178,0.6
182," @KEEMSTARx: The black guy is smart as fuck! ",-1,-0.3,0,-0.271,0.6
35," @GOPendejos: An HOUR in and STILL No mention of ",-1,-0.2,0,-0.296,0.592
424," @lowrancc: ""We're borrowing $1M a minute. It's gotta stop somewhere."" #StandWithRand #GOPDebate http://t.co/s7ukcFcEfB",1,-0.2,0,-0.296,0.592
459,"Tea4TeXs:  CNN: No one eclipses realDonaldTrump at ",1,-0.2,0,-0.296,0.592
166,"To start th evening, RNC moderators dropped Atom Bomb on #Trump ...Trump kicked it thru th uprights #GOPDebate #GOPDebates@washingtonpost",-1,-0.2,-0.333,-0.494,0.588
342,"In honor of last night's #GOPDebate, I'd like to add an exclamation point to the end of my name, and maybe get it put on Jeb! vanity plate.",1,0.4,0.333,0.624,0.582
296," @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump ",-1,-0.8,-1,-0.721,0.558
295," @Andrew_Marcinko: Here's a FB photo of the guy who asked whether the candidates had spoken to God at ",-1,0.2,0,0.273,0.546
498," @americansunited: Blog: God made a cameo appearance in last night's ",1,0.2,0,0.273,0.546
511," @kavithadavidson: I will totally stay tuned for god, Megyn. #GOPDebate",1,0.2,0,0.273,0.546
98,"And...#DonaldTrump remains at the top of the polls! Boo what is wrong with people! #Kasich2016 did well. #GOPDebate ""fat pig"", women..NO",-1,-0.067,-0.333,-0.198,0.532
77,"Cancelled ",-1,-0.2,0,-0.25,0.5
312," @CarlyFiorina: Talked with @ijreview about my pre-debate ritual. I take Solitaire very seriously. https://t.co/O7UJL56NM7 ",1,0,0,-0.248,0.496
418," @Disruptepreneur: Wow. My primary source of entertainment for the next six months has been cemented. ",1,0.8,1,0.765,0.47
309,"#GOPDebate I loved Walker nodding along to Carson's responses. Carson speaks common sense, sadly that is an uncommon trait.",1,0.1,0.333,0.273,0.466
562,"You hear that, GOP candidates? Kasich said God wants America to succeed.  Too bad some of you, at least, wanted America to fail! #GOPDebates",1,-0.267,-0.5,-0.457,0.466
422," @OhNoSheTwitnt: I'm surprised Trump doesn't use air quotes when he says ""president"" Obama. #GOPDebate",1,0,0,0.226,0.452
303,"Watching the #GOPdebates Interesting so far! Must say though I disagree with Trump on many issues, he is the most entertaining of the bunch.",1,0.4,0.333,0.555,0.444
538,"best part of #GOPDebate -@realDonaldTrump telling @megynkelly ""we aint cool for real &amp; i dont have to be nice to yo ass""",1,0.15,0.333,0.369,0.438
162,"How's this for an accurate description of our system? https://t.co/E68Hblfc2G. The #GOPDebate illustrated this in a wonderful, scary fashion",-1,0.2,0.333,0.128,0.41
6," @pulmyears: Official photo from the big #FoxNews #GOPDebate last night: http://t.co/uaiB1M8ekC#teaparty @socalimilitia1 @donkeyarguing",-1,0.2,0,0,0.4
208," @2DOPEANTIBHVR: so u want us to build a wall ",-1,0.2,0,0.148,0.4
253,"#GOPDebate ""We got nothing. And Iran gets everything they want."" @GovMikeHuckabee #MarshaMarshaMarsha",-1,0.2,0,0.077,0.4
256,"Why do you want people at your wedding whose presence has to be commanded? @realDonaldTrump  @TMP  ",-1,0.2,0,0.077,0.4
265," @BettyFckinWhite: -Can you answer this very direct question?-I should be president. -So, no?#GOPDebates",-1,-0.2,0,0,0.4
368,"@realDonaldTrump to primary voters: ""Your chances look good for the general election. It'd be a shame if something happened..."" #GOPDebate",1,0.2,0,0.153,0.4
432," @megynkelly: .@RandPaul I want to collect more records from terrorists, but less records from innocent Americans #GOPDebate",1,0.2,0,0.045,0.4
445," @nonprophetess: ""Received word from God.""This should be good.#GOPDebate",1,0.2,0,0,0.4
515,"I want what Rand Paul is having ",1,0.2,0,0.077,0.4
531," @BettyFckinWhite: -Can you answer this very direct question?-I should be president. -So, no?#GOPDebates",1,-0.2,0,0,0.4
188," @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. ",-1,0.3,0.333,0.153,0.36
374," @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. ",1,0.3,0.333,0.153,0.36
394," @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. ",1,0.3,0.333,0.153,0.36
252," @jordanadolph: same. seriously though. ",-1,0,0,-0.178,0.356
57," @TexasForBernie: Stand w @BernieSanders against extremist GOP that feeds on violating fundamental rights ",-1,-0.4,-0.5,-0.542,0.284
561,".@realDonaldTrump totally dominates @DRUDGE_REPO and @TIME ",1,0,0,0.126,0.252
75,"GOP Debate News - Trump Shocks GOP Faithful http://t.co/T0k3oOKwM0  ",-1,0.1,0,0.077,0.2
153,"GOP Debate News - Trump Shocks GOP Faithful http://t.co/H5XBIbvgST  ",-1,0.1,0,0.077,0.2
264,"GOP Debate News - Trump Shocks GOP Faithful - http://t.co/v4wnjcy9Sw - ",-1,0.1,0,0.077,0.2
170,"@RandPaul didn't defend the 4th amendment too eloquently last night but this article is a good mediator http://t.co/VLt68ymse2 ",-1,0.6,0.5,0.593,0.2
134," @brock_a_r: I wonder which candidate is going to be the first to accidentally call Ben Carson ""the help"" #GOPDebates",-1,0,0,0.077,0.154
451," @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates",1,0,0,0.052,0.104
467," @ChadPergram: Cruz: We need a commander in chief who makes clear if you join ISIS, then you are signing your death warrant. #GOPDebate",1,0,0,-0.026,0.052
4,"nobamanoway: https://t.co/M2zI6acgnO  AnneBayefsky: .GovMikeHuckabee: ",-1,0,0,0,0
9,"Are going to go through every candidate's relatives' resumes??? ",-1,0,0,0,0
10," @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T#GOPDebate",-1,0,0,0,0
11,"WFIE 14 NEWS ARE U GOING TO REPO NEWS AFFECT'N OUR NATION? https://t.co/bdXB2VkyQw via @YouTube @RealAlexJones ",-1,0,0,0,0
15," @TPEquality: Gay rights opponent Rick Santorum says during ",-1,0,0,0,0
16,"The closed captioning for the ",-1,0,0,0,0
17," @monaeltahawy: Can someone send this to ",-1,0,0,0,0
24," @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. ",-1,0,0,0,0
27," @goldietaylor: Closing statements! ",-1,0,0,0,0
28,"It's fitting that today is ",-1,0,0,0,0
30," @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ",-1,0,0,0,0
33,"@FreeAmerican100 @LibertarianWing @RandPaul @RonPaul ",-1,0,0,0,0
34,"sydtrvp:  BernieSanders: Oh. It was just a movie trailer. ",-1,0,0,0,0
36," @GhesheS: ",-1,0,0,0,0
39,"hey look- the ",-1,0,0,0,0
40," @johneberkowitz: This sums up the ",-1,0,0,0,0
42," @mydaughtersarmy: 4 different pictures. 4 different subjects. 1 very obvious similarity. #GOPDebate http://t.co/N2yIXEoKoW",-1,0,0,0,0
55," @shannonrwatts: The ",-1,0,0,0,0
61," @ericstonestreet: Trump has Cam hands. ",-1,0,0,0,0
63,"It's obvious he got to #megynkelly - Rupert Murdoch Wants Fox To 'Back Off The #Trump Coverage http://t.co/Ao0zZFzEp1#Trump2016 #GOPDebate",-1,0,0,0,0
66," @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ",-1,0,0,0,0
67," @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ",-1,0,0,0,0
72," @darth: so apparently the candidates are arriving at the debate site#GOPDebate http://t.co/GeXsjxrct3",-1,0,0,0,0
73," @Jackie_Pepper: ",-1,0,0,0,0
74," @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ",-1,0,0,0,0
76," @Wendie07: ",-1,0,0,0,0
82," @ShunStrickland: When people tell you who they are, believe them. #GOPDebate",-1,0,0,0,0
86," @ericstonestreet: Trump has Cam hands. ",-1,0,0,0,0
87,"Twitter hype ranks down GOP 60min:1 Kasich -32 Santorum -13 Bush -1#GOPDebatehttps://t.co/F687D6Objl#potus2016",-1,0,0,0,0
88,"@GovernorPerry Who the heck is Ronald Raven? ",-1,0,0,0,0
89,"I know someone has the finalized amount of time each candidate had to speak, send it to me pls!#GOPDebate",-1,0,0,0,0
102," @ncsr18: Muppet show. ",-1,0,0,0,0
103,"I took the temperature of DC's bars for all you who watched the ",-1,0,0,0,0
105," @goldietaylor: Huckabee. ",-1,0,0,0,0
107," @ThePatriot143: Hey @Foxnews can you let us Rep digest the ",-1,0,0,0,0
108," @kayleymelissa: ",-1,0,0,0,0
111," @usedtobgop: I don't know about anyone else but think last night ",-1,0,0,0,0
115,"I've never seen a larger collection of nimrods on one stage. ",-1,0,0,0,0
119,"Africa got ppl  ' &amp; DL' ",-1,0,0,0,0
121," @YoungBLKRepub: Only Rosie O'Donnell. ",-1,0,0,0,0
124,"@CBSMiami ",-1,0,0,0,0
129," @ericstonestreet: Trump has Cam hands. ",-1,0,0,0,0
130," @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ",-1,0,0,0,0
133," @goldietaylor: Commercial break! ",-1,0,0,0,0
135," @FoxNewsMom: I'm psychic.#GOPDebates http://t.co/WxAF0QVhI5",-1,0,0,0,0
137," @nvr2conservativ: ",-1,0,0,0,0
140," @TheVGBlog: ",-1,0,0,0,0
143," @dragswolf: We should have built that wall in 1491. ",-1,0,0,0,0
147," @ericstonestreet: Trump has Cam hands. ",-1,0,0,0,0
150," @FreedomJames7: Trump Is A RINO.#GOPDebate http://t.co/eW7bPOqD5B",-1,0,0,0,0
152," @HillaryClinton: Watch the ",-1,0,0,0,0
154," @_ciaradanix3: where's @wakaflocka during this presidential debate? ",-1,0,0,0,0
155,"rubio is off the radar  #gopdebate @NRO @AlexConant @marcorubio",-1,0,0,0,0
157," @goldietaylor: Huckabee. ",-1,0,0,0,0
159,"Bingo! Put that in your article!!! ",-1,0,0,0,0
164,"#GOPDebate: Did Cruz Trump Trump?https://t.co/zMrfI7BoUc via @CR",-1,0,0,0,0
165," @mattgubser Didn't watch the ",-1,0,0,0,0
179," @ironghazi: Finally someone talking about the real issues ",-1,0,0,0,0
180," @gov: Most-Tweeted ",-1,0,0,0,0
184," @hemantmehta: Can we just build a fence around Trump? ",-1,0,0,0,0
185,"@KHOU @JebBush ",-1,0,0,0,0
189,"We looooooove Israel so much. ",-1,0,0,0,0
194," @OnlyInBOS: My closing statement. ",-1,0,0,0,0
196," @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the ",-1,0,0,0,0
198," @NickSylian: From today to the time the next president has one year in office ",-1,0,0,0,0
202," @KristinMCoppens: So uh, climate change, eh guys? #GOPDebate http://t.co/VNkJJiOQGJ",-1,0,0,0,0
203," @Muxywithmoxie: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 ",-1,0,0,0,0
