"token","lsd","n"
"trailer",0,2
"translucent",0,2
"triggers",0,2
"trouble",-1,2
"twenty",0,2
"typical",0,2
"ultimately",0,2
"ultra",0,2
"underpowered",0,2
"understand",1,2
"upside",1,2
"usage",0,2
"useable",0,2
"user",0,2
"usual",0,2
"utf8",0,2
"utilization",0,2
"utterly",0,2
"vacuums",0,2
"variety",0,2
"vehicle",0,2
"ventilation",0,2
"versions",0,2
"vibrations",0,2
"view",0,2
"vinegar",0,2
"vise",0,2
"volt",0,2
"volts",0,2
"walked",0,2
"walls",0,2
"watch",0,2
"web",0,2
"website",0,2
"weighted",0,2
"wet",0,2
"wiring",0,2
"wise",1,2
"wo",0,2
"wobble",0,2
"woodworking",0,2
"word",0,2
"worried",-1,2
"worry",-1,2
"worse",-1,2
"worst",-1,2
"yamaha",0,2
"yard",0,2
"yards",0,2
"0",0,1
"01",0,1
"02",0,1
"06",0,1
"07",0,1
"1.0",0,1
"1.18",0,1
"1.3v",0,1
"10.1",0,1
"100hrs",0,1
"110",0,1
"1200",0,1
"120hrs",0,1
"125",0,1
"12v",0,1
"13.5kbtu",0,1
"134",0,1
"1360108800",0,1
"1374192000",0,1
"1375056000",0,1
"1398384000",0,1
"14",0,1
"1485129600",0,1
"1488931200",0,1
"1543",0,1
"16th",0,1
"17",0,1
"1940",0,1
"1970",0,1
"2,000",0,1
"2,400",0,1
"2.5",0,1
"2013",0,1
"20c",0,1
"20ft",0,1
"20min",0,1
"20mm",0,1
"23",0,1
"2400",0,1
"25.00",0,1
"2500k",0,1
"280sel",0,1
"2aa",0,1
"3.41",0,1
"3.5grams",0,1
"30mm",0,1
"33",0,1
"35",0,1
"37",0,1
"3c",0,1
"3v",0,1
"3x",0,1
"4.6ghz",0,1
"4.7",0,1
"44",0,1
"49",0,1
"4in",0,1
"4x8",0,1
"5.21",0,1
"500",0,1
"5000",0,1
"50c",0,1
"50va",0,1
"55",0,1
"56.00",0,1
"5c",0,1
"5ohms",0,1
"5stars",0,1
"60k",0,1
"61",0,1
"6700k",0,1
"69",0,1
"6ex",0,1
"6mil",0,1
"70",0,1
"7000",0,1
"75va",0,1
"7805u",0,1
"7c",0,1
"7min",0,1
"80.00",0,1
"82",0,1
"8mmhg",0,1
"9",0,1
"9000",0,1
"90s",0,1
"95",0,1
"98.5",0,1
"ability",1,1
"abnormal",-1,1
"absent",-1,1
"absolute",0,1
"absorb",0,1
"absorbed",0,1
"accessory",0,1
"accidentally",-1,1
"accomplishing",1,1
"accurate.nnfun",1,1
"aches",-1,1
"achieve",1,1
"ackward",0,1
"aclu's",0,1
"acquired",0,1
"action",0,1
"activate",0,1
"adaptable.ni",1,1
"adapters",0,1
"adding",0,1
"additional",0,1
"additionallly",0,1
"adds",0,1
"adjustability",0,1
"adult",0,1
"advanced",1,1
"advertise",0,1
"advertized",0,1
"advice",0,1
"affected",-1,1
"affective",0,1
"affirmations",1,1
"affix",1,1
"affordable",1,1
"afraid",-1,1
"aftermarket",0,1
"again.nnedit",0,1
"agreed",1,1
"aida64",0,1
"aiming",0,1
"aircraft",0,1
"airplane",0,1
"align",0,1
"alignment",0,1
"all.nna",0,1
"allergic",0,1
"allergies",0,1
"alltrade",0,1
"alright",1,1
"altogether",0,1
"amateur",0,1
"amazed",1,1
"amazon.nnas",1,1
"amazon's",1,1
"amazonian",1,1
"ammeter",0,1
"amp",0,1
"amperage",0,1
"amplifier",1,1
"amplify",1,1
"amps",0,1
"analog",0,1
"ancient",0,1
"angled",0,1
"annoyed",-1,1
"antennas",0,1
"anyplace",0,1
"anytime",0,1
"apart.nnstill",0,1
"aplicaci",0,1
"aplicaciones",0,1
"appeared",0,1
"appearred",0,1
"appliances",0,1
"applicator",0,1
"appreciably",1,1
"appropriately",0,1
"aquastat",0,1
"arizona",0,1
"armpit",0,1
"arose",0,1
"arousing",0,1
"arrive",0,1
"article",0,1
"arts",0,1
"assemble",0,1
"assembly",0,1
"assist",1,1
"assistance",1,1
"assume",0,1
"assumed",0,1
"assurance",1,1
"ate",0,1
"atrocious",-1,1
"attaching",0,1
"attachment",1,1
"attachments.nthe",0,1
"attachmentsnnthis",0,1
"attempt",0,1
"attempted",0,1
"attempts",0,1
"attributes",0,1
"atv",0,1
"author",0,1
"autolock",0,1
"automotive",0,1
"avenue",0,1
"averaging",0,1
"b00020jo9q",0,1
"b0002yvnoq",0,1
"baby",0,1
"back.nnnow",0,1
"back.nwent",0,1
"background",0,1
"backlash",-1,1
"backyard",0,1
"bacon",0,1
"baits",-1,1
"balloons",0,1
"band",0,1
"bandage",0,1
"bang",0,1
"banged",0,1
"barbs",0,1
"bare",-1,1
"bargain",0,1
"barrel",0,1
"barrier",0,1
"base.nni",0,1
"basic",0,1
"basis",0,1
"bay",0,1
"bbq",0,1
"beast",-1,1
"beating",-1,1
"bed",0,1
"beef",0,1
"beetle",0,1
"begin",0,1
"beginning",0,1
"believed",0,1
"bells",0,1
"bench",0,1
"bendable",0,1
"bending",0,1
"benefitted",1,1
"betternbag",0,1
"beware",-1,1
"bfore",0,1
"bhaven't",0,1
"biggest",0,1
"bill",0,1
"bind",0,1
"bins",0,1
"bissell",0,1
"bite.nnif",-1,1
"bitn",0,1
"bitsnits",0,1
"bitssits",0,1
"bleeding",0,1
"blinds",-1,1
"block",-1,1
"blowing",0,1
"blows",-1,1
"blub",0,1
"boat",0,1
"bodied",0,1
"bona",0,1
"bond",0,1
"bonds",0,1
"bookcase",0,1
"booklet",0,1
"boost",0,1
"boot",0,1
"bored",-1,1
"bostich",0,1
"bostitch",0,1
"bothering",-1,1
"bottle.nonly",0,1
"bottled",0,1
"bottler",0,1
"bow",0,1
"boxed",-1,1
"braces",0,1
"bracket",0,1
"brackets.nni",0,1
"braked",0,1
"brakes",0,1
"brass",0,1
"braun",0,1
"breadboarding",0,1
"breathable",0,1
"breeze",0,1
"bridging",0,1
"briefly",0,1
"brilliant",1,1
"bristles",-1,1
"brittle",-1,1
"broad",0,1
"broadcasts",0,1
"broom",0,1
"brute",-1,1
"btu",0,1
"bubbling",0,1
"buck",0,1
"bucket",0,1
"bucketnthe",0,1
"buckle",0,1
"buddy",1,1
"buffing",0,1
"build",0,1
"builder",0,1
"buildings",0,1
"buildup",0,1
"bulb's",0,1
"bulkhead",0,1
"bummed",-1,1
"bumped",-1,1
"bunch",0,1
"burning",-1,1
"burns",-1,1
"burr",0,1
"bush",0,1
"bute",0,1
"butter",0,1
"buyer",0,1
"buzzed",0,1
"buzzing",0,1
"ca",0,1
"cal",0,1
"calculated",0,1
"caliber",0,1
"calibers",0,1
"calling",0,1
"calulater",0,1
"cancel",0,1
"canceled",0,1
"cancelled",0,1
"canister",0,1
"capacitynfilter",0,1
"caps",0,1
"carb",0,1
"cardboard",0,1
"carpenter",0,1
"carrying.nnone",0,1
"carton",0,1
"carwash",0,1
"case.nnrevised",0,1
"cassette",0,1
"cat5",0,1
"catalyst",0,1
"catch",0,1
"cats",0,1
"cattle",0,1
"caught",0,1
"caveat",0,1
"cavity",0,1
"cc",0,1
"ceiling",0,1
"celebrate",1,1
"certainty.n",0,1
"certificate",0,1
"chair",0,1
"challenging",-1,1
"champ",1,1
"channel",0,1
"charges",-1,1
"charity",1,1
"charlie",0,1
"charm",1,1
"chart",0,1
"checking",0,1
"cheep",0,1
"cheep.nnjust",0,1
"chemical",0,1
"chevy",0,1
"chicago",0,1
"chicken",0,1
"child",0,1
"children",0,1
"chore",0,1
"chose",0,1
"chrome",0,1
"chunks",0,1
"church",0,1
"circumference",0,1
"city",0,1
"ck",0,1
"clackacraft",0,1
"claimed",0,1
"clamping",0,1
"clampon",0,1
"clarity",0,1
"classes",0,1
"cleanliness",1,1
"clever",1,1
"click",0,1
"clicked",0,1
"clicker",0,1
"cliff",0,1
"clogging",-1,1
"clorox",0,1
"clothing",0,1
"clumsy",-1,1
"clunky",0,1
"coats",0,1
"cobbler",0,1
"code",0,1
"coding",0,1
"collects",0,1
"college",0,1
"colorblind",0,1
"coloring",0,1
"combined",0,1
"comfort",1,1
"comfortably",1,1
"comments",0,1
"commercially",0,1
"common",0,1
"commonly",0,1
"compact",0,1
"comparisons",0,1
"compartment",0,1
"compete",0,1
"competition",0,1
"competitors",0,1
"complaing",-1,1
"complaining",-1,1
"completed",0,1
"completely.n2",0,1
"complicated",-1,1
"composition",0,1
"compress",0,1
"compression",0,1
"computere",0,1
"computers",0,1
"conair",0,1
"concentrated",0,1
"concerns",0,1
"conclusion",0,1
"concrete",0,1
"conditioners",0,1
"conditions",0,1
"conditoner",0,1
"condos",0,1
"conduct",0,1
"conductive",0,1
"conductivity",0,1
"conductor",0,1
"conductors",0,1
"configure",0,1
"confirm",1,1
"confused",-1,1
"conicare",0,1
"connct",0,1
"connecticut",0,1
"considered",0,1
"constellations",0,1
"consumed",0,1
"consumer's",0,1
"consuming",0,1
"contacting",0,1
"container",0,1
"contantly",0,1
"continued",0,1
"continuous",0,1
"contoured",0,1
"contraption",0,1
"contrary",-1,1
"contrast",-1,1
"controlled",0,1
"convenience",0,1
"convenient",1,1
"convenientnncons:nyou",1,1
"conventional",0,1
"conversions",0,1
"convo",0,1
"cook",0,1
"cooking",0,1
"cools",0,1
"cooperates",1,1
"copied",0,1
"cordless",0,1
"core",0,1
"corner",0,1
"corrected",1,1
"correction",0,1
"correspond",0,1
"corroded",-1,1
"corrosion",-1,1
"corsair",0,1
"costing",0,1
"coudln't",0,1
"could.nnupdate",0,1
"could've",0,1
"count",0,1
"counter",0,1
"country",0,1
"courtesy",1,1
"cr123a",0,1
"crafts",0,1
"crank",-1,1
"crappy",-1,1
"crazy",-1,1
"credit",1,1
"creeps",-1,1
"creme",0,1
"crop",0,1
"crud",0,1
"crushed",-1,1
"cuff",0,1
"cup",0,1
"cured",1,1
"cured.nnthe",0,1
"cures",1,1
"cures.nnmy",0,1
"curious",1,1
"curve",0,1
"custom",0,1
"customers",0,1
"cuting",0,1
"cutters",-1,1
"cuz",0,1
"cvs",0,1
"cyclical",0,1
"dab",0,1
"dad",0,1
"damage.nnotherwise",-1,1
"damaging",-1,1
"damn",-1,1
"damp",0,1
"dampened",0,1
"dang",0,1
"darker",-1,1
"darn",-1,1
"daughter",0,1
"dawn",0,1
"de",0,1
"dealt",0,1
"debrisdust",0,1
"deburr",0,1
"decades",0,1
"deceiving",-1,1
"deceptive",-1,1
"decides",0,1
"decision",0,1
"decisition",0,1
"decline",0,1
"decorating",1,1
"deduct",0,1
"deeper",0,1
"default",-1,1
"definately",0,1
"deform",0,1
"deformed",0,1
"degrades",-1,1
"delay",-1,1
"deliberately",0,1
"delicate",1,1
"delivering",0,1
"density",0,1
"dented",-1,1
"dents",-1,1
"depending",0,1
"depicted",0,1
"deposites",0,1
"depth",0,1
"derby",0,1
"descrbtion",0,1
"described.nnthe",0,1
"describes",0,1
"desert",0,1
"designers",0,1
"desirable",1,1
"desktop",0,1
"desperate",-1,1
"detailed",0,1
"detailing",0,1
"details",0,1
"detected",0,1
"deteriation",0,1
"determine",1,1
"determining",1,1
"develop",0,1
"developed",0,1
"devils",-1,1
"di",0,1
"dia",0,1
"diagram",0,1
"dials",0,1
"diameter.nni",0,1
"diamonds",0,1
"diarrhea",0,1
"dies",-1,1
"dies.nngood",0,1
"differences",0,1
"differing",0,1
"differs",0,1
"digging",0,1
"digital",0,1
"dim",-1,1
"dimensions",0,1
"dimming",-1,1
"dims",-1,1
"dining",0,1
"dinosaur",0,1
"direct",0,1
"directly",0,1
"dirt",-1,1
"disabled",-1,1
"disappointed.nndo",-1,1
"disappointed.nnfor",-1,1
"disassembled",0,1
"disaster",-1,1
"discoloration",0,1
"disconnect",-1,1
"discontinued",0,1
"discoverd",1,1
"discussions",0,1
"disintegrated",0,1
"disipaci",0,1
"dislodge",0,1
"dismantle",0,1
"dismissed",-1,1
"dispenser",0,1
"displeased",-1,1
"dissaponited",0,1
"dissipation",-1,1
"dissipation.ni",-1,1
"dissolved",0,1
"dissolving",0,1
"distances",0,1
"distribute",0,1
"diy'er",0,1
"djm",0,1
"dmm",0,1
"dolley",0,1
"dollies",0,1
"dollies.nnread",0,1
"dolly.nnthe",0,1
"dome",0,1
"doo",0,1
"door's",0,1
"doubts",-1,1
"downgraded",0,1
"downside",-1,1
"downstair",0,1
"dozen",0,1
"dragging",-1,1
"drastically",0,1
"draw",0,1
"drawer",0,1
"dress",0,1
"dried",0,1
"dries",0,1
"drift",0,1
"drilled",0,1
"drilln",0,1
"drink",0,1
"drip",0,1
"drips",0,1
"driveway",0,1
"droplets",0,1
"droppers",0,1
"dropping",0,1
"drops",0,1
"drugstore",0,1
"drum",0,1
"dryer",0,1
"drying",0,1
"ducted",0,1
"dud",0,1
"dudes",0,1
"duds",0,1
"duo",0,1
"duracell",0,1
"dusk",0,1
"duster",0,1
"dynarex",0,1
"e7300",0,1
"eagle",0,1
"ear",0,1
"earlier",0,1
"ears",0,1
"eartip",0,1
"ease",1,1
"easier.nmore",1,1
"easilyngood",1,1
"eat",0,1
"eczema",0,1
"edged",0,1
"electricity",0,1
"emailed",0,1
"embadurnarse",0,1
"embossed",0,1
"emergencies",-1,1
"emough",0,1
"empirical",0,1
"emt",0,1
"enabled",0,1
"encased",0,1
"enclosed",0,1
"encountered",0,1
"encouraging",1,1
"endanger",-1,1
"energy",0,1
"engage",0,1
"engraved",0,1
"enhance",1,1
"enhanced",1,1
"enjoy",1,1
"enjoyment",1,1
"ensure",1,1
"entertainment",1,1
"envelopes",0,1
"envirocare",0,1
"environment",0,1
"equal",0,1
"equipment",0,1
"equivalent",0,1
"er",0,1
"ergonomic",0,1
"erlier",0,1
"erratic",-1,1
"errrgggh",0,1
"es",0,1
"essence",0,1
"essential",1,1
"evaporative",0,1
"eventually",0,1
"everday",0,1
"everytime",0,1
"evidence",0,1
"examine",0,1
"exceeded",0,1
"exceeds",0,1
"excelent",1,1
"exchangeable",0,1
"excited",1,1
"excuse",0,1
"exert",0,1
"exhaustive",-1,1
"expand",0,1
"expansion",0,1
"expectation",0,1
"expected.ndoes",0,1
"expects",0,1
"expense",0,1
"experiment",0,1
"experiments",0,1
"explain",0,1
"explained",0,1
"explains",0,1
"explanation",0,1
"explicitly",0,1
"exposure",0,1
"extends",0,1
"extensive",0,1
"fahrenheit",0,1
"fail",-1,1
"faint",-1,1
"fallen",-1,1
"false",-1,1
"fame",1,1
"fantastic",1,1
"farthest",0,1
"fastener",0,1
"father's",0,1
"faux",0,1
"favorite",1,1
"favors",0,1
"fcg2",0,1
"fear",-1,1
"feared",-1,1
"feasible.nnthese",0,1
"feather",0,1
"features",0,1
"features.nn1",0,1
"february",0,1
"feed",0,1
"feedback",0,1
"ferrite",0,1
"fiberglass",0,1
"figured",0,1
"figuring",0,1
"filing",0,1
"filler",0,1
"film",0,1
"final",0,1
"find.nni",0,1
"fine.nni",0,1
"finenmany",0,1
"finer",0,1
"finicky",0,1
"fins",0,1
"fios",0,1
"fire",0,1
"firefighter",0,1
"firefighting",0,1
"fires",0,1
"firts",0,1
"fishing",0,1
"fitnthe",0,1
"fixing",0,1
"fixturen",0,1
"flashlight.nnthe",0,1
"flea",0,1
"flexcare",0,1
"flexibility",1,1
"flexible",1,1
"flexing",0,1
"flip",-1,1
"floorboards",0,1
"floors.nnitems",0,1
"floors.nwithin",0,1
"floppy",-1,1
"florida",0,1
"floss",0,1
"fm",0,1
"foamy",0,1
"focusing",0,1
"foggy",-1,1
"foibles",-1,1
"foil",-1,1
"fold.nnthe",0,1
"folded",0,1
"follows:nnit",0,1
"footprint",0,1
"forever.nnnope",0,1
"forgeting",-1,1
"formal",0,1
"format",0,1
"formulation",0,1
"formulation.nnit's",0,1
"fossil",0,1
"fourth",0,1
"fraction",0,1
"francisco",0,1
"fray",0,1
"freeze",0,1
"french",0,1
"freshly",1,1
"friction",0,1
"friends",1,1
"frosted",0,1
"frosty",0,1
"froth",0,1
"frustrating",-1,1
"frustrating.nni",-1,1
"frustration",-1,1
"fry",0,1
"frying",0,1
"fueling",0,1
"fumble",-1,1
"fumes",-1,1
"functioning",0,1
"functions",0,1
"funnel",0,1
"fuss",-1,1
"future",0,1
"gain",0,1
"gaining",0,1
"gal",0,1
"gallon",0,1
"gallons",0,1
"gamer",0,1
"gaming",0,1
"gaps",0,1
"garden",0,1
"gardening",0,1
"gasoline",0,1
"gateway",0,1
"gauze",0,1
"geckos",0,1
"generates",1,1
"generic",0,1
"generous",1,1
"genuine",1,1
"geting",0,1
"ghost",-1,1
"gift",1,1
"gigantic",0,1
"girl",0,1
"gliding",0,1
"glued",0,1
"goals",0,1
"gold",1,1
"goo",0,1
"goodbye",-1,1
"goodni",0,1
"goofy",0,1
"gorillas",0,1
"govacuum",0,1
"government",0,1
"gowns",0,1
"gr8",0,1
"grabbing",-1,1
"gradys",0,1
"grandchildrens",0,1
"granted",0,1
"graphics",0,1
"gravity",0,1
"greaat",0,1
"griddle",0,1
"grill",0,1
"grind",-1,1
"grinder.nonce",0,1
"grinding",-1,1
"grip.nn2",0,1
"grip.nni",0,1
"gripped",0,1
"gripper",0,1
"gripping",0,1
"grips",0,1
"grizzly",-1,1
"grk",0,1
"grocery",0,1
"grooming",0,1
"grove",0,1
"groves",0,1
"growing",0,1
"growth",0,1
"gt",0,1
"gtx",0,1
"guessing",0,1
"gum",0,1
"gums",0,1
"gunk",-1,1
"guooey",0,1
"gushed",0,1
"h110i",0,1
"hack",-1,1
"hadna",0,1
"haiku",0,1
"halfway",0,1
"halt",-1,1
"handler",0,1
"handling.ni",0,1
"hangs",0,1
"happened",0,1
"happier",1,1
"harbor",0,1
"hardens.nnthis",-1,1
"hardie",1,1
"hardware's",0,1
"hardwoods",0,1
"hardy",1,1
"harness",1,1
"haswell",0,1
"hazmat",0,1
"hdtv",0,1
"headache",-1,1
"headboards",0,1
"headlight",0,1
"headlights",0,1
"heal",1,1
"healing",1,1
"healthier",1,1
"heard",0,1
"heatup",0,1
"heavier",0,1
"heel",0,1
"helpers",1,1
"helping",1,1
"helps",1,1
"hemastats",0,1
"hf",0,1
"hickey",0,1
"highlighted",0,1
"highway",0,1
"hillman",0,1
"hinges",0,1
"hinted",0,1
"hired",0,1
"hnome",0,1
"hollow",-1,1
"holt",0,1
"homemade",0,1
"honest",1,1
"honestly",1,1
"honeywell",0,1
"hooking",0,1
"hopes",1,1
"horizontally",0,1
"hornady",0,1
"horticultural",0,1
"host",0,1
"hotel",0,1
"hotelier",0,1
"household",0,1
"housekeeper",0,1
"housing",0,1
"htought",0,1
"hub",0,1
"hug",1,1
"hum",0,1
"hundred",0,1
"hunting",0,1
"hurts",-1,1
"husbands",0,1
"hutch",0,1
"hygienist",0,1
"icky",0,1
"iclicker",0,1
"ideas",0,1
"illumination",1,1
"imagine",0,1
"imitation",0,1
"imo",0,1
"imperials",0,1
"importantly",0,1
"imported",0,1
"improvements",1,1
"improving",1,1
"inch.nni",0,1
"incidentally",0,1
"incidents",0,1
"incorrectly",-1,1
"increase",0,1
"increasing",0,1
"index",0,1
"indicating",0,1
"indicators",0,1
"individually",0,1
"industrial",0,1
"inexperienced",-1,1
"inferior",-1,1
"info",0,1
"infor",0,1
"information",0,1
"ingredient",0,1
"initial",0,1
"injure",-1,1
"injury",-1,1
"inlay",0,1
"inordinately",0,1
"instaling",0,1
"installations",0,1
"instance",0,1
"instructional",0,1
"insulated",-1,1
"int",0,1
"intact",1,1
"interplak",0,1
"intuitive",0,1
"invariably",0,1
"invasive",-1,1
"irksome",-1,1
"irons",0,1
"ishc",0,1
"isolate",-1,1
"issued",0,1
"issues:nn1",0,1
"it.ni",0,1
"it.ni'd",0,1
"itnbroke",0,1
"itnhard",0,1
"itwas",0,1
"iv",0,1
"ivy",0,1
"jacks",0,1
"january",0,1
"jaw",0,1
"jeep",0,1
"jenair",0,1
"jet",0,1
"job.nnit's",0,1
"jobnthe",0,1
"joints",0,1
"joist",0,1
"judge",0,1
"july",0,1
"jumpers",0,1
"junction",0,1
"jus",0,1
"justified",1,1
"key",0,1
"khz",0,1
"kickstand",0,1
"kid",0,1
"kidding",1,1
"kids",0,1
"killer",-1,1
"kinds",0,1
"king",0,1
"kink",0,1
"knees",0,1
"knife",-1,1
"knob",0,1
"knowing",0,1
"knowledge",1,1
"labels",0,1
"lable",0,1
"lacking",-1,1
"lacks",-1,1
"lakes",0,1
"lan",0,1
"land",0,1
"laptop's",0,1
"largen",0,1
"last.n",0,1
"lasting",0,1
"lather",0,1
"latter.nni",0,1
"law",0,1
"lawnmower",0,1
"lawnmowers",0,1
"lay",0,1
"learn",1,1
"leather",0,1
"leg",0,1
"lemon",0,1
"lens",0,1
"lessen",0,1
"lesser",0,1
"lesson",0,1
"letter",0,1
"letters",0,1
"letting",0,1
"level.n2",0,1
"leveling",0,1
"levels",0,1
"license",0,1
"licensed",0,1
"lie",0,1
"lies",0,1
"life.nthe",0,1
"lighter",0,1
"lightly",0,1
"lights.nn",0,1
"lightstarproducts.com",0,1
"like:n1",0,1
"likes",1,1
"lines",0,1
"linoleum",0,1
"lip",0,1
"liquidity",0,1
"lit",0,1
"liter",0,1
"lives",0,1
"living",0,1
"ll",0,1
"lloyd",0,1
"loaded",0,1
"loading",0,1
"locally.nthe",0,1
"location",0,1
"long.nnseamagna",0,1
"loosen",0,1
"los",0,1
"loud.nbe",0,1
"loudly",0,1
"lovely",1,1
"lowe's",0,1
"lowered",0,1
"lr3",0,1
"lubing",0,1
"lubricating",0,1
"lucky",1,1
"luggage",0,1
"lumens.nnso",0,1
"luster",0,1
"lying",-1,1
"machine.ni",0,1
"machines",0,1
"mag",0,1
"magazine",0,1
"magically",0,1
"maglite.nordered",0,1
"maglite's",0,1
"mailed",0,1
"maintain",0,1
"maintained",0,1
"maintenance",0,1
"maker",0,1
"male",0,1
"malfunction",0,1
"mall",0,1
"managed",0,1
"manipulate",0,1
"manually",0,1
"manufactured",0,1
"manufactures",0,1
"manufacturing",0,1
"margin",0,1
"marginally",0,1
"marked",0,1
"marker",0,1
"marketed",0,1
"markings",0,1
"married",0,1
"marry",0,1
"mass",0,1
"massive",0,1
"matched",0,1
"mates",0,1
"mating",0,1
"mattress",0,1
"mattresses",0,1
"maximum",0,1
"me.nnbrilliant",0,1
"me.nnsave",0,1
"measured",0,1
"measures",0,1
"mechanical",0,1
"mechanisms",0,1
"medications",0,1
"melted",0,1
"meni",0,1
"mentioned",0,1
"mercado",0,1
"messed",-1,1
"messy",-1,1
"micheal's",0,1
"micro",0,1
"midland",0,1
"mig",0,1
"milder",1,1
"military",0,1
"milky",0,1
"millimeter",0,1
"minerally",0,1
"minimal",0,1
"minimum",0,1
"mins",0,1
"minus",0,1
"minutes.nnmy",0,1
"miracles",1,1
"mirrors",0,1
"miserably",-1,1
"misfire",0,1
"missed",0,1
"mister",0,1
"mite",0,1
"miter",0,1
"mitutoyo",0,1
"mixes",0,1
"mobile",0,1
"modifications",0,1
"modified",0,1
"modify",0,1
"molded",0,1
"mom",0,1
"moment",0,1
"moments",0,1
"mommnet",0,1
"money.on",0,1
"monitoring",0,1
"moore",0,1
"mops",0,1
"mortar",0,1
"motorcycle",0,1
"motors",0,1
"movers",0,1
"mrsa",0,1
"muscle",0,1
"muscular",0,1
"nails.nthis",0,1
"names",0,1
"names.nnif",0,1
"nbad",0,1
"ncons:nthe",0,1
"needs.nnow",0,1
"neem",0,1
"negatives",-1,1
"neglect",-1,1
"neglected",-1,1
"nervous",-1,1
"neutral",1,1
"nice.nnso",1,1
"nicer",1,1
"nickel",0,1
"night",0,1
"nipple",0,1
"nnanyone",0,1
"nndislikes",0,1
"nni",0,1
"nnit's",0,1
"nnn",0,1
"nnoverall",0,1
"nnso",0,1
"nnwe",0,1
"noctua",0,1
"noctua's",0,1
"noice",0,1
"nonetheless",0,1
"nooks",0,1
"nope",0,1
"north",0,1
"nose",0,1
"not.nnconclusion",0,1
"notches",0,1
"nother",0,1
"noticeable",0,1
"noun",0,1
"nozzle's",0,1
"nplenty",0,1
"npt",0,1
"nthis",0,1
"nurse",0,1
"nutrition",0,1
"nvery",0,1
"o.k",0,1
"objects",0,1
"oblong",0,1
"obstruction",-1,1
"obtained",1,1
"occasional",0,1
"occasionally",0,1
"odd",-1,1
"oddly",-1,1
"off.nni",0,1
"offended",-1,1
"offer",0,1
"offering",0,1
"ohm",0,1
"oils",0,1
"ok.nif",0,1
"one.ni",0,1
"one.nni",0,1
"one's",0,1
"oneself",0,1
"onyou",0,1
"ooops",0,1
"oozes",0,1
"operates",0,1
"operation",0,1
"operational",0,1
"opportunity",1,1
"opposite",-1,1
"oreck",0,1
"organize",0,1
"organized",0,1
"originally",0,1
"orings",0,1
"osb",0,1
"otras",0,1
"ounce",0,1
"out.nnonly",0,1
"outdoors",0,1
"outer",0,1
"overall:nif",0,1
"overbearing",-1,1
"overcharged",0,1
"overclock",0,1
"overclocked",0,1
"overclockers",0,1
"overclocking",0,1
"overhaul",0,1
"overhead",0,1
"overheating",0,1
"overload",0,1
"overwhelmed",-1,1
"overwhelmingly",-1,1
"packaged",0,1
"packet",0,1
"packs",0,1
"padding",0,1
"painfully",-1,1
"painless",1,1
"paintable",0,1
"painted",0,1
"palmer",0,1
"parcel",0,1
"pardon",1,1
"parked",0,1
"partially",0,1
"particles",0,1
"partitions",0,1
"party",0,1
"patch",0,1
"path",0,1
"patience",1,1
"patient",0,1
"pause",0,1
"payment",0,1
"pays",0,1
"pea",0,1
"peak",0,1
"peeve",-1,1
"pefectly",0,1
"pellets",0,1
"peltier",0,1
"penny",0,1
"perfomance",0,1
"performing",0,1
"period",0,1
"perpendicular",0,1
"person.nnstrongly",0,1
"personal",0,1
"perturbed",-1,1
"photographic",0,1
"photos",0,1
"physician",0,1
"pi",0,1
"piano",0,1
"picked",0,1
"picking",0,1
"picks",0,1
"pickup",0,1
"picnic",0,1
"pictures",0,1
"pile",0,1
"pilot",0,1
"pinches",-1,1
"pinching",-1,1
"pinewood",0,1
"pinic",0,1
"pipes",0,1
"pitting",0,1
"pivot",0,1
"place.nnthe",0,1
"placement",0,1
"placing",0,1
"plague",-1,1
"plan",0,1
"plank",0,1
"planks",0,1
"planning",0,1
"plastics",0,1
"plat",0,1
"plated",0,1
"play.nnthe",0,1
"playing",0,1
"plenty",0,1
"pliable",0,1
"plucking",0,1
"plumbing",0,1
"plural",0,1
"pole",0,1
"policy",0,1
"polisher",1,1
"poly",0,1
"pomona",0,1
"pools",0,1
"popping",0,1
"porduct",0,1
"porter",0,1
"possible.ntwo",0,1
"posted",0,1
"powernlarge",0,1
"practicing",0,1
"pre",0,1
"precise",1,1
"predicted",0,1
"prepac",0,1
"prepared",0,1
"prepper",0,1
"presentation",0,1
"pressed",0,1
"pretending",0,1
"preventing",0,1
"prevents",0,1
"previously",0,1
"prices",0,1
"pricier",0,1
"pricy",0,1
"primarily",0,1
"prime",0,1
"primer",0,1
"print",0,1
"printer",0,1
"prior",0,1
"priority",0,1
"problems.nbostitch",0,1
"procesador",0,1
"processing",0,1
"processors",0,1
"prodject",0,1
"produce",0,1
"produced",0,1
"production",0,1
"productnnhave",0,1
"professionals",0,1
"program",0,1
"progress.ndefinately",0,1
"progressive",1,1
"projector",0,1
"promotes",0,1
"pronavigator",0,1
"prong",0,1
"prongs",0,1
"propane",0,1
"proportions",0,1
"propped",0,1
"proprietary.nthis",0,1
"pros:nfairly",0,1
"protect",1,1
"protection",1,1
"proud",1,1
"providing",1,1
"provocation",-1,1
"prssure",0,1
"pry",0,1
"ps4",0,1
"ptima",0,1
"public",0,1
"pulled",0,1
"puller.and",0,1
"pullman",0,1
"pulls",0,1
"pumps",0,1
"purchases",0,1
"pure",0,1
"purple",0,1
"pvc",0,1
"question",0,1
"questionably",-1,1
"quit",0,1
"quit.ni",0,1
"race",0,1
