"token","afinn","n"
"135.7",0,1
"137.3",0,1
"138.4",0,1
"14,000",0,1
"14.01",0,1
"14.2",0,1
"14.3",0,1
"14.4",0,1
"14.41",0,1
"141.7",0,1
"142",0,1
"145.8",0,1
"146,000",0,1
"15,000",0,1
"15.19",0,1
"15.4",0,1
"15.41",0,1
"15.45",0,1
"15.7",0,1
"15.8",0,1
"15.9",0,1
"150",0,1
"150,000",0,1
"154.1",0,1
"15us",0,1
"16,474,755",0,1
"160",0,1
"161.5",0,1
"162.3",0,1
"162.8",0,1
"163",0,1
"164.1",0,1
"1649",0,1
"165",0,1
"165.5",0,1
"168.8",0,1
"17.1",0,1
"17.2",0,1
"17.24",0,1
"17.5",0,1
"17.8",0,1
"172p",0,1
"1750",0,1
"17m",0,1
"17mn",0,1
"18.0",0,1
"18.1",0,1
"18.6",0,1
"18.64",0,1
"18.70",0,1
"18.77",0,1
"18.8",0,1
"18.9",0,1
"186",0,1
"187.8",0,1
"188.9",0,1
"19,200",0,1
"19.10",0,1
"19.2",0,1
"19.3",0,1
"19.45",0,1
"190,000",0,1
"193.1",0,1
"1954",0,1
"1964",0,1
"1999",0,1
"2,300",0,1
"2,462,000",0,1
"2,463.67",0,1
"2,500",0,1
"2,691",0,1
"2,700",0,1
"2.00",0,1
"2.182",0,1
"2.19",0,1
"2.30",0,1
"2.45",0,1
"2.48",0,1
"2.691",0,1
"2.768",0,1
"2.803",0,1
"2.86",0,1
"2.9",0,1
"2.916",0,1
"20,000",0,1
"20.51",0,1
"200,000",0,1
"2000",0,1
"2003",0,1
"2014",0,1
"2015",0,1
"207.1",0,1
"20m",0,1
"20mn",0,1
"21.2",0,1
"213",0,1
"22,000",0,1
"22.6",0,1
"22.9",0,1
"220.5",0,1
"225",0,1
"23,335",0,1
"23.26",0,1
"23.3",0,1
"23.5",0,1
"23.54",0,1
"23.74",0,1
"23.89",0,1
"24.6",0,1
"241.8",0,1
"249,000",0,1
"25.0",0,1
"25.1",0,1
"25.18",0,1
"25.41",0,1
"25.56",0,1
"253.5",0,1
"256",0,1
"25gsm",0,1
"26.1",0,1
"26.6",0,1
"27.6",0,1
"27.7",0,1
"28.6",0,1
"29.4",0,1
"29.6",0,1
"2m",0,1
"3,150.55",0,1
"3,200",0,1
"3,300",0,1
"3,332.41",0,1
"3,500",0,1
"3.2",0,1
"3.56",0,1
"3.582",0,1
"3.8",0,1
"3.99",0,1
"30.8",0,1
"30.9",0,1
"300",0,1
"300mn",0,1
"302",0,1
"305.6",0,1
"30mn",0,1
"31.6",0,1
"311.4",0,1
"318,000",0,1
"319,000",0,1
"32.2",0,1
"32.6",0,1
"32.86",0,1
"325",0,1
"33.5",0,1
"33.8",0,1
"33.84",0,1
"34.53",0,1
"34.9",0,1
"340.4",0,1
"35.3",0,1
"35.8",0,1
"35.9",0,1
"351",0,1
"36.3",0,1
"36.44",0,1
"36.5",0,1
"36.6",0,1
"36.7",0,1
"36.9",0,1
"361.1",0,1
"365",0,1
"368.7",0,1
"37",0,1
"37,7",0,1
"37.2",0,1
"37.5",0,1
"38",0,1
"38.1",0,1
"38.3",0,1
"384.0",0,1
"385",0,1
"385,000",0,1
"39.0",0,1
"39.2",0,1
"39.9",0,1
"3931",0,1
"3932",0,1
"4.1",0,1
"4.16",0,1
"4.2",0,1
"4.3",0,1
"4.4",0,1
"4.65",0,1
"4.85",0,1
"40.3",0,1
"40.5",0,1
"40.8",0,1
"400mn",0,1
"41",0,1
"41.2",0,1
"415,000",0,1
"42.0",0,1
"42.6",0,1
"42.9",0,1
"43",0,1
"43.6",0,1
"43.9",0,1
"432mn",0,1
"441.6",0,1
"450",0,1
"46",0,1
"46.22",0,1
"47.4",0,1
"47.7",0,1
"470.0",0,1
"48",0,1
"48.2",0,1
"48.31",0,1
"48.51",0,1
"49.8",0,1
"49.9",0,1
"497",0,1
"4g",0,1
"5,000",0,1
"5,029.25",0,1
"5.09",0,1
"5.2",0,1
"5.55",0,1
"5.57",0,1
"5.6",0,1
"5.7",0,1
"5.87",0,1
"50,200",0,1
"50mw",0,1
"51",0,1
"52.1",0,1
"52.2",0,1
"52.3",0,1
"52.6",0,1
"52.7",0,1
"520",0,1
"520.4",0,1
"53",0,1
"534.3",0,1
"55.3",0,1
"55.5",0,1
"55.77",0,1
"56,1",0,1
"56.9",0,1
"569",0,1
"57.1",0,1
"576.50",0,1
"58.7",0,1
"58.9",0,1
"580",0,1
"59.9",0,1
"6.2",0,1
"6.4",0,1
"6.6",0,1
"6.7",0,1
"6.8",0,1
"6.9",0,1
"60,000",0,1
"60.1",0,1
"60.8",0,1
"600",0,1
"600.3",0,1
"61.3",0,1
"614",0,1
"62,000",0,1
"62.3",0,1
"62.4",0,1
"63.1",0,1
"634",0,1
"63mn",0,1
"64",0,1
"64,046,460",0,1
"64.5",0,1
"650",0,1
"65mn",0,1
"66",0,1
"68",0,1
"68.8",0,1
"696.4",0,1
"7,8",0,1
"7,801.7",0,1
"7,900",0,1
"7.7",0,1
"7.9",0,1
"7.99",0,1
"70",0,1
"70,000",0,1
"70.3",0,1
"700",0,1
"71",0,1
"71.2",0,1
"730mn",0,1
"7327",0,1
"74.2",0,1
"74.3",0,1
"743",0,1
"745",0,1
"75",0,1
"75.3",0,1
"750",0,1
"750,330",0,1
"769",0,1
"77",0,1
"77.39",0,1
"777",0,1
"8,000",0,1
"8,256.02",0,1
"8,537.42",0,1
"8.30",0,1
"8.69",0,1
"8.8",0,1
"80.8",0,1
"8029",0,1
"808,973",0,1
"813.191",0,1
"85,030",0,1
"850",0,1
"854mn",0,1
"87",0,1
"878",0,1
"884,000",0,1
"9,364.80",0,1
"9.4",0,1
"9.48",0,1
"9.6",0,1
"9.8",0,1
"9.89",0,1
"90.19",0,1
"900,000",0,1
"911",0,1
"92.6",0,1
"93.9",0,1
"939,000",0,1
"94.7",0,1
"94.9",0,1
"96",0,1
"96.6",0,1
"964",0,1
"98",0,1
"99,483",0,1
"99.5",0,1
"992.3",0,1
"a.s",0,1
"aaltonen",0,1
"aaron",0,1
"abbott",0,1
"absolut",0,1
"ac",0,1
"accommodation",0,1
"accomplish",1,1
"account",0,1
"accounting",0,1
"accounts",0,1
"acg1v",0,1
"acquitted",1,1
"act",0,1
"acting",0,1
"actions",0,1
"active",1,1
"activision",0,1
"actual",0,1
"adanac",0,1
"adapt",0,1
"adapter",0,1
"addiction",0,1
"additionally",0,1
"address",0,1
"adds",0,1
"adjusting",0,1
"adjustment",0,1
"adjustments",0,1
"administrative",0,1
"advisory",0,1
"æ",0,1
"æinen",0,1
"æmeri",0,1
"ænen",0,1
"ænge",0,1
"ænsi",0,1
"ærnits",0,1
"aero",0,1
"ærtsil",0,1
"ærvi",0,1
"ærvinen",0,1
"ætehuolto",0,1
"affarsvarlden",0,1
"affecto",0,1
"affectogenimap",0,1
"aforementioned",0,1
"africa",0,1
"age",0,1
"agency",0,1
"aggregate",0,1
"agreements",0,1
"agro",0,1
"ahead",0,1
"ahola",0,1
"ahvenainen",0,1
"aiming",0,1
"airlines",0,1
"airspace",0,1
"ald1v",0,1
"alexander",0,1
"alexandria",0,1
"alfa",0,1
"alholma",0,1
"aligned",0,1
"alleged",0,1
"allocated",0,1
"allowed",0,1
"allure",0,1
"altimo",0,1
"altogether",0,1
"aluminum",0,1
"amber",0,1
"ambulance",0,1
"ameriprice",0,1
"amid",0,1
"amsterdam",0,1
"animal",0,1
"anjalankoski",0,1
"anneli",0,1
"announce",0,1
"annually",0,1
"annum",0,1
"anode",0,1
"ansa",0,1
"antenna",0,1
"anticipated",0,1
"antonio",0,1
"antti",0,1
"apartment",0,1
"apetit",0,1
"apiece",0,1
"appealing",0,1
"appears",0,1
"applauded",1,1
"apple",0,1
"appointed",0,1
"aptly",0,1
"arabia",0,1
"arcelormittal",0,1
"archipelago",0,1
"arrangement",0,1
"art",0,1
"art1v",0,1
"arthritis",0,1
"artistic",0,1
"arto",0,1
"arts",0,1
"arvo",0,1
"asmobile",0,1
"aspokem",0,1
"assembly",0,1
"asset",1,1
"atec",0,1
"atomic",0,1
"attributes",0,1
"audio",0,1
"austria",0,1
"authority",1,1
"authorized",0,1
"automates",0,1
"avc",0,1
"average",0,1
"aviation",0,1
"award",1,1
"awards",1,1
"awkward",-1,1
"badly",-1,1
"baked",0,1
"bakery",0,1
"bakman",0,1
"ballast",0,1
"baltics",0,1
"baltimore",0,1
"banked",0,1
"barclays",0,1
"bargaining",0,1
"barges",0,1
"barrel",0,1
"baseball",0,1
"bases",0,1
"basis",0,1
"bbh",0,1
"bctmp",0,1
"beef",0,1
"beers",0,1
"beginning",0,1
"behavioural",0,1
"beijing",0,1
"belarus",0,1
"belgium",0,1
"benchmark",0,1
"beverages",0,1
"bhushan",0,1
"bicentenary",0,1
"bids",0,1
"billing",0,1
"biobv",0,1
"biocare",0,1
"bioheapleaching",0,1
"biomass",0,1
"biotie",0,1
"bioview",0,1
"biscuit",0,1
"biscuits",0,1
"black",0,1
"blackberry",0,1
"blackstone",0,1
"blast",0,1
"blue",0,1
"bnpp",0,1
"bns",0,1
"boards",0,1
"boats",0,1
"bockum",0,1
"bodies",0,1
"bofa",0,1
"bogus",0,1
"booking",0,1
"borl",0,1
"born",0,1
"borrower",0,1
"borrowing",0,1
"bothnia",0,1
"bottled",0,1
"bps",0,1
"bratsk",0,1
"brazil",0,1
"bread",0,1
"breakfast",0,1
"breakup",0,1
"brewer",0,1
"brewers",0,1
"bringing",0,1
"brings",0,1
"brinkab",0,1
"bristol",0,1
"britain",0,1
"broad",0,1
"broader",0,1
"brockpahler",0,1
"broker",0,1
"brought",0,1
"bruk",0,1
"bss",0,1
"btt",0,1
"budapest",0,1
"buenavista",0,1
"builds",0,1
"bukoba",0,1
"bulk",0,1
"bullish",0,1
"bunge",0,1
"burning",0,1
"burrill",0,1
"button",0,1
"buyer",0,1
"buying",0,1
"calculated",0,1
"calibration",0,1
"california",0,1
"camara",0,1
"cameco",0,1
"camera",0,1
"cameras",0,1
"cancellation",0,1
"cancer",-1,1
"canned",0,1
"cap",0,1
"capability",0,1
"capacities",0,1
"capita",0,1
"capitalize",0,1
"capman",0,1
"car",0,1
"card",0,1
"cardona",0,1
"cards",0,1
"carlshamn",0,1
"carries",0,1
"carrying",0,1
"cartel",0,1
"cartons",0,1
"casper",0,1
"castecka",0,1
"catalogues",0,1
"category",0,1
"caused",0,1
"cba",0,1
"cds",0,1
"celular",0,1
"centers",0,1
"centres",0,1
"centric",0,1
"cereals",0,1
"certified",0,1
"cessation",0,1
"chains",0,1
"challenging",0,1
"chamber",0,1
"chameleon",0,1
"changed",0,1
"changshu",0,1
"chapter",0,1
"characteristics",0,1
"charge",0,1
"charter",0,1
"chassis",0,1
"cheaper",0,1
"chemical",0,1
"chennai",0,1
"chikunov",0,1
"child",0,1
"chips",0,1
"chose",0,1
"chosen",0,1
"christmas",0,1
"cidco",0,1
"cincinnati",0,1
"cip",0,1
"cis",0,1
"cision",0,1
"citi",0,1
"citigroup",0,1
"civil",0,1
"cjsc",0,1
"claiming",0,1
"clarity",1,1
"cleaning",0,1
"clerical",0,1
"clicks",0,1
"climate",0,1
"clinical",0,1
"cnc1v",0,1
"co2",0,1
"coast",0,1
"coatings",0,1
"collaboration",0,1
"collar",0,1
"colleagues",0,1
"collect",0,1
"collective",0,1
"color",0,1
"colorful",0,1
"columbia",0,1
"combining",0,1
"comfort",1,1
"commence",0,1
"commented",0,1
"commissioned",0,1
"commiting",0,1
"commitment",1,1
"committee",0,1
"communal",0,1
"community",0,1
"companiesandmarkets.com",0,1
"companys",0,1
"compare",0,1
"compensation",0,1
"competing",0,1
"competitive",1,1
"competitors",0,1
"completes",0,1
"component",0,1
"comprise",0,1
"compulsory",0,1
"computer",0,1
"computers",0,1
"comtex",0,1
"concept",0,1
"concern",0,1
"concluded",0,1
"concludes",0,1
"conduct",0,1
"confidence",1,1
"confident",1,1
"configuration",0,1
"confirmations",0,1
"conjunction",0,1
"connect",0,1
"connected",0,1
"connecting",0,1
"connection",0,1
"connectivity",0,1
"consecutive",0,1
"consensus",0,1
"consequence",0,1
"consistency",0,1
"consistent",0,1
"consortium",0,1
"conspiracy",-1,1
"contained",0,1
"content",0,1
"contest",0,1
"continents",0,1
"contrary",0,1
"contribute",0,1
"contributed",0,1
"contribution",0,1
"controlling",0,1
"convergent",0,1
"converter",0,1
"cooling",0,1
"cooperationand",0,1
"copenhagen",0,1
"copper",0,1
"coq",0,1
"core",0,1
"corrected",0,1
"costumer",0,1
"counter",0,1
"couple",0,1
"courthouse",0,1
"covering",0,1
"crafts",0,1
"crane",0,1
"create",0,1
"created",0,1
"creation",0,1
"critch",0,1
"critical",0,1
"crore",0,1
"crowns",0,1
"cth1v",0,1
"cts",0,1
"cuautitlan",0,1
"culture",0,1
"currency",0,1
"curve",0,1
"custody",0,1
"customised",0,1
"cutlery",0,1
"dahlstr",0,1
"danske",0,1
"dark",0,1
"db",0,1
"dc",0,1
"dcuc",0,1
"de",0,1
"dealer",0,1
"dealers",0,1
"decade",0,1
"decaliters",0,1
"decide",0,1
"decker",0,1
"decoration",0,1
"deemed",0,1
"deer",0,1
"defense",0,1
"delhi",0,1
"delight",1,1
"delighted",1,1
"demonstration",-1,1
"depending",0,1
"depositor",0,1
"depository",0,1
"deposits",0,1
"depressed",-1,1
"depth",0,1
"designs",0,1
"desk",0,1
"desktop",0,1
"detailed",0,1
"detected",0,1
"detection",0,1
"deutschland",0,1
"devalue",0,1
"develops",0,1
"diagnostics",0,1
"diagrid",0,1
"diego",0,1
"diesel",0,1
"dietz",0,1
"difficult",-1,1
"digitalmediaasia.com",0,1
"diminished",0,1
"dirk",0,1
"disagree",0,1
"disagreement",0,1
"disclose",0,1
"discount",0,1
"disk",0,1
"displays",0,1
"disposable",0,1
"disposal",0,1
"distinguished",0,1
"distribute",0,1
"distributed",0,1
"distributor",0,1
"divested",0,1
"divided",0,1
"dividends",0,1
"divisions",0,1
"dma",0,1
"dmasia",0,1
"documentation",0,1
"doering",0,1
"dok",0,1
"dokumculuk",0,1
"door",0,1
"doses",0,1
"dovre",0,1
"downgraded",0,1
"downloading",0,1
"downstream",0,1
"dozens",0,1
"dragged",-1,1
"drillisch",0,1
"drinking",0,1
"drive",0,1
"driven",0,1
"drives",0,1
"driving",0,1
"drought",0,1
"dso1v",0,1
"dual",0,1
"dubbed",0,1
"dutch",0,1
"dynamic",0,1
"e63",0,1
"e658",0,1
"e7",0,1
"e72",0,1
"earliest",0,1
"ease",1,1
"easiest",0,1
"east",0,1
"eaten",0,1
"ecb",0,1
"eco",0,1
"economically",0,1
"edging",0,1
"edita",0,1
"ee",0,1
"eero",0,1
"eesti",0,1
"effectiveness",0,1
"efficiencies",0,1
"effort",0,1
"egeszsegbolt",0,1
"egm",0,1
"electronically",0,1
"elektros",0,1
"eloholma",0,1
"embroiled",0,1
"emirate",0,1
"emissions",0,1
"emphasised",0,1
"employ",0,1
"employed",0,1
"employers",0,1
"ems",0,1
"emsa",0,1
"emt",0,1
"en",0,1
"enabling",0,1
"encompassing",0,1
"endorsement",1,1
"eng",0,1
"engaged",0,1
"engineer",0,1
"english",0,1
"enhanced",0,1
"entirety",0,1
"entreprenor",0,1
"environment",0,1
"environmental",0,1
"envisaged",0,1
"ephc",0,1
"equipped",0,1
"equity",0,1
"equivalent",0,1
"ergo",0,1
"ericsson",0,1
"erkki",0,1
"erp",0,1
"ervio",0,1
"esl",0,1
"espoo",0,1
"essential",0,1
"estonian",0,1
"eur1149",0,1
"eur120m",0,1
"eur14",0,1
"eur157",0,1
"eur16",0,1
"eur160m",0,1
"eur17",0,1
"eur21m",0,1
"eur22",0,1
"eur24",0,1
"eur25",0,1
"eur259m",0,1
"eur27m",0,1
"eur28",0,1
"eur2m",0,1
"eur313",0,1
"eur32",0,1
"eur33",0,1
"eur33m",0,1
"eur36m",0,1
"eur39m",0,1
"eur3m",0,1
"eur416",0,1
"eur43",0,1
"eur436",0,1
"eur438m",0,1
"eur47",0,1
"eur500",0,1
"eur582",0,1
"eur598",0,1
"eur61",0,1
"eur61m",0,1
"eur634",0,1
"eur647m",0,1
"eur655m",0,1
"eur732m",0,1
"eur74m",0,1
"eur86",0,1
"eur91",0,1
"eur94m",0,1
"euro13",0,1
"euro26",0,1
"euro735",0,1
"euro742",0,1
"euronext",0,1
"european",0,1
"evaluation",0,1
"eventim",0,1
"evident",0,1
"evp",0,1
"exceed",0,1
"excellence",1,1
"excited",1,1
"execute",0,1
"exempted",0,1
"exercising",0,1
"exhibition",0,1
"existing",0,1
"expanded",0,1
"expanding",0,1
"expands",1,1
"expectations",0,1
"expenditure",0,1
"expenditures",0,1
"expenses",0,1
"experiences",0,1
"experiencing",0,1
"experts",0,1
"expires",0,1
"explained",0,1
"explains",0,1
"exploited",-1,1
"exploration",1,1
"exploring",0,1
"exporter",0,1
"exports",0,1
"expressed",0,1
"ext",0,1
"extends",1,1
"extent",0,1
"eyes",0,1
"facilitate",0,1
"factor",0,1
"factory",0,1
"fallen",-1,1
"faller",0,1
"fallers",0,1
"falling",-1,1
"fantastic",1,1
"farm",0,1
"fast",0,1
"faster",0,1
"fastest",0,1
"fat",0,1
"favorable",0,1
"favorite",1,1
"favors",1,1
"feedstock",0,1
"feels",0,1
"fennovoima",0,1
"ferries",0,1
"ferry",0,1
"fesco",0,1
"fewer",0,1
"fh",0,1
"fia1s",0,1
"fiber",0,1
"fibre",0,1
"field",0,1
"fields",0,1
"figure",0,1
"file",0,1
"filed",0,1
"filter",0,1
"filtration",0,1
"financed",0,1
"financially",0,1
"fined",0,1
"finton",0,1
"fire",-1,1
"fireplaces",0,1
"firstquarter",0,1
"fisas",0,1
"fishing",0,1
"fitness",1,1
"fixing",0,1
"flange",0,1
"flew",0,1
"flexibly",0,1
"flight",0,1
"fluctuation",0,1
"focused",1,1
"focuses",0,1
"focusing",0,1
"fold",0,1
"folded",0,1
"follow",0,1
"ford",0,1
"foresees",0,1
"forging",0,1
"formal",0,1
"formation",0,1
"formations",0,1
"forwarders",0,1
"forwards",0,1
"found",0,1
"foundation",0,1
"founded",0,1
"frame",0,1
"franchising",0,1
"franklin",0,1
"french",0,1
"front",0,1
"frozen",0,1
"fueled",0,1
"fujairah",0,1
"fulfil",0,1
"fulfill",1,1
"fun",1,1
"fundamentals",0,1
"funding",0,1
"furnace",0,1
"furnaces",0,1
"fusing",0,1
"fzc",0,1
"g.o.l.d",0,1
"galvan",0,1
"gambling",0,1
"games",0,1
"gansu",0,1
"gantry",0,1
"gap",0,1
"garden",0,1
"garmin",0,1
"gavrilov",0,1
"gbx12",0,1
"generates",0,1
"genesis",0,1
"geneva",0,1
"geographically",0,1
"geometrically",0,1
"geosentric",0,1
"geosolutions",0,1
"gift",1,1
"giving",0,1
"gla1v",0,1
"glisten",0,1
"gloriya",0,1
"gmbh",0,1
"gmt",0,1
"google",0,1
"gordon",0,1
"gorelovo",0,1
"gotta",0,1
"governemtn",0,1
"gps",0,1
"grade",0,1
"grain",0,1
"gran",0,1
"granted",1,1
"granting",1,1
"graphics",0,1
"gratuitous",0,1
"gray",-1,1
"grievance",0,1
"gro",0,1
"grodno",0,1
"grounds",0,1
"growhow",0,1
"grown",0,1
"grupe",0,1
"gts",0,1
"guidance",0,1
"guide",0,1
"gulf",0,1
"gypsii",0,1
"gypsum",0,1
"halved",0,1
"hampshire",0,1
"handelsbanken",0,1
"handsets",0,1
"hannu",0,1
"harbor",0,1
"hardest",0,1
"harvester",0,1
"harvesters",0,1
"hassles",0,1
"hasten",0,1
"hatch",0,1
"headboxes",0,1
"headcount",0,1
"headquarter",0,1
"heads",0,1
"healthier",0,1
"healthy",1,1
"heard",0,1
"heat",0,1
"heavy",0,1
"hectares",0,1
"heights",0,1
"helander",0,1
"helisnki",0,1
"helokunnas",0,1
"helping",1,1
"helsingin",0,1
"highrises",0,1
"hilton",0,1
"hired",0,1
"historic",0,1
"hkscan",0,1
"hobby",0,1
"holiday",0,1
"hollola",0,1
"homes",0,1
"hongmei",0,1
"honka",0,1
"honkarakenne",0,1
"honolulu",0,1
"hook",0,1
"hope",1,1
"hoped",0,1
"horizon",0,1
"hospitals",0,1
"hostile",-1,1
"hot",0,1
"hotel",0,1
"hour",0,1
"hours",0,1
"households",0,1
"hualu",0,1
"huge",1,1
"huhtamaki",0,1
"hurt",-1,1
"husqvarna",0,1
"hydronic",0,1
"ice",0,1
"ict",0,1
"iggesunds",0,1
"iivrcl",0,1
"ilim",0,1
"ilkka",0,1
"imitates",0,1
"immediately",0,1
"impacted",0,1
"impacts",0,1
"impairment",0,1
"implementing",0,1
"imports",0,1
"inaugurates",0,1
"inaugurating",0,1
"inclination",0,1
"increases",0,1
"increasingly",0,1
"incur",0,1
"indicators",0,1
"indo",0,1
"industrialization",0,1
"inflation",0,1
"influence",0,1
"informed",0,1
"infotainment",0,1
"infrastructures",0,1
"ingerois",0,1
"initiative",0,1
"inspects",0,1
"installations",0,1
"installed",0,1
"installment",0,1
"instance",0,1
"insteel",0,1
"institute",0,1
"instrument",0,1
"instruments",0,1
"insurer",0,1
"intangible",0,1
"integrates",0,1
"intent",0,1
"interactions",0,1
"interavanti",0,1
"interbancaria",0,1
"interbank",0,1
"interface",0,1
"interfaces",0,1
"interiors",0,1
"intermittently",0,1
"interoperability",0,1
"intersection",0,1
"intriguing",0,1
"introduce",0,1
"introduced",0,1
"intuitive",0,1
"invented",0,1
"invention",0,1
"inventor",0,1
"invest",0,1
"invoices",0,1
"involved",0,1
"iphone",0,1
"ipo",0,1
"ireland",0,1
"irish",0,1
"irritants",0,1
"islands",0,1
"issuer",0,1
"issues",0,1
"itella",0,1
"jaemsaenkoski",0,1
"janhonen",0,1
"jarmo",0,1
"jarvenpaa",0,1
"jens",0,1
"jensen",0,1
"jeopardising",0,1
"joe",0,1
"john",0,1
"jon",0,1
"journeys",0,1
"jp",0,1
"jsc",0,1
"judge",0,1
"juhani",0,1
"jukka",0,1
"julia",0,1
"jun",0,1
"juri",0,1
"jussi",0,1
"kaisanlahti",0,1
"kalkkuna",0,1
"kalmar",0,1
"kalnapilio",0,1
"kalnapilis",0,1
"kansa",0,1
"kapellskar",0,1
"karhula",0,1
"karkkila",0,1
"karlstad",0,1
"karppinen",0,1
"kasola",0,1
"katajavuori",0,1
"kauhava",0,1
"kauno",0,1
"kauppalehti",0,1
"kaupthing",0,1
"kaupunkin",0,1
"kausta",0,1
"kelly",0,1
"kemij",0,1
"kemijoki",0,1
"kermansavi",0,1
"keskinen",0,1
"keywords",0,1
"kft",0,1
"kg",0,1
"kia",0,1
"kilometers",0,1
"kilometres",0,1
"kim",0,1
"kiosk",0,1
"kirsi",0,1
"kivimeister",0,1
"knowledge",0,1
"koivisto",0,1
"korhonen",0,1
"korteniemi",0,1
"koskull",0,1
"kostroma",0,1
"kra1v",0,1
"kraftliner",0,1
"krippl",0,1
"kroons",0,1
"kyroskoski",0,1
"l.p",0,1
"laasanen",0,1
"laboratories",0,1
"laborious",0,1
"ladle",0,1
"lake",0,1
"lakshmi",0,1
"lan2lan",0,1
"language",0,1
"lansivayla",0,1
"lapin",0,1
"larox",0,1
"lasse",0,1
"lat1v",0,1
"latvia",0,1
"launched",1,1
"launches",0,1
"launching",0,1
"law",0,1
"layer",0,1
"laying",0,1
"le",0,1
"leader",0,1
"leaders",0,1
"leads",0,1
"leakage",0,1
"lean",0,1
"leaning",0,1
"learning",0,1
"leasable",0,1
"lease",0,1
"leased",0,1
"leases",0,1
"leasing",0,1
"led",0,1
"legacy",0,1
"lem1s",0,1
"lember",0,1
"lenders",0,1
"lending",0,1
"length",0,1
"letter",0,1
"lg",0,1
"liabilities",0,1
"liability",0,1
"license",0,1
"liddell",0,1
"liechtenstein",0,1
"lietuva",0,1
"lifecycle",0,1
"lifetime",0,1
"lifted",0,1
"light",0,1
"lighter",0,1
"liising",0,1
"limit",0,1
"linden",0,1
"lindsey",0,1
"linked",0,1
"liquefied",0,1
"liquide",0,1
"liquidity",0,1
"liquids",0,1
"liquor",0,1
"list",0,1
"listing",0,1
"literature",0,1
"llc",0,1
"lng",0,1
"loaders",0,1
"loan",0,1
"located",0,1
"location",0,1
"locations",0,1
"logical",0,1
"lordi",0,1
"lorry",0,1
"loses",0,1
"losing",-1,1
"losses",0,1
"lost",-1,1
"lots",0,1
"lotus",0,1
"loudeac",0,1
"love",1,1
"lowered",0,1
"lowering",0,1
"loyal",1,1
"loyalty",1,1
"lp",0,1
"lr",0,1
"lundbeck",0,1
"lundmark",0,1
"lutterworth",0,1
"luxembourg",0,1
"maaseudun",0,1
"madoff",0,1
"maemo",0,1
"magazines",0,1
"magnetic",0,1
"magnus",0,1
"maihaniemi",0,1
"mainor",0,1
"maintains",0,1
"mainz",0,1
"majority",0,1
"makers",0,1
"malkia",0,1
"mall",0,1
"manage",0,1
"managed",0,1
"manages",0,1
"managment",0,1
"manturovo",0,1
"mantyharju",0,1
"manufactured",0,1
"manufacturers",0,1
"mar",0,1
"maras",0,1
"marathon",0,1
"marcel",0,1
"marjo",0,1
"marked",0,1
"marketwatch",0,1
"marko",0,1
"marubeni",0,1
"material",0,1
"matters",1,1
"mature",1,1
"maturing",0,1
"maturity",0,1
"maxis",0,1
"maya",0,1
"mda",0,1
"meadville",0,1
"meals",0,1
"measured",0,1
"measurements",0,1
"measuring",0,1
"meats",0,1
"mediaphones",0,1
"meego",0,1
"meet",0,1
"meiklejohn",0,1
"mejeri",0,1
"merger",0,1
"merging",0,1
"messaging",0,1
"met",0,1
"metre",0,1
"metropolitan",0,1
"mexican",0,1
"mg",0,1
"mhi",0,1
"microelectronic",0,1
"microwaveable",0,1
"midnighttrader",0,1
"migration",0,1
"mike",0,1
"mikko",0,1
"mikkonen",0,1
"mikron",0,1
"mikshis",0,1
"milestone",0,1
"millimetres",0,1
"millions",0,1
"mineral",0,1
"ministry",0,1
"minority",0,1
"miracle",1,1
"misleading",-1,1
"mississippi",0,1
"mitsubishi",0,1
"mittal",0,1
"mixed",0,1
"mmo1v",0,1
"mmx",0,1
"mo",0,1
"mobility",0,1
"modeling",0,1
"models",0,1
"modernization",0,1
"modify",0,1
"moment",0,1
"money",0,1
"montevideo",0,1
"monthly",0,1
"moorestown",0,1
"morgan",0,1
"mortgage",0,1
"morvillars",0,1
"moss",0,1
"motorcyclist",0,1
"motorcyclists",0,1
"motors",0,1
"moved",0,1
"movies",0,1
"multimediacard",0,1
"multiplying",0,1
"musoma",0,1
"n.h",0,1
"nalmefene",0,1
"narrows",0,1
"nations",0,1
"navigation",0,1
"nda",0,1
"negotiating",0,1
"nepal",0,1
"netapp",0,1
"netbooks",0,1
"neteller",0,1
"netweaver",0,1
"nevada",0,1
"newport",0,1
"newsprint",0,1
"newsroom",0,1
"newstex",0,1
"niche",0,1
"nicotine",0,1
"nike",0,1
"njastein",0,1
"nobel",0,1
"nok",0,1
"nok1v",0,1
"nominal",0,1
"noncore",0,1
"noon",0,1
"noop",0,1
"nordstjernan",0,1
"normal",0,1
"normalized",0,1
"norske",0,1
"northeast",0,1
"northernmost",0,1
"northwestern",0,1
"norvestia",0,1
"notification",0,1
"ntsb",0,1
"nurseries",0,1
"oao",0,1
"oasis",0,1
"objectively",0,1
"oblast",0,1
"oborniki",0,1
"observed",0,1
"obstacles",-1,1
"obtained",0,1
"of2008",0,1
"offered",0,1
"officials",0,1
"ohio",0,1
"olavi",0,1
"omxn40",0,1
"oneworld",0,1
"ooo",0,1
"opinion",0,1
"opportunities",1,1
"optimization",0,1
"optimize",0,1
"ore",0,1
"organic",0,1
"organisational",0,1
"organizations",0,1
"orhangazi",0,1
"orkola",0,1
"ornamental",0,1
"osl",0,1
"osmium",0,1
"ostrava",0,1
"osuuskauppa",0,1
