"token","afinn","n"
"hangover",1,1
"hanks",1,1
"hannibalburess",1,1
"hannity",1,1
"happy",1,1
"harbor",1,1
"hard",-1,1
"hardball",1,1
"hat",1,1
"hateful",1,1
"haters",-1,1
"hayesbrown",1,1
"hdtgm",1,1
"headache",1,1
"health",1,1
"healthcare",1,1
"healthier",1,1
"hearing",1,1
"heat",1,1
"heck",1,1
"heidil_rn",1,1
"helicopter",1,1
"hell",-1,1
"helped",1,1
"helping",1,1
"hermetically",1,1
"hero",1,1
"hes",1,1
"hfqvxaiqph",1,1
"hilary",1,1
"hillaryclinton's",1,1
"hitjob",1,1
"hitman",1,1
"hits",1,1
"hitting",1,1
"hoes",1,1
"hold",1,1
"holding",1,1
"hole",1,1
"hollywood",1,1
"home",1,1
"homes",1,1
"homework",1,1
"honduras",1,1
"honor",1,1
"hood",1,1
"hoover",1,1
"hopefuls",1,1
"horrified",-1,1
"horse",1,1
"hospitable",1,1
"hour",1,1
"hours",1,1
"houses",1,1
"houston",1,1
"hrkbenowen",1,1
"huffingtonpost",1,1
"huffpostlive",1,1
"hugely",1,1
"hugs",1,1
"human",1,1
"huntsmanabby",1,1
"hype",1,1
"i.e",1,1
"iangarytweets",1,1
"icareviews",1,1
"idea",1,1
"ideas",1,1
"identify",1,1
"identifying",1,1
"idg375",1,1
"idiots",1,1
"idxr",1,1
"ig",1,1
"ignore",-1,1
"illiterates",1,1
"illuminati",1,1
"illustrated",1,1
"ilnovju2a9",1,1
"im",1,1
"imagining",1,1
"imbeciles",1,1
"imho",1,1
"immigrant",1,1
"immigrants",1,1
"implementation",1,1
"implode",1,1
"impomag",1,1
"importantly",1,1
"improve",1,1
"inadvertently",1,1
"inamaziarcz",1,1
"incredible",1,1
"individual",1,1
"individuals",1,1
"indulging",1,1
"inequality",1,1
"information",1,1
"ink",1,1
"innocent",1,1
"instapundit",1,1
"insult",-1,1
"intelligence",1,1
"intelligent",1,1
"intern",1,1
"interviewed",1,1
"invade",1,1
"invisalign",1,1
"invited",1,1
"invoking",1,1
"io41nn1omn",1,1
"ipbsiczyin",1,1
"iranian",1,1
"iraq",1,1
"iron",1,1
"ironghazi",1,1
"isis",1,1
"isnt",1,1
"istandwithobama",1,1
"italkus",1,1
"itsshoboy",1,1
"j.r",1,1
"j9oebxygof",1,1
"jacbrew",1,1
"jack",1,1
"jackie_pepper",1,1
"jackson",1,1
"jakarijax",1,1
"jalisco",1,1
"jamesrosenfnc",1,1
"jami_usa",1,1
"japan",1,1
"jaret2113",1,1
"jarjarbug",1,1
"jarodzsz",1,1
"jasper_deezy",1,1
"jaw",1,1
"jayandsteve",1,1
"jaymes",1,1
"jbthomjohn",1,1
"jbzchd34wa",1,1
"jdante_pr",1,1
"jebbush's",1,1
"jen",1,1
"jennrios1191",1,1
"jeopardy's",1,1
"jerks",1,1
"jerry",1,1
"jerry_holbert",1,1
"jerrydoyle",1,1
"jesselagreca",1,1
"jessilespie",1,1
"jesus",1,1
"jet",1,1
"jjosephwilliams",1,1
"jm1zvd5qyd",1,1
"joeykramer",1,1
"johneberkowitz",1,1
"johnmccain",1,1
"johnson",1,1
"joined",1,1
"jonstewart",1,1
"jonvoyage",1,1
"jose",1,1
"joy__hart",1,1
"joycarescle",1,1
"jr",1,1
"juliaioffe",1,1
"juliaturner",1,1
"julieweise",1,1
"just_jdreaming",1,1
"justice",1,1
"jut",1,1
"jybray",1,1
"jylevqszrr",1,1
"k3bcdnutm0",1,1
"k7wakz1g5q",1,1
"kamehameha",1,1
"kanye",1,1
"karatloz",1,1
"kardashian",1,1
"karl_sans_marx",1,1
"kasich's",1,1
"kasich2016",1,1
"katiecouric",1,1
"kavithadavidson",1,1
"keemstarx",1,1
"kellyfile",1,1
"kennethsilber",1,1
"kentucky",1,1
"kerriestella",1,1
"kevxindy",1,1
"key",1,1
"kgznjmykx7",1,1
"kick",1,1
"kidstabledebate",1,1
"kill'em",1,1
"killed",-1,1
"killers",1,1
"killing",-1,1
"kim",1,1
"kimye",1,1
"king",1,1
"kj1xkusmlk",1,1
"kjhobbs1985",1,1
"kmrn9bv2fm",1,1
"knowmorenotless",1,1
"kowxyzui4z",1,1
"kqcbckbjki",1,1
"kravitz's",1,1
"kristinmcoppens",1,1
"krystalball",1,1
"kurdish",1,1
"kurds",1,1
"kvxrdashian",1,1
"kyaecker",1,1
"kylealexlittle",1,1
"l0qdv4qmth",1,1
"lady",1,1
"larryelder",1,1
"las",1,1
"late",1,1
"latimes",1,1
"latina",1,1
"latinalista",1,1
"latinoslisten",1,1
"latism",1,1
"laugh",1,1
"laughing",1,1
"laughs",1,1
"launcher",1,1
"law",1,1
"lcipaybjz9",1,1
"ldqe8kg2zw",1,1
"le",1,1
"leadership",1,1
"leeannmcadoo",1,1
"left's",1,1
"leg",1,1
"lenny",1,1
"lesbians",1,1
"lesson",1,1
"level",1,1
"lgbtq",1,1
"liberal",1,1
"liberalmmama",1,1
"libertarianwing",1,1
"liberties",1,1
"libertytarian",1,1
"libertywwnf",1,1
"lifeaction",1,1
"lighter",1,1
"limbaugh",1,1
"limit",1,1
"limited",-1,1
"limp",1,1
"list",1,1
"listened",1,1
"litupshow",1,1
"liveblog",1,1
"lives",1,1
"lizadonnelly",1,1
"lizpeek",1,1
"lkuhw2nrxs",1,1
"lmahoneybee",1,1
"lmbo",1,1
"lmfao",1,1
"logic",1,1
"lollyohmy",1,1
"looooooove",1,1
"lord",1,1
"loribuckmajor",1,1
"loses",1,1
"loss",-1,1
"louisiana",1,1
"louvice",1,1
"lovablegold",1,1
"loves",1,1
"low",1,1
"lower",1,1
"lowered",1,1
"lowers",1,1
"lowrancc",1,1
"lpnational",1,1
"lrihendry",1,1
"ltzd4fxr8b",1,1
"luntz",1,1
"lwc",1,1
"lyrics",1,1
"lzdebates",1,1
"m2zi6acgno",1,1
"macauley",1,1
"maccallum",1,1
"maddow",1,1
"maedenver",1,1
"magical",1,1
"mailman",1,1
"mainstream",1,1
"major",1,1
"mama",1,1
"man's",1,1
"manner",1,1
"marcorubio's",1,1
"marialiacalvo",1,1
"marisol_bello",1,1
"marklevinshow",1,1
"marmel",1,1
"marnus3",1,1
"marshamarshamarsha",1,1
"martha",1,1
"marthamaccallum",1,1
"marthamartinme",1,1
"mashablegif",1,1
"mashablenews",1,1
"massacre",1,1
"masses",1,1
"masterful",1,1
"masters",1,1
"match",1,1
"math",1,1
"matters",1,1
"mattgubser",1,1
"matthews",1,1
"mcbyrne",1,1
"mccain",1,1
"mddems",1,1
"mdmned8lgq",1,1
"meat",1,1
"mediaboobs",1,1
"mediaequalizer",1,1
"mediator",1,1
"meeting",1,1
"meets",1,1
"mega",1,1
"meguylikeme",1,1
"mejxxpzg1v",1,1
"mel8jxm19b",1,1
"melissagracey",1,1
"meme",1,1
"memo",1,1
"menace",-1,1
"mentioned",1,1
"mercedesschlapp",1,1
"merited",1,1
"merkel",1,1
"mess",-1,1
"mexico",1,1
"mgsu7vmaio",1,1
"miaholl18",1,1
"michael",1,1
"michaelsnook",1,1
"michellemalkin",1,1
"micnews",1,1
"mid",1,1
"middle",1,1
"mikeallen",1,1
"militants",1,1
"mimosas",1,1
"min",1,1
"minister",1,1
"minnesota",1,1
"mins",1,1
"minute",1,1
"minutes",1,1
"miracles",1,1
"misled",1,1
"missile",1,1
"missing",-1,1
"misspeak",1,1
"mistake",-1,1
"mixtape",1,1
"mj",1,1
"mjtbaum",1,1
"mk",1,1
"model",1,1
"moderate",1,1
"moe",1,1
"moines",1,1
"molested",1,1
"molloaqhwq",1,1
"molonlabia67",1,1
"mom",1,1
"moments",1,1
"moneyries",1,1
"monster",1,1
"montel",1,1
"montel_williams",1,1
"month's",1,1
"mood",1,1
"moonbat",1,1
"mormondems",1,1
"morning",1,1
"moronic",1,1
"morrissey",1,1
"motorcitylib",1,1
"motto",1,1
"mouth",1,1
"movie",1,1
"moving",1,1
"ms",1,1
"msgoddessrises",1,1
"msnbc",1,1
"mt",1,1
"mtqdsdgpeb",1,1
"mtranquilnight",1,1
"mullchess",1,1
"murdering",-1,1
"murica",1,1
"muslims",1,1
"mydaughtersarmy",1,1
"mzc49jrkq8",1,1
"n2yixeokow",1,1
"named",1,1
"narrowed",1,1
"nascarcasm",1,1
"nascarnac",1,1
"nashville",1,1
"nasty",-1,1
"natesilver538",1,1
"nation",1,1
"nations",1,1
"nationwide",1,1
"nativists",1,1
"natl",1,1
"nb3btm8ffd",1,1
"negotiating",1,1
"nerd",1,1
"nerdist",1,1
"nerve",1,1
"newspaper",1,1
"newsroom",1,1
"newyorker",1,1
"ngdaxtudrt",1,1
"ngomsiv",1,1
"nielsen",1,1
"night.we",1,1
"nitty",1,1
"nixon",1,1
"njbatsa",1,1
"nkwjlscecm",1,1
"noah's",1,1
"nobamanoway",1,1
"nodding",1,1
"nominate",1,1
"nomination",1,1
"nonprophetess",1,1
"nope",1,1
"normal",1,1
"norton",1,1
"notaxation",1,1
"npr",1,1
"nss1u3salh",1,1
"nuclear",1,1
"numbersmuncher",1,1
"nutjobs",1,1
"nvr2conservativ",1,1
"nyc",1,1
"nycdeb8tr",1,1
"nycitycountry",1,1
"nymag",1,1
"nyt",1,1
"o7ujl56nm7",1,1
"obamas",1,1
"obnqdpoemx",1,1
"obvious",1,1
"official",1,1
"officially",1,1
"ohiobats",1,1
"oknox",1,1
"oldrowofficial",1,1
"onceuponaliz",1,1
"onilordasmodeus",1,1
"onlyinbos",1,1
"ooh",1,1
"oops",1,1
"op",1,1
"opinion",1,1
"opinion.seemed",1,1
"opponent",1,1
"opponents",1,1
"opqaudgvcv",1,1
"optibotimus",1,1
"option",1,1
"options",1,1
"orange",1,1
"ouf",1,1
"outdated",1,1
"outnumberedfnc",1,1
"outrage",-1,1
"ovation",1,1
"overtake",1,1
"overtime",1,1
"owned",1,1
"owners",1,1
"oxymoron",-1,1
"p389iile2n",1,1
"pack",1,1
"pacsgirl36",1,1
"page",1,1
"paid",1,1
"painful",1,1
"palmaceiahome1",1,1
"panda",1,1
"pander",1,1
"pandering",1,1
"panic",-1,1
"parade",1,1
"paraphrase",1,1
"parents",1,1
"park",1,1
"parker",1,1
"parroting",1,1
"participated",1,1
"passive",-1,1
"pat",1,1
"patriot",1,1
"patriottweetz",1,1
"pc",1,1
"pearl",1,1
"pearls",1,1
"peddoc63",1,1
"peggynoonannyc",1,1
"penis",1,1
"pennbat",1,1
"pensions",1,1
"peoples",1,1
"pepperoni",1,1
"percent",1,1
"perezhilton",1,1
"performances",1,1
"permanently",1,1
"persecute",-1,1
"personal",1,1
"personally",1,1
"petedominick",1,1
"pfikac",1,1
"pftcommenter",1,1
"pgijypjzdf",1,1
"phantom",1,1
"philosophies",1,1
"phonies",1,1
"phqu2mpmbg",1,1
"picsofmattdamon",1,1
"pictures",1,1
"pieter_gericke",1,1
"pig",1,1
"pills",1,1
"pilrfpa6hc",1,1
"pinky",1,1
"pitch",1,1
"pizza",1,1
"pjnet",1,1
"pkyjsglvfr",1,1
"plan",1,1
"plannedparenthood",1,1
"plans",1,1
"playbookbreakfast",1,1
"played",1,1
"players",1,1
"plays",1,1
"pledges",1,1
"pls",1,1
"plugged",1,1
"pm",1,1
"polarization",1,1
"police",1,1
"policies",1,1
"polisciumn",1,1
"politicoroger",1,1
"politifact",1,1
"pondering_this",1,1
"poor",-1,1
"popcorn",1,1
"popeye",1,1
"popular",1,1
"postgraphics",1,1
"posting",1,1
"potus2016",1,1
"powder",1,1
"power",1,1
"powerful",1,1
"pp",1,1
"pp6uzvfqql",1,1
"ppl",1,1
"pr",1,1
"praise",1,1
"praised",1,1
"praises",1,1
"pre",1,1
"predictable",1,1
"prediction",1,1
"prefer",1,1
"presence",1,1
"press",1,1
"pretty",1,1
"preview",1,1
"primaries",1,1
"primary",1,1
"prime",1,1
"print",1,1
"priorities",1,1
"prisoners",-1,1
"private",1,1
"producers",1,1
"producing",1,1
"profit",1,1
"profound",1,1
"programs",1,1
"progress4ohio",1,1
"progressive",1,1
"prolife",1,1
"promising",1,1
"promoting",1,1
"pronouncing",1,1
"prophiphop",1,1
"props",1,1
"propsals",1,1
"prosthetic",1,1
"protect",1,1
"psynbuelhy",1,1
"puddinstrip",1,1
"puerto",1,1
"pulling",1,1
"pulmyears",1,1
"pulse",1,1
"pundits",1,1
"punishment",1,1
"punkhistory",1,1
"punt",1,1
"puppets",1,1
"pushing",1,1
"putin",1,1
"pvopzkkt9m",1,1
"pyd",1,1
"q13vkulp3r",1,1
"q4rpv2tbx6",1,1
"qd3lbg4vdf",1,1
"qdiwcwnqy0",1,1
"qe2tputvw3",1,1
"qfedzq4q5z",1,1
"qocnoixedn",1,1
"qs",1,1
"qs4o70zxby",1,1
"qualified",1,1
"quantity",1,1
"quarterback",1,1
"queen",1,1
"questioned",-1,1
"quote",1,1
"quoting",1,1
"qxb1edqozn",1,1
"qzmg96pf75",1,1
"r9ctplw5up",1,1
"racial",1,1
"radar",1,1
"radiance",1,1
"radio",1,1
"raemacraerae",1,1
"raina_kadavil",1,1
"raised",1,1
"randikayecnn",1,1
"ranks",1,1
"rant",-1,1
"rape",-1,1
"raulareyes",1,1
"raven",1,1
"ravensnation",1,1
"reaching",1,1
"react",1,1
"read",1,1
"reagen",1,1
"realdonaldtrump's",1,1
"realizes",1,1
"realtime",1,1
"realtomsongs",1,1
"reassured",1,1
"rebleber",1,1
"recap",1,1
"receive",1,1
"receives",1,1
"record",1,1
"recovering",1,1
"rednationraising",1,1
"rednationrising",1,1
"redsteeze",1,1
"reelquinn",1,1
"referring",1,1
"reform",1,1
"regina",1,1
"register",1,1
"rehearsal",1,1
"remains",1,1
"remarks",1,1
"remind",1,1
"remove",1,1
"removing",1,1
"renaissance",1,1
"renomarky",1,1
"renounce",1,1
"rep",1,1
"repealing",1,1
"repel",1,1
"replayed",1,1
"represented",1,1
"republicandebate",1,1
"reserves",1,1
"resist",1,1
"responses",1,1
"restorereality",1,1
"restrict",-1,1
"retirement",1,1
"revealing",1,1
"revenge",-1,1
"revolutionary",1,1
"rf40cci35x",1,1
"rhondalevaldo",1,1
"rhondawatkgwyn",1,1
"richarddeitsch",1,1
"ricksantorum",1,1
"ridiculous",-1,1
"rigorous",1,1
"rik_fiair",1,1
"rip",1,1
"rise",1,1
"rises",1,1
"risk",-1,1
"ritual",1,1
"rmconservative",1,1
"rmuench22",1,1
"roaring",1,1
"roars",1,1
"robelgasabc7",1,1
"robertson",1,1
"rocking",1,1
"ron",1,1
"ronald",1,1
"ronda",1,1
"ronpaul",1,1
"root",1,1
"rousey",1,1
"rowdy",1,1
"rrlllvatet",1,1
"rsg15",1,1
"rt0787",1,1
"rubionever",1,1
"rude",1,1
"rules",1,1
"rumbling",1,1
"rumpfshaker",1,1
"runs",1,1
"runway",1,1
"rupert",1,1
"rupertmurdoch",1,1
"rwnj",1,1
"ryanmauro",1,1
"s1gkhsy1bf",1,1
"s7ukcfcefb",1,1
"sachs",1,1
"sacred",1,1
"sad",-1,1
"sailor",1,1
"salesman",1,1
"sampuzzo",1,1
"sanctuary",1,1
"sanddragger",1,1
"sane",1,1
"saradmahmoud",1,1
"sarah",1,1
"sarahkendzior",1,1
"sarahpalinusa",1,1
"sarhan_",1,1
"satisfying",1,1
"sbg1",1,1
"sbswenson",1,1
"scary",-1,1
"scene",1,1
"schiavo",1,1
"school",1,1
"science",1,1
"scientific",1,1
"scofflaw",1,1
"scott",1,1
"scrowder",1,1
"sealed",1,1
"sec",1,1
"secret",1,1
"seekweek15",1,1
"selfie",1,1
"selhussain",1,1
"sell",1,1
"sen",1,1
"senator",1,1
"senor",1,1
"senschumer",1,1
"serve",1,1
"served",1,1
"service",1,1
"sessions",1,1
"sets",1,1
"setting",1,1
"settling",1,1
"sfgate",1,1
"shaft",1,1
"shannonbream",1,1
"shannonrwatts",1,1
"shannonsanford9",1,1
"shared",1,1
"sharknadoyes",1,1
"shawnsbrain66",1,1
"shawnsuth",1,1
"sheriff",1,1
"sherrod_small",1,1
"shining",1,1
"shock",-1,1
"shockingly",1,1
"shootings",1,1
"shorter",1,1
"shoutout",1,1
"showboat",1,1
"shrunk",1,1
"shunstrickland",1,1
"shut",1,1
"signing",1,1
"similarities",1,1
"similarity",1,1
"simply",1,1
"sinaloa",1,1
"single",1,1
"sinunu",1,1
"sir",1,1
"siriusxm",1,1
"sisi",1,1
"sith",1,1
"skhas0lqub",1,1
"skiing",1,1
"sknhfykw3u",1,1
"slaboe",1,1
"slams",1,1
"slate",1,1
"slayed",1,1
"slaying",1,1
"slept",1,1
"slob",1,1
"slone",1,1
"slow",1,1
"smacked",1,1
"smarter",1,1
"smh",1,1
"snapchat",1,1
"sneaky",-1,1
"snowmobile",1,1
"soapbox",1,1
"socalimilitia1",1,1
"soldier",1,1
"solitaire",1,1
"solve",1,1
"someecards",1,1
"someone's",1,1
"song",1,1
"sorta",1,1
"sound",1,1
"sounded",1,1
"sounds",1,1
"southernhomo",1,1
"spark",1,1
"sparring",1,1
"speakerboehner",1,1
"speaks",1,1
"special",1,1
"specifically",1,1
"specifics",1,1
"spectacle",1,1
"spectacular",1,1
"speech",1,1
"speed",1,1
"spending",1,1
"spied",1,1
"spirit",1,1
"splitting",1,1
"spoke",1,1
"sports",1,1
"spot",1,1
"spotting",1,1
"springer",1,1
"springsteen",1,1
"spy",1,1
"squelch",1,1
"standard",1,1
"standards",1,1
"standout",1,1
"standwithpp",1,1
"star",1,1
"started",1,1
"stated",1,1
"stating",1,1
"station",1,1
"statistics",1,1
"steam",1,1
"steinberger",1,1
"step",1,1
"stephenstephan",1,1
"steps",1,1
"sternnschool",1,1
"steve0423",1,1
"stevenoh88",1,1
"stewart",1,1
"stewart's",1,1
"stick",1,1
"stooge",1,1
"store",1,1
"storify",1,1
"story",1,1
"stos8p4shb",1,1
"straighten",1,1
"strange",-1,1
"strategist",1,1
"straws",1,1
"strong",1,1
"stuck",-1,1
"student",1,1
"studies",1,1
"stuff",1,1
"stumping",1,1
"stupidity",1,1
"subjects",1,1
"substance",1,1
"substantive",1,1
"succeed",1,1
"sucked",1,1
"suffering",-1,1
"suggests",1,1
"summed",1,1
"sunday",1,1
"superior",1,1
"supp",1,1
"supporting",1,1
"supreme",1,1
"surgery",1,1
"surprised",1,1
"surrounding",1,1
"survive",1,1
"swag",1,1
"sweet",1,1
"sweetpea593",1,1
"swimsuit",1,1
"swindler",1,1
"swing",1,1
"sying",1,1
"t0k3ookwm0",1,1
"tab",1,1
"table",1,1
"takedown",1,1
"takes",1,1
"takingadvantage",1,1
"talked",1,1
"tangible",1,1
"tantan73",1,1
"tape",1,1
"taph65klje",1,1
"targaryen",1,1
"taxing",1,1
"tb7xx3ezqs",1,1
"tbh",1,1
"tbyo1wwvis",1,1
"tc_watkins",1,1
"tdgn",1,1
"tdlf7jc3ig",1,1
"tea4texs",1,1
"teacher",1,1
"teachers",1,1
"teammarco",1,1
"teamrickperry",1,1
"tears",-1,1
"teasyroosevelt",1,1
"technically",1,1
"temperature",1,1
"tense",-1,1
"tenure",1,1
"terms",1,1
"terrible",-1,1
"texas",1,1
"texascruzn",1,1
"texasforbernie",1,1
"thatsmylobster",1,1
"theater",1,1
"there'd",1,1
"therecruitchair",1,1
"therunster",1,1
"thevgblog",1,1
"theyentareport",1,1
"thinblueline",1,1
"thinkbeforeyouvote",1,1
"threat",-1,1
"threaten",-1,1
"threw",1,1
"throat",1,1
"throne",1,1
"tier",1,1
"tiffinit",1,1
"till",1,1
"timeline",1,1
"tip",1,1
"tirade",1,1
"tiresome",1,1
"tithing",1,1
"tmjil45dxp",1,1
"tmp",1,1
"tnycloseread",1,1
"today's",1,1
"toilet",1,1
"tom",1,1
"topics",1,1
"topprog",1,1
"tops",1,1
"torchie123",1,1
"tougher",1,1
"town",1,1
"tpequality",1,1
"tperkins",1,1
"tpm",1,1
"tqxw14qzzb",1,1
"trailer",1,1
"train",1,1
"training",1,1
"trait",1,1
"transgender",1,1
"transgendered",1,1
"trashing",1,1
"treasure",1,1
"treated",1,1
"tree",1,1
"trends",1,1
"trial",1,1
"triangle",1,1
"trickle",1,1
"trillion",1,1
"triumph",1,1
"trojan",1,1
"troll",1,1
"trotalex",1,1
"trumpdebate",1,1
"trumpfiorina",1,1
"trumpiest",1,1
"trumptastic",1,1
"trumpvsfoxnews",1,1
"trumpwon",1,1
"trust",1,1
"truthfully",1,1
"tsunami",1,1
"tt",1,1
"tweeting",1,1
"twist",1,1
"twitterland",1,1
"tx",1,1
"type",1,1
"tywahlbrink",1,1
"uaib1m8ekc",1,1
"ucd675mrmy",1,1
"ugh",1,1
"ugly",-1,1
"ultimately",1,1
"uncles",1,1
"uncommon",1,1
"unconstitutional",1,1
"undercard",1,1
"understand",1,1
"understands",1,1
"underwood",1,1
"undoubtedly",1,1
"unfairness",1,1
"unfollowing",1,1
"unintentionally",1,1
"union",1,1
"unitebiue",1,1
"uniteblue",1,1
"unitebluewi",1,1
"unpacking",1,1
"unreleased",1,1
"unscathed",1,1
"unsurprisingly",1,1
"unsympathetic",1,1
"untill",1,1
"upbringing",1,1
"updated",1,1
"uprights",1,1
"uproar",1,1
"usage",1,1
"usedtobgop",1,1
"uspoli",1,1
"usual",1,1
"usweekly",1,1
"uterus",1,1
"utmost",1,1
"utter",1,1
"v4wnjcy9sw",1,1
"vacation",1,1
"valium",1,1
"vallarta",1,1
"vandalized",1,1
"vbpxf8hqrf",1,1
"verge",1,1
"versus",1,1
"veterans",1,1
"vets",1,1
"vgz4knfxk7",1,1
"vicenews",1,1
"victimized",-1,1
"victims",-1,1
"videos",1,1
"viewers",1,1
"vigorous",1,1
"vine",1,1
"violate",-1,1
"violated",-1,1
"violating",-1,1
"violence",-1,1
"violent",-1,1
"visit",1,1
"visiting",1,1
"visits",1,1
"vital",1,1
"vlt68ymse2",1,1
"vnkjjioqgj",1,1
"voteblue",1,1
"voted",1,1
"voter",1,1
"voting",1,1
"votingfemale",1,1
"vows",1,1
"vpxxlxevhi",1,1
"vtzmlujrqi",1,1
"wakaflocka",1,1
"wakes",1,1
"walked",1,1
"walker's",1,1
"wall",1,1
"wallets",1,1
"warrant",1,1
"warriorwoman91",1,1
"wars",1,1
"washerwoman",1,1
"washinformer",1,1
"watches",1,1
"water",1,1
"wavy",1,1
"waynedupreeshow",1,1
"wear",1,1
"web",1,1
"website",1,1
"week",1,1
"weigh",1,1
"wendie07",1,1
"west's",1,1
"wet",1,1
"wether",1,1
"wfie",1,1
"whgcid8ee7",1,1
"whinenot",1,1
"whines",1,1
"whiny",1,1
"whitemamba23",1,1
"whitneyneal",1,1
"whoareyouwearing",1,1
"whoop",1,1
"wife",1,1
"wildest",1,1
"will_bunch",1,1
"williams",1,1
"willneverlie",1,1
"wilts",1,1
"wilw",1,1
"winding",1,1
"wisconsin",1,1
"wise",1,1
"wiseguys",1,1
"wiseguysutah",1,1
"witty",1,1
"wmur9_politics",1,1
"wnd_txt",1,1
"wolfofwarrenst",1,1
"women's",1,1
"wonderful",1,1
"wonkette's",1,1
"words",1,1
"worldnetdaily",1,1
"worry",-1,1
"would've",1,1
"wrapped",1,1
"wreck",-1,1
"wrestling",1,1
"write",1,1
"writing",1,1
"writingdownpat",1,1
"wrrgmtvyoz",1,1
"wrschgn",1,1
"wsj",1,1
"wywlcgtczr",1,1
"x___x",1,1
"x8uwh4kowv",1,1
"y1awqcpfnw",1,1
"yankeebrit77",1,1
"yay",1,1
"ycot",1,1
"yeah",1,1
"yep",1,1
"yesterday's",1,1
"yhvnoeinyi",1,1
"yippie",1,1
"ykhong",1,1
"ynnabr9pqq",1,1
"yoshi",1,1
"youryakiri",1,1
"youtube",1,1
"yup",1,1
"zachhaller",1,1
"zachmider",1,1
"zhnqhdpiln",1,1
"zingers",1,1
"znljf0zjd9",1,1
"zoegberg",1,1
"zw8jupqp11",1,1
"zycg0ixwru",1,1
"zycvny4noq",1,1
