"token","afinn","n"
"sock",0,2
"softer",0,2
"sold",0,2
"soldered",0,2
"solutions",1,2
"solved",1,2
"sonic",0,2
"soooo",0,2
"sort",0,2
"south",0,2
"space",0,2
"specific",0,2
"specimen",0,2
"split",0,2
"spots",0,2
"squeak",0,2
"squeaks",0,2
"squeek",0,2
"squeeks",0,2
"stable",1,2
"stamped",0,2
"stanley",0,2
"starrett",0,2
"starts",0,2
"stating",0,2
"stayed",0,2
"steady",0,2
"steamers",0,2
"steps",0,2
"stood",0,2
"stored",0,2
"stripe",0,2
"stripper",0,2
"students",0,2
"style",0,2
"subscription",0,2
"suck",-1,2
"sucked",0,2
"sun",0,2
"supposedly",0,2
"surprise",0,2
"tarp",0,2
"taste",0,2
"ten",0,2
"tend",0,2
"terrifically",0,2
"thankfully",0,2
"thinner",0,2
"tho",0,2
"threw",0,2
"tightened",0,2
"tighter",0,2
"tiles",0,2
"till",0,2
"timer",0,2
"title",0,2
"today's",0,2
"toolbox",0,2
"toothbrushes",0,2
"totally",0,2
"touch",0,2
"transferred",0,2
"transparent",0,2
"trashed",0,2
"trick",0,2
"trim",0,2
"trip",0,2
"tripped",0,2
"triumph",1,2
"tubs",0,2
"twisting",0,2
"types",0,2
"typical",0,2
"ultra",0,2
"uma",0,2
"undamaged",0,2
"underneath",0,2
"universal",0,2
"unpleasant",0,2
"unreliable",0,2
"unusable",0,2
"ur",0,2
"usage",0,2
"utf8",0,2
"vacuums",0,2
"vase",0,2
"ve",0,2
"vendor",0,2
"vents",0,2
"verify",0,2
"vertical",0,2
"vibrates",0,2
"volts",0,2
"wand",0,2
"washers",0,2
"washing",0,2
"watt",0,2
"wax",0,2
"weights",0,2
"wheeled",0,2
"whiter",0,2
"window",0,2
"wiped",0,2
"wished",0,2
"wobbly",0,2
"wonderful",1,2
"wooden",0,2
"wore",0,2
"workout",0,2
"worse",-1,2
"worst",-1,2
"wouldnt",0,2
"wound",0,2
"wrap",0,2
"writing",0,2
"written",0,2
"wrks",0,2
"wrote",0,2
"xbox",0,2
"ya",0,2
"yeah",1,2
"yellow",0,2
"0.0625",0,1
"0.083",0,1
"0.5",0,1
"0.75",0,1
"001",0,1
"03",0,1
"05",0,1
"06",0,1
"1,000",0,1
"1.0",0,1
"1.25",0,1
"1.75",0,1
"10,000",0,1
"12mm",0,1
"13.5k",0,1
"1368144000",0,1
"1371168000",0,1
"1384560000",0,1
"1393286400",0,1
"1398384000",0,1
"13psi",0,1
"14",0,1
"1424044800",0,1
"1450742400",0,1
"1491782400",0,1
"150",0,1
"175",0,1
"18",0,1
"1929",0,1
"1940",0,1
"1955",0,1
"1998",0,1
"1x1",0,1
"1yr",0,1
"2.5hp",0,1
"2012",0,1
"21",0,1
"2104",0,1
"21910",0,1
"22",0,1
"250",0,1
"26",0,1
"27",0,1
"29",0,1
"2in",0,1
"2k",0,1
"2x4",0,1
"3.0",0,1
"3.00",0,1
"3.3",0,1
"3.41",0,1
"3.5",0,1
"3.5g",0,1
"300hrs",0,1
"301",0,1
"30c",0,1
"30s",0,1
"3233",0,1
"350",0,1
"3570k",0,1
"360",0,1
"37",0,1
"38c",0,1
"39c",0,1
"3rd",0,1
"4.0hp",0,1
"4.5hp",0,1
"40",0,1
"400a",0,1
"44",0,1
"45c",0,1
"46c",0,1
"480823",0,1
"4cell",0,1
"4x8",0,1
"5.00",0,1
"5.21",0,1
"5.5",0,1
"5'11",0,1
"5'3",0,1
"5000",0,1
"50c",0,1
"51276",0,1
"55",0,1
"56.00",0,1
"560",0,1
"5d",0,1
"5mm",0,1
"5stars",0,1
"600lb",0,1
"60lb",0,1
"60ml",0,1
"6300",0,1
"69",0,1
"6mil",0,1
"6th",0,1
"6x",0,1
"7.00",0,1
"7.50",0,1
"75",0,1
"77",0,1
"775",0,1
"790i",0,1
"7m",0,1
"80.00",0,1
"82",0,1
"87",0,1
"8c",0,1
"90398",0,1
"93",0,1
"98.5",0,1
"a302000",0,1
"a302509",0,1
"aa",0,1
"absolute",0,1
"abused",-1,1
"acabei",0,1
"accelerated",0,1
"accelerates",0,1
"accelerator",0,1
"accelerators",0,1
"accessories",0,1
"accidentally",-1,1
"accidents",-1,1
"accommodate",0,1
"accuflow",0,1
"accustomed",0,1
"acn",0,1
"acquired",0,1
"active",1,1
"adaptable",0,1
"adapter",0,1
"additionallly",0,1
"additions",0,1
"adequately",0,1
"adjuster",0,1
"adjustments",0,1
"admit",-1,1
"adult",0,1
"adults",0,1
"advanced",1,1
"adverticed",0,1
"advise",0,1
"aerosol",0,1
"afew",0,1
"affirmations",0,1
"affordable",0,1
"aft",0,1
"age",0,1
"agent",0,1
"agrees",1,1
"ahd",0,1
"aim",0,1
"airplane",0,1
"airplanes",0,1
"aka",0,1
"alarm",-1,1
"alignment",0,1
"alike",0,1
"allowing",0,1
"alltrade",0,1
"alright",0,1
"altogether",0,1
"aluma",0,1
"aluminum",0,1
"alway",0,1
"amazed",1,1
"amazon.com",0,1
"amazon's",0,1
"america",0,1
"amplifier",0,1
"ands",0,1
"angles",0,1
"anniversary",0,1
"answer",0,1
"answers",0,1
"antenna",0,1
"antennas",0,1
"antique",0,1
"anvil",0,1
"anyplace",0,1
"apologized",-1,1
"apparatus",0,1
"appart",0,1
"appearance",0,1
"appearred",0,1
"application's",0,1
"applicator's",0,1
"appreciated",1,1
"apprised",0,1
"approach",0,1
"approx",0,1
"arises",0,1
"armpit",0,1
"arrives",0,1
"arrow",0,1
"artist",0,1
"aspect",0,1
"aspects",0,1
"assemble",0,1
"assembly",0,1
"assessment",0,1
"assume",0,1
"assumed",0,1
"assumption",0,1
"assurance",0,1
"assure",0,1
"attempts",0,1
"attracted",1,1
"attractively",0,1
"attributes",0,1
"atv",0,1
"auto",0,1
"automotive",0,1
"avail",0,1
"aware",0,1
"axe",-1,1
"b's",0,1
"b00008bqvm",0,1
"backdoor",0,1
"backup",0,1
"backwards",0,1
"backyard",0,1
"bagged",0,1
"ball",0,1
"bam",0,1
"band",0,1
"bandage",0,1
"bar",0,1
"barb",0,1
"barbed",0,1
"barrier",-1,1
"basement",0,1
"basket",0,1
"bat",0,1
"bathrooms",0,1
"bbq",0,1
"beads",0,1
"bear",0,1
"beating",-1,1
"beats",0,1
"beauty",0,1
"becuase",0,1
"beer",0,1
"begin",0,1
"beleive",0,1
"believer",0,1
"bell",0,1
"bellingham",0,1
"bells",0,1
"bending",0,1
"beware",0,1
"bicyucle",0,1
"bite",0,1
"biting",0,1
"blade",0,1
"bleach",0,1
"bleedingly",0,1
"bless",1,1
"blew",0,1
"bo5041k",0,1
"boat",0,1
"bodies",0,1
"bolted",0,1
"bomb",-1,1
"bones",0,1
"book",0,1
"bottle's",0,1
"bottled",0,1
"bottler",0,1
"boughbt",0,1
"boxing",0,1
"brad",0,1
"brain",0,1
"brake",0,1
"braun's",0,1
"brawn",0,1
"bread",0,1
"breadboarding",0,1
"breadth",0,1
"breathable",0,1
"brew",0,1
"bridge",0,1
"briefly",0,1
"brilliant",1,1
"bristle",0,1
"bristles",0,1
"brutal",0,1
"btu",0,1
"btw",0,1
"buildings",0,1
"bulb's",0,1
"bulk",0,1
"bummed",0,1
"bunch",0,1
"bunches",0,1
"bundle",0,1
"burn",0,1
"burnin",0,1
"burning",0,1
"burnt",0,1
"burrs",0,1
"burst",0,1
"business",0,1
"bust",0,1
"busted",0,1
"bute",0,1
"buyers",0,1
"buzz",0,1
"buzzing",0,1
"cabinets",0,1
"cake",0,1
"caliber",0,1
"calibers",0,1
"calibrated",0,1
"camera",0,1
"camper",0,1
"canada",0,1
"canceled",0,1
"cancelled",-1,1
"canister",0,1
"capabilities",0,1
"capable",1,1
"capacitance",0,1
"capacity",0,1
"carb",0,1
"carful",0,1
"carpeted",0,1
"carpets",0,1
"carrier",0,1
"carries",0,1
"carton",0,1
"cartridge",0,1
"carts",0,1
"carwash",0,1
"casing",0,1
"casters",0,1
"cat",0,1
"category",0,1
"caught",0,1
"caused",0,1
"caveat",0,1
"cd's",0,1
"ceiling",0,1
"cement",0,1
"cent",0,1
"central",0,1
"cents",0,1
"ceramic",0,1
"cert",0,1
"cgm",0,1
"chafe",0,1
"chagrin",-1,1
"challenge",-1,1
"challenging",0,1
"chances",1,1
"changer",0,1
"changing",0,1
"channels",0,1
"charity",0,1
"chase",0,1
"cheaper",0,1
"cheapest",0,1
"checks",0,1
"cheerfully",0,1
"chevy",0,1
"chicago",0,1
"child's",0,1
"chips",0,1
"choice",0,1
"cinch",0,1
"cinched",0,1
"circa",0,1
"circle",0,1
"circuits",0,1
"circumference",0,1
"circumstances",0,1
"circus",0,1
"city",0,1
"claimed",0,1
"classic",0,1
"classify",0,1
"clayton",0,1
"clearances",0,1
"cleft",0,1
"client's",0,1
"clients",0,1
"climb",0,1
"climbing",0,1
"clipped",0,1
"clog",0,1
"clogged",0,1
"closer",0,1
"closes",0,1
"closing",0,1
"clunky",0,1
"cm",0,1
"coarse",0,1
"cobalt",0,1
"code",0,1
"coleman",0,1
"colgate",0,1
"collars",0,1
"collects",0,1
"colors",0,1
"comalwayy",0,1
"combination",0,1
"comments",0,1
"compact",0,1
"compensation",0,1
"complained",-1,1
"complaing",0,1
"complaining",0,1
"complements",0,1
"composition",0,1
"comprar",0,1
"compression",0,1
"compromise",0,1
"con",0,1
"concentric",0,1
"concern",0,1
"conclusion",0,1
"concrete",0,1
"condensation",0,1
"conditioned",0,1
"confidence",1,1
"connct",0,1
"connecting",0,1
"connector",0,1
"connects",0,1
"considerably",0,1
"consistency",0,1
"consumer's",0,1
"consumers",0,1
"contacts",0,1
"containers",0,1
"contents",0,1
"continues",0,1
"continuity",0,1
"contractor",0,1
"contraption",0,1
"convenience",0,1
"cook",0,1
"coolant",0,1
"cools",0,1
"copper",0,1
"corners",0,1
"corrected",0,1
"correction",0,1
"cotton",0,1
"counterfeit",0,1
"couplers",0,1
"court",0,1
"courteous",1,1
"cracks",0,1
"crafts",0,1
"craftsmanship",0,1
"cranium",0,1
"crank",0,1
"crannies",0,1
"crapy",0,1
"crashing",0,1
"crawford's",0,1
"create",0,1
"creating",0,1
"credit",0,1
"creeps",0,1
"crib",0,1
"crimped",0,1
"criteria",0,1
"crooked",0,1
"crop",0,1
"crudely",0,1
"crumbled",0,1
"crushing",-1,1
"crusted",0,1
"cryptic",0,1
"cucumber",0,1
"cuff",0,1
"curve",0,1
"custom",0,1
"customer",0,1
"cuts",-1,1
"cutters",0,1
"cuz",0,1
"cvs",0,1
"cyanoacrylate",0,1
"dab",0,1
"dad",0,1
"daddy's",0,1
"damaging",0,1
"damp",0,1
"dampen",0,1
"darn",0,1
"dash",0,1
"dc",0,1
"debatable",0,1
"debonders",0,1
"december",0,1
"deceptive",0,1
"decidedly",0,1
"decides",0,1
"decision",0,1
"declined",0,1
"dedicated",1,1
"deere",0,1
"defacto",0,1
"default",0,1
"delay",-1,1
"deliberately",0,1
"deliver",0,1
"density",0,1
"dents",0,1
"department",0,1
"depends",0,1
"deposites",0,1
"depths",0,1
"descriptive",0,1
"deserves",0,1
"desired",1,1
"desiring",0,1
"desirves",0,1
"desktop",0,1
"desperately",-1,1
"destroy",-1,1
"detaches",0,1
"detailed",0,1
"detected",0,1
"detecto",0,1
"determining",0,1
"developer",0,1
"deviation",0,1
"dewalt",0,1
"diabetic",0,1
"diagnose",0,1
"diagram",0,1
"diameters",0,1
"diaper",0,1
"dice",0,1
"didnt",0,1
"diet",0,1
"differentiate",0,1
"differs",0,1
"dificult",0,1
"directly",0,1
"disabled",0,1
"disapointed",0,1
"disappointes",0,1
"disassemble",0,1
"discoloration",0,1
"discolored",0,1
"disconnecting",0,1
"discounted",-1,1
"discoverd",0,1
"discreet",0,1
"discs",0,1
"disengages",0,1
"disgusted",-1,1
"dish",0,1
"disk",0,1
"dislodge",0,1
"dispense",0,1
"dissapointed",0,1
"dissassembled",0,1
"dissolve",0,1
"distributor",0,1
"disturbingly",0,1
"diy",0,1
"doctors",0,1
"dollar",0,1
"dollies",0,1
"dometic",0,1
"don",0,1
"dont",0,1
"doorstops",0,1
"dose",0,1
"dots",0,1
"downgraded",0,1
"downright",0,1
"downstairs",0,1
"downward",0,1
"dozen",0,1
"dozens",0,1
"dr",0,1
"draft",0,1
"drags",-1,1
"drastically",0,1
"draw",0,1
"drawback",0,1
"dread",-1,1
"dress",0,1
"dresser",0,1
"dressers",0,1
"driers",0,1
"drilling",0,1
"drink",0,1
"drinking",0,1
"driven",0,1
"driving",0,1
"drop",-1,1
"dropdown",0,1
"drying",0,1
"ductwork",0,1
"dug",0,1
"dull",-1,1
"dumped",-1,1
"duracell",0,1
"duster",0,1
"dusty",0,1
"dysfunctional",0,1
"e5",0,1
"eagle's",0,1
"ear",0,1
"ears",0,1
"easiest",0,1
"edition",0,1
"effectively",1,1
"efficient",0,1
"ehh",0,1
"elbows",0,1
"element",0,1
"elevator",0,1
"eliminates",0,1
"elite's",0,1
"else's",0,1
"embarrassed",-1,1
"emergencies",0,1
"emits",0,1
"enclosed",0,1
"encounter",0,1
"encouraging",0,1
"engaged",0,1
"engineering",0,1
"english",0,1
"engraved",0,1
"enjoy",1,1
"entry",0,1
"envelop",0,1
"epoxys",0,1
"er",0,1
"ergonomic",0,1
"erlier",0,1
"error",-1,1
"essential",0,1
"est",0,1
"estimated",0,1
"eternity",0,1
"ethernet",0,1
"eureka",0,1
"exceeds",0,1
"exceptional",0,1
"excessive",0,1
"excessively",0,1
"exerted",0,1
"exhibits",0,1
"exist",0,1
"existente",0,1
"existing",0,1
"exists",0,1
"exorbitant",0,1
"expanded",0,1
"expansion",0,1
"explanatory",0,1
"exposed",-1,1
"exposure",0,1
"extech",0,1
"extended",0,1
"exterior",0,1
"extraordinarily",0,1
"extras",0,1
"extreme",0,1
"extremities",0,1
"extremly",0,1
"eye",0,1
"facing",0,1
"factor",0,1
"faith",1,1
"fallen",-1,1
"falling",-1,1
"false",0,1
"fame",1,1
"fancy",0,1
"fantastic",1,1
"farberware",0,1
"farm",0,1
"fashion",0,1
"fashioned",0,1
"fasten",0,1
"fastened",0,1
"fasteners",0,1
"faucet",0,1
"favoite",0,1
"favorite",1,1
"feasible",0,1
"feixe",0,1
"fewer",0,1
"fiber",0,1
"fidgety",-1,1
"field",0,1
"fifty",0,1
"fights",0,1
"filament",0,1
"filed",0,1
"filing",0,1
"filmy",0,1
"filters",0,1
"finder",0,1
"finding",0,1
"findings",0,1
"finished",0,1
"finishes",0,1
"fire",-1,1
"firemen",0,1
"fist",0,1
"fitness",1,1
"fittings",0,1
"fixes",0,1
"fixture",0,1
"flakes",0,1
"flaking",0,1
"flames",0,1
"flange",0,1
"flash",0,1
"flaw",0,1
"flawlessly",0,1
"flea",0,1
"flexes",0,1
"flexible",0,1
"flexion",0,1
"flickered",0,1
"flooring",0,1
"flows",0,1
"fluffy",0,1
"fluke",0,1
"flush",0,1
"fly",0,1
"foibles",0,1
"folded",0,1
"folks",0,1
"fooled",0,1
"fools",-1,1
"foot",0,1
"footprint",0,1
"forced",-1,1
"fore",0,1
"forearm",0,1
"foreign",0,1
"forewarned",0,1
"forged",0,1
"fork",0,1
"form",0,1
"forms",0,1
"formulas",0,1
"formulations",0,1
"fountain",0,1
"fox",0,1
"fraca",0,1
"fragil",0,1
"framing",0,1
"francisco",0,1
"frequency",0,1
"friday",0,1
"fried",0,1
"friend",0,1
"fries",0,1
"frustrated",-1,1
"frustrating",-1,1
"frustration",-1,1
"ft",0,1
"fumbled",0,1
"fumes",0,1
"functionality",0,1
"functioned",0,1
"functions",0,1
"furnishings",0,1
"futher",0,1
"fyi",0,1
"ga",0,1
"gadget",0,1
"gaining",1,1
"gallons",0,1
"gamble",0,1
"gaps",0,1
"garlic",0,1
"gasket",0,1
"gauthier",0,1
"gee",0,1
"gel",0,1
"generates",0,1
"generic",0,1
"genius",0,1
"gently",0,1
"germany",0,1
"gezz",0,1
"gigantic",0,1
"girlfriend",0,1
"glazed",0,1
"gleaning",0,1
"glossy",0,1
"gnats",0,1
"god",1,1
"god's",0,1
"goff",0,1
"gold",0,1
"golf",0,1
"goner",0,1
"gonna",0,1
"goo",0,1
"goofy",0,1
"gorgeous",0,1
"gosh",0,1
"govacuum",0,1
"government",0,1
"gradations",0,1
"grandchildren",0,1
"granddaughter",0,1
"grandma's",0,1
"granted",1,1
"grasp",0,1
"gravity",0,1
"greating",0,1
"greenworks",0,1
"greratest",0,1
"grey",-1,1
"grid",0,1
"gridle",0,1
"grill",0,1
"gripping",0,1
"grizzly",0,1
"grk",0,1
"groceries",0,1
"grommet",0,1
"groove",0,1
"grooves",0,1
"grow",0,1
"growing",1,1
"gt6",0,1
"guaranteed",0,1
"guard",0,1
"guessing",0,1
"guidelines",0,1
"guides",0,1
"gums",0,1
"gunk",0,1
"haha",1,1
"hahaha",1,1
"halted",0,1
"handpiece",0,1
"hangers",0,1
"hanrs",0,1
"hardest",0,1
"hardie",0,1
"hardwarestorecloseouts.com",0,1
"hardwoods",0,1
"harnesses",0,1
"hauling",0,1
"haze",0,1
"headache",0,1
"headed",0,1
"health",0,1
"heart",0,1
"heatexchanger",0,1
"heating",0,1
"heatsink",0,1
"heatsinks",0,1
"heaven",1,1
"heck",0,1
"heeled",0,1
"heft",0,1
"heights",0,1
"helped",0,1
"hemostats",0,1
"heroine",0,1
"hillman",0,1
"hiring",0,1
"hmm",0,1
"hobbyist",0,1
"hoisting",0,1
"holiday",0,1
"homemade",0,1
"homeowner",0,1
"homes",0,1
"hoop",0,1
"hopeful",1,1
"horizontally",0,1
"horses",0,1
"hospital",0,1
"hostage",0,1
"hr",0,1
"hubby",0,1
"human",0,1
"hundred",0,1
"hundreds",0,1
"hunt",0,1
"hurriedly",0,1
"husbands",0,1
"husky",0,1
"hyper",0,1
"id",0,1
"ideas",0,1
"idiot",-1,1
"idk",0,1
"ijust",0,1
"image",0,1
"immensely",0,1
"imperfections",0,1
"imperials",0,1
"implies",0,1
"importantly",0,1
"imported",0,1
"improve",1,1
"improving",1,1
"inaccessible",0,1
"incident",0,1
"incidentally",0,1
"include",0,1
"including",0,1
"incorrect",0,1
"indication",0,1
"industry",0,1
"ineffective",-1,1
"inexperienced",0,1
"infamous",0,1
"infants",0,1
"info",0,1
"initial",0,1
"ink",0,1
"inspection",0,1
"insta",0,1
"instal",0,1
"installs",0,1
"instruments",0,1
"insulating",0,1
"intel",0,1
"intend",0,1
"intense",1,1
"interferes",0,1
"intermittent",0,1
"internal",0,1
"international",0,1
"interplak",0,1
"interplax",0,1
"interrupting",-1,1
"intrude",0,1
"intuitive",0,1
"invariably",0,1
"invasive",0,1
"inversion",0,1
"invoice",0,1
"irate",-1,1
"irregularities",0,1
"irritated",-1,1
"irritating",-1,1
"isolate",0,1
"ist",0,1
"itamd",0,1
"itch",0,1
"ivy",0,1
"ize",0,1
"jab",0,1
"jacks",0,1
"jammed",0,1
"jams",0,1
"jar",0,1
"jars",0,1
"jeep",0,1
"jet",0,1
"jewelry",0,1
"john",0,1
"joints",0,1
"joy",1,1
"jumper",0,1
"justify",0,1
"justrites",0,1
"keg",0,1
"kegs",0,1
"kelly",0,1
"kellys",0,1
"ketchup",0,1
"kettle",0,1
"khz",0,1
"kidding",0,1
"king",0,1
"kitchen",0,1
"kits",0,1
"kludge",0,1
"knives",0,1
"knocked",0,1
"knowledge",0,1
"knowledgeble",0,1
"lab",0,1
"label",0,1
"labels",0,1
"labored",0,1
"lack",-1,1
"ladder",0,1
"lady",0,1
"lampada",0,1
"language",0,1
"laptop",0,1
"lastly",0,1
"lateral",0,1
"lathe",0,1
"lauryl",0,1
"lawn",0,1
"lawnmower",0,1
"laying",0,1
"lb",0,1
"lcd",0,1
"leakage",0,1
"learning",0,1
"leather",0,1
"lemon",0,1
"lengths",0,1
"lesser",0,1
"lesson",0,1
"letting",0,1
"liar",-1,1
"lie",0,1
"lies",0,1
"lieu",0,1
"lifter",0,1
"lime",0,1
"lintless",0,1
"lip",0,1
"lips",0,1
"liquids",0,1
"listen",0,1
"listing",0,1
"lit",0,1
"lite's",0,1
"lites",0,1
"litte",0,1
"litter",0,1
"lives",0,1
"lloyd",0,1
"loads",0,1
"locally",0,1
"locking",0,1
"logic",0,1
"lol",1,1
"longevity",0,1
"loop",0,1
"loosely",0,1
"loosen",0,1
"loosened",0,1
"loosing",0,1
"loss",-1,1
"lotsa",0,1
"lover",0,1
"lucky",1,1
"lure",0,1
"lures",0,1
"luster",0,1
"m3",0,1
"ma200",0,1
"macbook",0,1
"machined",0,1
"machinery",0,1
"mad",-1,1
"maglights",0,1
"magliner",0,1
"magliners",0,1
"mail",0,1
"maintenance",0,1
"major",0,1
"makita",0,1
"maneuver",0,1
"manipulate",0,1
"manner",0,1
"manual",0,1
"manually",0,1
"manufacture",0,1
"marking",0,1
"marks",0,1
"mashed",0,1
"master",0,1
"mattered",0,1
"meant",0,1
"meantime",0,1
"measured",0,1
"measurer",0,1
"mechanic",0,1
"mechanical",0,1
"mechanically",0,1
"meh",0,1
"melt",0,1
"melted",0,1
"melting",0,1
"ment",0,1
"messi",0,1
"messiness",0,1
"messing",0,1
"messy",0,1
"met",0,1
"method",0,1
"metric",0,1
"mexico",0,1
"mey",0,1
"mfb",0,1
"mfg",0,1
"micro",0,1
"midland",0,1
"midway",0,1
"milder",0,1
"mill",0,1
"milligauss",0,1
"millimeter",0,1
"million",0,1
"miracle",1,1
"mirror",0,1
"mislead",0,1
"misled",0,1
"mitchell",0,1
"mobile",0,1
"mobo",0,1
"modified",0,1
"moistened",0,1
"molded",0,1
"mom's",0,1
"mommy",0,1
"monitoring",0,1
"monkey",0,1
"moon",0,1
"mopping",0,1
"motherboards",0,1
"motion",0,1
"motivating",1,1
"moulding",0,1
"mounting",0,1
"mouths",0,1
"movement",0,1
"movment",0,1
"mower",0,1
"mrsa",0,1
"muck",0,1
"muito",0,1
"munich",0,1
"muscle",0,1
"n4x8",0,1
"nactually",0,1
"nadhesive",0,1
"nalso",0,1
"nalthough",0,1
"namazon",0,1
"nanne",0,1
"napa",0,1
"nartic",0,1
"nassembly",0,1
"nat",0,1
"nature",0,1
"nbsp",0,1
"nbut",0,1
"ncan",0,1
"ndislikes",0,1
"ndoes",0,1
"ndon't",0,1
"ndonate",0,1
"ndont",0,1
"ndropped",0,1
"ne",0,1
"neasy",0,1
"necessarily",0,1
"negatives",0,1
"neglect",-1,1
"neglected",-1,1
"negotiate",0,1
"neighbor's",0,1
"nervous",-1,1
"net",0,1
"network",0,1
"neuropathy",0,1
"neutral",0,1
"neverything",0,1
"newborn",0,1
"newcomer",0,1
"newere",0,1
"newly",0,1
"news",0,1
"newspaper",0,1
"nfun",0,1
"ngood",0,1
"nhand",0,1
"nhard",0,1
"nhow",0,1
"ni've",0,1
"niagara",0,1
"nightmare",0,1
"ninstructions",0,1
"nite",0,1
"nitems",0,1
"njt",0,1
"njust",0,1
"nl.o",0,1
"nmay",0,1
"nnails",0,1
"nnn",0,1
"nno",0,1
"nnope",0,1
"noisome",0,1
"nonetheless",0,1
"nonly",0,1
"nooks",0,1
"nope",0,1
"nose",0,1
"notable",0,1
"notches",0,1
"notebook",0,1
"npaste",0,1
"nps",0,1
"nquality",0,1
"nralph",0,1
"nrevised",0,1
"nsave",0,1
"nseems",0,1
"nsingle",0,1
"nso",0,1
"nsome",0,1
"nspreads",0,1
"nstay",0,1
"nsteck",0,1
"nsummary",0,1
"nsure",0,1
"nthey",0,1
"ntime",0,1
"nto",0,1
"ntry",0,1
"nuisance",0,1
"numerous",0,1
"nutrition",0,1
"nuts",-1,1
"nwhat",0,1
"nwhen",0,1
"nwithin",0,1
"nyep",0,1
"nyes",0,1
"o'berry",0,1
"obsolescence",0,1
"obtained",0,1
"occasional",0,1
"occasionally",0,1
"offering",0,1
"offs",0,1
"ohm",0,1
"ol",0,1
"ole",0,1
"oneself",0,1
"operates",0,1
"operation",0,1
"operator",0,1
"opportunity",1,1
"opposed",0,1
"opt",0,1
"oralb",0,1
"orb",0,1
"orbit",0,1
"ordinarily",0,1
"ore",0,1
"origem",0,1
"originally",0,1
"orthodontia",0,1
"oscillates",0,1
"ostensibly",0,1
"outboard",0,1
"outer",0,1
"outlet",0,1
"outputs",0,1
"overbearing",0,1
"overheat",0,1
"overlap",0,1
"overload",-1,1
"overpricing",0,1
"overwhelmed",0,1
"p6c",0,1
"packages",0,1
"packet",0,1
"packs",0,1
"pad",0,1
"page",0,1
"pail",0,1
"painfully",0,1
"painlessly",0,1
"paintable",0,1
"painted",0,1
"painting",0,1
"panty",0,1
"para",0,1
"paracord",0,1
"parcel",0,1
"parents",0,1
"particles",0,1
"party",0,1
"passably",0,1
"passes",0,1
"patches",0,1
"path",0,1
"patience",0,1
"pattern",0,1
"payed",0,1
"pcba",0,1
"pd",0,1
"peas",0,1
"pebble",0,1
"penetrate",0,1
"penny",0,1
"pens",0,1
"pensei",0,1
"people's",0,1
"performance",0,1
"periods",0,1
"periwinkle",0,1
"perpendicular",0,1
"persent",0,1
"personal",0,1
"pesticide",0,1
"pharmacy",0,1
"phenom",0,1
"philco",0,1
"phone",0,1
"photo",0,1
"photographic",0,1
"photos",0,1
"picked",0,1
"pilot",0,1
"pinches",0,1
"pinching",0,1
"pine",0,1
"pinwheel",0,1
"pipe",0,1
"pissed",-1,1
"pitched",0,1
"pitting",0,1
"pivoting",0,1
"placing",0,1
"plain",0,1
"plane",0,1
"plank",0,1
"planning",0,1
"plasma",0,1
"plat",0,1
"plated",0,1
"plates",0,1
"platform",0,1
"plating",0,1
"played",0,1
"player",0,1
"playhouse",0,1
"playstation",0,1
"pleasure",1,1
"pliable",0,1
"plumbing",0,1
"plural",0,1
"ply",0,1
"policy",0,1
"polished",0,1
"polisher",0,1
"polishing",0,1
"pomona",0,1
"poodles",0,1
"pools",0,1
"popsicle",0,1
"por",0,1
"porch",0,1
"porchased",0,1
"porous",0,1
"positioned",0,1
"positively",1,1
"positives",0,1
"possibilities",0,1
"postman",0,1
"potential",0,1
"potrack",0,1
"powerfully",0,1
"pqt",0,1
"practical",0,1
"practically",0,1
"practice",0,1
"pre",0,1
"precise",0,1
"precisely",0,1
"prep",0,1
"prepared",1,1
"preparer",0,1
"presentation",0,1
"pressed",0,1
"prestige",0,1
"presto",0,1
"presure",0,1
"pretend",-1,1
"pretendido",0,1
"prevent",-1,1
"pricing",0,1
"print",0,1
"printers",0,1
"prior",0,1
"priority",0,1
"private",0,1
"probly",0,1
"produce",0,1
"producing",0,1
"production",0,1
"professionals",0,1
"programs",0,1
"progress",1,1
"prolonged",0,1
"promises",1,1
"promising",0,1
"promptly",0,1
"prone",0,1
"prong",0,1
"prongs",0,1
"proper",0,1
"pros",0,1
"protects",1,1
"proven",0,1
"providing",0,1
"provocation",0,1
"ps",0,1
"ps3",0,1
"psi",0,1
"puller.and",0,1
"pulls",0,1
"pumps",0,1
"pun",0,1
"puppet",0,1
"pure",0,1
"purifier",0,1
"pvc",0,1
"python",0,1
"q9650",0,1
"quad",0,1
"quantities",0,1
"quart",0,1
"quarters",0,1
"question",0,1
"questionably",0,1
"quiet",0,1
"quoted",0,1
"race",0,1
"rack",0,1
"racket",0,1
"radio",0,1
"rain",0,1
"raised",0,1
"ram",0,1
"rambler",0,1
"random",0,1
"randomly",0,1
"rated",0,1
"ratings",0,1
"ratio",0,1
"rave",0,1
"raytek",0,1
"razor",0,1
"razorblade",0,1
"razors",0,1
"rc",0,1
"reached",1,1
"readings",0,1
"readjusting",0,1
"reads",0,1
"reagularly",0,1
"reality",0,1
"realizing",0,1
"reapplied",0,1
"reapply",0,1
"recapping",0,1
"recent",0,1
"receptacles",0,1
"recessed",0,1
"rechargability",0,1
"recharge",0,1
"recognize",0,1
"recommendation",0,1
"recorded",0,1
"records",0,1
