"id","text","rating","afinn","lsd","vader","afinn_binary","lsd_binary","vader_binary"
146,"Will my hon Friend reassure a significant number of Harlow residents who have written to me that the Bill is just a temporary Bill for the Olympics, and that there are no plans to extend Sunday trading per se?",1,0.5,1.94591014905531,0.735,"1","1","1"
147,"The House will be grateful for my hon Friend's kind comments about amendment No. 97, as he has saved me the burden of having to speak to it myself.",0,0.8,0,0.625,"1","0","1"
148,"It is not just BuzzFeed that reported that, but the Daily Mirror. I myself have been told that the Prime Minister spoke to a number of EU member states and  officials before she spoke to the Cabinet and the House to say that the vote would be cancelled. Does my right hon Friend agree that what I have been told is shocking: that apparently the addendum the Prime Minister is now seeking was drafted weeks ago, before we even started the debate in this House?I thank the Chancellor of the Duchy of Lancaster for giving way. As he knows, I have a lot of respect for him, and he has a tough gig today. The reason for this postponement and delay is, of course, so that the Prime Minister can go away and negotiate some magic piece of paper. Can the right hon Gentleman tell me whether any member of the Cabinet had seen or discussed a draft of the addendum or codicil that the Prime Minister is seeking at any point in the last few weeks before she decided to postpone the debate?",0,-0.333333333333333,0.619039208406223,0.83,"0","1","1"
149,"In the spirit of helpfulness, the hon Member for Ealing North  might be interested to know that in Sweden the banking sector diminished following the introduction of such measures.My right hon Friend has partly answered the point I was going to make, but I wonder whether he could help me. What did the Labour party do to control the bonuses paid to loss-making banks when it was in government?",0,1.66666666666667,1.29928298413026,0.953,"1","1","1"
150,"Does my right hon Friend agree that there is something else that the Government are not telling us-namely, the huge cost of getting rid of primary care trusts and strategic health authorities in respect of redundancy and getting out of broken contracts? Does he, like me, speculate that many of the people affected will end up working for GP consortiums or private health care firms-a huge cost to the public purse that delivers not one iota of front-line care?",1,1,0.998528830111127,0.973,"1","1","1"
151,"Like the Minister, I am a fan of the institution of marriage, but what does it say about the institution that the Government feel that they need to support it like this?",0,2.25,1.94591014905531,0.848,"1","1","1"
152,"If the hon Gentleman thinks that the House requires more time to debate the Bill, why did he vote against the programme motion last week, which gave the House more time to debate it?",0,0,-1.09861228866811,0,"0","0","0"
153,"We have the precedent of the Fur Farming  Act 2000, under which compensation was paid. However, when and if the draft animal welfare Bill is introduced, will my right hon Friend consider whether it could include a mechanism by which some form of compensation could take place?In the long and tortuous debate that we have had, that is a particularly important issue. As someone who is in favour of a ban, I believe that we must be responsible and consider the implications of a ban. On the hon Gentleman's last point about housing, I asked a series of parliamentary questions to see whether it would be possible to get people who are employed by the hunt and in tied housing included in agricultural tenancies. At present that is not possible, and it ought to be looked at seriously. Would the hon Gentleman care to comment on that?",1,0.4,1.46633706879343,0.631,"1","1","1"
154,"As in Buckinghamshire.",0,0,0,0,"0","0","0"
155,"indicated  assent .",1,0,1.09861228866811,0,"0","1","0"
156,"Given that the Home Secretary wrote yesterday in The Sunday Times that the European arrest warrant and 34 other measures were in the package proposed by the Government, and given that she knew that the European arrest warrant was one of the most controversial of those measures, will she explain why she has included those issues in the regulations that we are discussing today but left out the European arrest warrant?",1,-2,-1.09861228866811,-0.722,"0","0","0"
157,"My hon Friend referred to the need for improved health and safety. Does he agree that one of the welcome intentions flagged up in the Queen's Speech was the legislation relating to corporate manslaughter? If more attention had been given over many years to the highest of standards for health and safety, there would be less need to act on corporate manslaughter in cases where that has tragically been the position.",0,1.4,0.619039208406223,0.914,"1","1","1"
158,"One of the major concerns about having elections on the same day is that the media, rather than the voters, may be unable to cope. We have all accepted, both in Committee and on Report, that that is where the difficulty lies. There is a problem with the registration of the yes and no sides of the campaign. How will that affect access to the media, particularly in the run-up to Scottish, Welsh and Northern Ireland elections? That is an important consideration.rose -",0,0.2,-0.251314428280906,-0.542,"1","0","0"
159,"If the hon Gentleman finds my right hon Friend's decision so unreasonable, why did the Liberal Democrats oppose the previous Government when they said that there was no danger of transmission from one animal to another or from animal to human? Yet now that my right hon Friend has taken the decision, they oppose it.I am grateful to the right hon Member for giving way. In that context, will he explain to the House why, between 1986 and 1988, the previous Government did absolutely nothing to protect the consumer interest?",0,0.4,0.367724780125317,0.907,"1","1","1"
160,"Does my hon Friend agree that one of the merits of the first-past-the post system is that it helps to make democracy more meaningful, because people know who they are voting for and they can put a specific person into power, whereas proportional representation would end that valuable constituency-MP link?",1,1.66666666666667,2.56494935746154,0.94,"1","1","1"
161,"I shall ask a question about which my right hon Friend may have notice, since I have already asked it on several occasions. What will be the electorate for a specialist hospital such as Christie in my constituency? Who will be eligible to vote on the governance of that hospital?",0,0,1.94591014905531,0.551,"0","1","1"
162,"The hon Gentleman is making good points. Does he agree that the principle of universal jurisdiction should apply to crimes against humanity that are so heinous that all states should take some responsibility?",1,2,0.251314428280906,0.66,"1","1","1"
163,"Does my hon Friend agree that when he speaks to the food bank volunteers they say to him that they do not want to be doing this work as it should not be necessary because people should be able to pay for the food for their families without having to rely on handouts? They do not want to be volunteering for this because this problem should not exist in 2019.I am completely insulted by the point made by the hon Member for St Albans . I grew up in in-work poverty. My parents were working, and I saw them struggle day in, day out, but I assure the House that my aspirations were not stopped. It may do some Members good to understand what people living in such conditions have to go through day in, day out, and Members should not patronise people when they simply do not understand the situation.I find myself agreeing with what the hon Gentleman is saying about rural poverty. I am an MP in Cheshire, and our local food bank expresses real concern about the rise in the number of people who live in rural areas having to access the food bank. He is right about pride, and another relevant group is elderly people, who often will not access help and support, so it is important to mention rural poverty.I would just like to put it on the record that I absolutely did not.It was just a northern smile; that was all. Does the hon Gentleman not see that he has massively contradicted himself? His speech, as my hon Friend the Member for East Lothian  has said, would indicate that he should really be supporting these new clauses, and yet, when pushed on it, he is not.  Does he not agree that that is why people in the outside world become frustrated with politicians who are very good at speaking in one way, but who act in another?",1,0.45,0.419853845560264,0.966,"1","1","1"
164,"Is it not also the case that people on the minimum wage who are contracted for perhaps 16 or 20 hours a week are having to work more than that, with employers exploiting them in that way? That is a major problem, and their employment is very insecure.My hon Friend is being most gracious in taking so many interventions. One group of people who have been almost forgotten are small shopkeepers, who are suffering immensely as a consequence of the state of this nation. They have not been mentioned, but they have very insecure futures. Surely we should address that, as well as the other matters that we are addressing this afternoon.Will the Secretary of State give us the figures for those who are on zero-hours contracts?",1,-0.714285714285714,-0.619039208406223,0.391,"0","0","1"
165,"Is it not amazing that a party that tells us all that it is in favour of the free market has in this case resorted to very high-handed regulation?",0,2.5,0,0.703,"1","0","1"
166,"The hon Gentleman is talking about future, projected costs, but I wonder how much the Government have already spent on this project.",1,0,0,0,"0","0","0"
167,"Does the hon Gentleman agree that the way in which the National Offender Management Service has been handled has been disgraceful? We have been promised legislation, and legislation has been introduced and then withdrawn. We are still waiting for that legislation. Rumour has it that no NOMS legislation will now come forward, and that instead a small part of a mixed Home Office Bill will be allocated to the proposals. However, this would have the same effect of bringing in contestability through the back door without consulting the very people who work in the service.",0,-0.25,0,0.077,"0","0","1"
168,"Is my hon Friend aware that the Government are already amending the Bill just days after its Second Reading? That amply illustrates his point.",0,0,1.6094379124341,0.494,"0","1","1"
169,"As a non-lawyer layman, I am always nervous about entering into a debate about definition that seems to be largely conducted by lawyers. It seems to me that given the scale of the problems that we face, it would be better to move towards a definition which provides a greater disincentive to anybody to do or say anything that might be construed as pro-terrorism rather than be a prisoner of the past on other issues. Does the hon Gentleman agree with that layman's perspective?Does the hon Gentleman agree that the narrowness of the definition in the Lords amendment means that it would not be seen as a disincentive to a whole range of potential offences, and is therefore not conducive to realising the whole objective behind the Bill?",1,0.142857142857143,-0.251314428280906,-0.168,"1","0","0"
170,"We have had a huge election within the past six months. The Conservative party went into that election with a manifesto commitment to honouring the outcome of the June 2016 referendum. I am not sure that I quite understand what the right hon Gentleman does not understand about what the result of that election meant for the representation of the parties in this House. The majority of Members in this House are elected on a platform of leaving the European Union.",0,1.66666666666667,1.09861228866811,0.887,"1","1","1"
171,"The hon Gentleman makes a very strong argument, which I support, as I did in Committee. ""Contribution to"" raises various questions: is it a leading contribution; is it a significant contribution; and where are the other contributions going to come from? It raises also the question of whether the simple offer of a contribution will be effective at all. Indeed, the Government have not properly addressed whether the so-called contribution, which they suggest the MMO will make, will be significant at all.I, too, rise to speak in favour of amendments tabled by the hon Member for Newbury , although I shall make a few comments on other amendments in passing. He suggested that the debate might be interpreted as a semantic one about the difference between ""contribution to"" and ""furthering"". He also suggested that people might not necessarily know the difference. Fundamentally, ""contribution to"" suggests that the MMO might play a subordinate role to others, but I think that in most people's minds, ""furthering"" indicates the concept of the MMO making a significant, leading contribution. If the argument is that the difference between contributing and furthering is merely a semantic issue, it should be no skin off the Government's nose simply to accept the amendments, arguing that the difference between the two expressions is semantic in any case. I therefore hope that the Minister will listen to the arguments, including the well-argued case that we have just heard from the hon Member for Reading, West . Given the efforts and the contributions made in establishing the Bill-the work in the Joint Committees, the campaigning and the strong public support-it is clear that the Government are being sent a message. I hope that they will be receptive to that message, although they do not seem to be very receptive at the moment. The MMO needs a firm steer, not simply a limp expression of warm hope, which is what the Bill appears to be giving with the words ""contributing to"". I hope that the Government are receptive to that and to strengthening the clear intention in the Bill for the MMO to take a much more significant role than that suggested by ""contributing to"". As I said, the current wording raises a number of questions. If the relevant authority is making a contribution towards the ""achievement of sustainable development"", one must ask whether that is a leading contribution, and if not, who is making the leading contribution? Is that contribution a significant contribution, and if not, will it in fact be an insignificant contribution, without any assessment of its value? It may be a contribution, but frankly it might not make a great deal of difference. There is nothing in the explanatory notes to indicate who else will be contributing towards the achievement of sustainable development. At the end of the day, some serious questions arise as a result of the Bill's warm but rather weak wording on the consideration of the fundamental objectives of the MMO. The explanatory notes make it clear that sustainable development, as Ministers perpetually remind us, has three core elements. Paragraph 46 says: ""This may be necessary to ensure that an appropriate balance between environmental, social and economic considerations is reached"". Therefore, not only does the Bill refer to the contribution made towards the achievement of sustainable development, but the environmental goals that underpin this important legislation make it clear that that means a contribution towards a three-pronged balance in any case-an important balance, as I argued in debate only yesterday. I hope that the Ministers will reflect on the strong feelings that resulted in a Government defeat in Committee. I hope, too, that the Government will not be churlish enough to press their amendment 4, because in effect they would thereby be showing disrespect to the considered views expressed in Committee, when the issue was given very close scrutiny. In passing, let me say that I support the amendments tabled by the hon Member for Hayes and Harlington . The letter that has been circulated between him and the Under-Secretary of State for Environment, Food and Rural Affairs, the hon Member for Ogmore , raises questions about the reassurances that I have received about the transfer of undertakings to members of staff who move from the Marine and Fisheries Agency to the MMO. The wording of the letter does not provide the reassurance that the staff who are being transferred have a right to expect. I wish the hon Member for Hayes and Harlington well in his efforts in that regard. I will listen to the views of those who have tabled amendments 25 and 26, but I am not yet convinced that a strong argument has been made for effectively handing over planning powers to the Infrastructure Planning Commission. I have some concerns about the potential impact of those amendments, because the specialist knowledge that will be held by the Marine Management Organisation cannot simply be put aside, which is what would happen if the amendments were to be accepted. I hope that the Government have listened to my points.The hon Gentleman raised this issue in Committee in the context of schedule 5, when the Minister responded by suggesting that it would be considered. Was the response in the Under-Secretary's intervention just a few moments ago the first time that the hon Gentleman had heard anything about the result of the Government's undertaking to investigate this matter with the devolved Administrations?The hon Gentleman is making a sound contribution, but the point that he appears to be making might undermine the MMO's ability to assess the merits of marine planning applications. One problem is that the IPC could take such applications out of the strategic context, and another is the implication that the MMO may not have the technical competence to assess them. My hope is that the MMO will work in concert with the IPC and the Department of Energy and Climate Change. I cannot accept the hon Gentleman's argument, because surely there will be formal communication between those agencies and the Department.The hon Gentleman is speaking to the PCS, so it would be helpful if he could reassure me that the words ""applying at the time of transfer"" and ""intended"" in the statement that he has just read out are sufficient for the PCS.I presume that the hon Gentleman is not saying that his proposal would result in a lesser need for environmental impact assessments for such projects. As well as the two projects that he mentioned, off the north coast of Cornwall there is a substantial wave hub project that has recently got the necessary consent to proceed. It is a very exciting project. The route by which it received its necessary planning consent demonstrates the need for a range of Government agencies and a range of interests to come together in order ultimately to make a decision about such consents within the marine environment. One element that was not considered sufficiently in the planning process was the interests of Trinity House and maritime safety, because the wave hub will be slap bang in the middle of a shipping lane. That can be overcome. However, the primary point is that these issues are best handled by the MMO and are not to be superseded by what is otherwise a land-based Government agency such as the IPC. Does he agree that it is a question of bringing all the agencies and interests together and ensuring that decisions are taken within the marine conservation context?What harm would it do to make the changes as proposed by the hon Member for Newbury? If the Minister is insisting on pressing ahead with Government amendment 4 and rescinding the decision taken in Committee, will she answer a question that I raised earlier? Of course the MMO will make a contribution, but will it be the leading contribution, as we would all expect? The other agencies that the Minister mentioned will clearly make contributions, but will the MMO be making the leading, co-ordinating contribution?",1,1.15873015873016,1.51179944287018,0.999,"1","1","1"
172,"I am certainly following the hon Gentleman's argument, and I support a great deal of it. However, his point about the Committees not being responsible for a particular Department, bearing in mind the kind words said about the Public Accounts Committee, seems a little wide of the mark. Surely it is proper for a Committee to look at all the areas of responsibility that fall within its domain.Does my hon Friend agree that the appointment of PPSs may pose a further problem? It is not just a question of holding them to account at the main Committee meetings; all the informal and private meetings at which the Committee prepares itself for those meetings will be prejudiced and put at risk. It will be very difficult for any PPS to keep the necessary Chinese walls in place.",0,0.625,0.435318071257845,0.804,"1","1","1"
173,"I am sure that my right hon Friend will weigh up those things incredibly carefully, but may I return him to what my hon and learned Friend the Member for Redcar  said? By the time somebody who was put under a combination of control orders that individually were restrictions but collectively could amount to deprivation of liberty could question that, it would be a bit late. By that stage, they might be unable to talk to people or to move around. All they could do would be to appeal on judicial review. There is no automaticity in that. In my right hon Friend's first proposal, he suggested that a court should automatically check what the Home Secretary was doing, so why in this proposal is there not even automaticity?Does my hon and learned Friend agree that the intrusions can be so great that, in a particular combination of circumstances, they could, in practice, get in the way of that individual being able to exercise his rights of appeal? He might not be able to contact the people whom he needs to contact, and if he did not know his way around the law in the first place, he might not even be able to access the judicial involvement that the Bill would wish him to have.",1,1.2,1.02165124753198,0.978,"1","1","1"
174,"It is a pleasure to follow such a vivid speech, describing-  Well, it contained a lot of imagery, but it described an outcome that I do not think many people outside this House who commented on the Bill will recognise. There are undoubtedly concerns and areas that require clarification, but while the language of the hon Member for Swansea West  used was very colourful, it was, perhaps, not entirely accurate. We will look back in a few years and see whether the vision he set out has come to pass. The hon Gentleman's party colleague, the hon Member for Vauxhall , had a more generous view of both the intentions behind the Bill and the outcomes its provisions might produce. I join other Members in welcoming the addition to the Bill of a commitment to extending early-years provision for those from disadvantaged backgrounds. That will have a huge impact. It will be tied to the pupil premium, which was a Liberal Democrat commitment. I greatly welcome the fact that the coalition is focusing on trying to raise the attainment of those from disadvantaged backgrounds, as the Secretary of State set out. I also hope that this encouragement to drive up the take-up of places in early-years education will lead to more investment and therefore greater provision as well. Other hon Members have mentioned training and, by setting out greater investment in that sector, we hope to encourage more people to participate in delivering it and to improve it. The issue of bureaucracy has been raised. The hon Member for Stevenage , who is no longer in his place, started his speech by stating his family's educational credentials. Unlike some hon Members, I have never been a teacher, but both my parents were teachers and my wife is a teacher. I did work for a while in a teacher training college and I have been a school governor, so I have seen close up the reams of guidance and prescription issued by the Department under the previous Government. Therefore, I very much welcome the fact that at last we have a Bill that puts at its heart cutting aside a lot of that and allowing schools to get on with teaching, because that is what teachers want to do. The Government have already addressed issues such as financial management in schools and the self-assessment documentation, and in this Bill we are looking at the school profile. Those measures together deal with a huge amount of the reading through that has to be done. They also address the quantity of work that head teachers, governors and staff have to do to send back pieces of paper or to hang on to filing cabinets full of paper that do not achieve a huge amount-or a proportionate amount, given the time involved in doing that work-for the pupils in their school or for the wider community. The Bill also seeks to abolish some organisations; we have heard a little today about the General Teaching Council, the Training and Development Agency for Schools and the Qualifications and Curriculum Development Agency. The Young People's Learning Agency could have been mentioned too. Those organisations have undoubtedly performed a role, but it is right for the Government to challenge how effective they have been in discharging their roles. If it is at all possible, it is right to do that work far more efficiently. The hon Member for Vauxhall talked about accountability, which is also important. She made a good point, because I recall discussions about the Bill that set up the Infrastructure Planning Commission and I felt that it was all about taking tricky decisions away from the Secretary of State and giving them to an unelected body to consider. So I very much welcome the decisions that this Government have taken across the legislation that they are introducing to ensure that Government accountability is included and that the buck stops with them. My hon Friend the Member for Mid Dorset and North Poole  made an excellent and measured contribution, in which she rightly set out some questions for the Government. She also mentioned bullying, which has been mentioned by all parties in election manifestos and so on. It is therefore welcome that the Government are dealing with discipline issues and are tackling bullying, so that teachers can have the confidence that they will be supported when they try to intervene to ensure that they get the discipline that they want in their classes and so that parents can be reassured too. The speech made by the right hon Member for Leigh  laid into the issue of apprenticeships. He tried to pretend that the approach that had been adopted towards the end of the previous Parliament was going to deliver a huge number of apprenticeships. A responsibility had been placed to deliver those places, but we need employers to come forward with them. There is far more clarity in our arrangement because the funding and support is in place, and it is then up to people to get out and secure those places locally. My questions for the Minister focus on school governance. We need to explore in greater detail the proposals for governing bodies to alter their own structures and remove some categories of governor. I have concerns about that with regard to local authority governors and staff governors, so I hope that we can hear more justification of that proposal. The Association of School and College Leaders has said that it welcomes the exclusions proposals that will ensure that teachers will able to take action to remove pupils who are having a disruptive effect on their classmates. However, we must make sure that safeguards are in place. The Minister may correct me if I am wrong here, but I believe that the Bill provides that decisions on exclusions must recognise the position of children with special educational needs, particularly those who have autism. Could similar sorts of rights be put in place for looked-after children too, given the pressures that they are under and the disruptions that life has inflicted on them? The measures on providing an independent careers service are also welcome. They will allow people to be confident that the advice being given is in the best interests of the young person. In most cases, it has been, but we have all heard examples of people being pushed to stay on at a particular school in the interests of the school, rather than the young person. The independence contained in the measures is good, but I hope that the Government will be considering transition arrangements to ensure that as we move to the new system, the experience that has been gained in providing careers advice will not be lost.In conclusion, we need to explore a number of questions in Committee and on Report that have been raised by hon Members. I welcome the comments of those who have said that by giving the Bill a Second Reading we can develop and make progress on a number of aspects, such as early-years provision, apprenticeships and giving teachers and schools the room to get on with teaching, which is what they want to do.rose-rose-",1,1.18461538461538,1.29435686579421,1,"1","1","1"
175,"Does my hon Friend not agree that the SNP had plenty of opportunity to take part in the constitutional convention and to formulate what was going to happen? It just chose not to do so.Why should we not want to wait to formulate a decent Bill and why do we have to rush into things? The consultation organised by the Government was a sham and a waste of everybody's time; the Labour Members who did not take part knew that. I want the Minister and the Secretary of State to take that fact on board and, in the words of the song, ""Tae think again"". They should do a proper consultation. It is my opinion, unlike the hon Member for North Tayside , that the Scottish people do not have the feeling that they did for the Scottish Parliament. We won their hearts and minds for the original vote, but the fine detail was not discussed then. Today, we are discussing fine detail, and the amendment gives us a chance to take another look at that. Why anyone would not want to do that I cannot understand. My colleagues among Members of the Scottish Parliament certainly see the need to look at the matter again, and I am sure that Opposition MSPs feel the same. I want to hear why the Liberals, who intend to oppose the amendment, do not want to make the Bill better. Why do they want to disrupt the whole Scottish political system and then, following a commission, do it all over again? Why would they want to do that twice, unless it was for political motives or so that they could put the Scottish people off voting? I would not put that past them; they have not distinguished themselves in getting out their own vote, whatever has happened with everybody else's. We have to engage in a conversation, like the big conversation that the Prime Minister is having. We have to listen to the people. I agree that we have to listen to the Scottish Parliament; I have no problem with that. Then again, the Scottish Parliament also has to listen to us, and we have legitimate cause for concern. My hon Friend the Member for Clydesdale  has moved an excellent amendment that has the support of two of the Opposition parties and many Labour Back Benchers. I doubt that many people in Scotland feel differently from me. I ask the Minister to accept the amendment, to look again and to bring forward an Act that the people of Scotland can be proud of, rather than one that they do not understand.",1,1.10714285714286,0.315081046639895,0.995,"1","1","1"
176,"I beg to move amendment 7, in clause 1, page 1, leave out from line 7 to end of line 4 on page 2 and insert- ' The questions that are to appear on the ballot paper are- "" Do you want to change the current ""first past the post"" system for electing Members of Parliament to the House of Commons?  If there were a change, list your order of preference, 1, 2, 3, for the United Kingdom to adopt:  The 'alternative vote' system,  The 'additional member' system, or  The 'single transferable vote' system with multi-member constituencies?"".  In Wales, a Welsh version of the question is also to appear on the ballot papers.  The voting for the second question in the referendum shall be in accordance with section .'.",1,0.5,2.19722457733622,0.607,"1","1","1"
177,"I agree with much of what the hon Gentleman is saying, but I think his comment about the former Prime Minister Tony Blair was a little unfair. I cannot see that particular relationship with the United States, but does the hon Gentleman see such a relationship in respect of the search to import other constitutional effects? I have never liked the idea of referendums, for example. Does he agree with me on that? In addition, of course, the idea of a recall is very much derived from the American experience.",0,0.6,1.29928298413026,0.758,"1","1","1"
178,"The hon Gentleman is being very generous in giving way. Is it not true that the more the security forces rely on identity cards, the less alert they will be to other factors? In the Iraq case that was mentioned, the person in question probably waved the identity card and managed to get straight in. But if similar circumstances arise in the United Kingdom, it is very likely that terrorists who do not want to be detected will have false identity cards, and that they will therefore be waved through the various systems of checks.",1,1,-0.336472236621213,0.135,"1","0","1"
179,"Does the right hon Lady agree that a no-deal Brexit is no way out of this Brexit conundrum? Years and years of difficulties will follow and it is dishonest and not right to say that a no-deal Brexit will solve the Brexit issue.",0,-0.25,-0.336472236621213,-0.586,"0","0","0"
180,"Does the hon Gentleman accept that if the Bill goes through, we will have 72 British MEPs in 2004? If Poland, or any of the other applicant countries, does not agree on entry in a referendum and does not join, all that will happen is that we will get additional seats. We are bound to get 72 and, regardless of what happens in the future, we will get more than 72 seats if a country does not come in.I often feel that I am in an ""Alice in Wonderland"" situation when the hon Gentleman is speaking.The right hon Member for Wokingham  said that in days gone by constitutional issues could be debated for a long time. I do not want people to get the idea that the Bill has not been debated at tremendous length. In Committee, the hon Member for Stone  spoke for about 90 per cent. of the time, but we finished with a free sitting.",0,1,0.587786664902119,0.63,"1","1","1"
181,"Your peroration.",1,0,0,0,"0","0","0"
182,"Only once.Is not the hon Gentleman overlooking the fact that the spouse in turn must pass on, and at that point the remaining fund falls into tax?The Economic Secretary has told the House that the proposals would benefit only a small minority of rich people and that they would be a disbenefit to others. How come they would cost the Exchequer a fortune as well?",1,2,0.847297860387204,0.843,"1","1","1"
183,"I very much agree with my right hon and learned Friend the Member for Sleaford and North Hykeham , my hon Friend the Member for Banbury  and our Front-Bench team. The new clause is extremely important. Its purpose is to ensure that a limit of three years is imposed, instead of the period prescribed in the Bill. We are moving towards a general election and the wash-up period. If one were to make an assessment of the progress likely to be made by the Bill, one would conclude it is highly probable that because of the important issues at the heart of the new clause and amendments, the Government will have an opportunity to think again about getting some of their proposals through when the matter goes between the usual channels. The three-year period is something to hang on to. It would mitigate the difficulties that we face in what is increasingly called the surveillance society. I listened, sometimes with a slight weariness, to the repetitious or at any rate the enlarged deliberations of the hon Member for Hendon  which were churned out of the Joint Committee on Human Rights. There are some distinguished members on that Committee, but I have the gravest reservations about our legislating simply because the Joint Committee on Human Rights is imbued with the idea that because it has the duty to monitor the Human Rights Act and the European convention on human rights, we should automatically pay special attention to that assumption. The framework should be decided in Westminster. We are quite capable of deciding for ourselves what the right level is and what is proportionate. After all, most of the democracies in the world-many of the Commonwealth countries and the United States-have worked with us over many generations. We in this House are not so completely aberrant or so witless that we cannot come up with legislation that is in favour of protecting the rights of the individual. In general, we are moving towards a surveillance society and it is extremely important that we do not allow the benefits made possible by DNA samples, which I certainly admit, to intrude on the rights of individuals.I just do not believe in written constitutions or in the charter of fundamental rights. I believe in the rights of the people, but they should not be entrenched and then adjudicated, in respect of sensitive political matters, by judges who, by definition, are not elected. I had a debate only a few days ago with Richard Gordon QC, who has just written a book called ""Repairing British Politics: A Blueprint for Constitutional Change"". He calls for a written constitution, but his idea of constitutional supremacy is, unfortunately for him, dependent on the fact that all the matters in his constitution would be subjected to the European convention on human rights, the European Union and the judgments of the European Court of Justice. I believe very strongly, and many others in this country would agree, that there are perfectly sound reasons, of which the new clause put forward by my party's Front Benchers takes account, for disagreeing with the hon Member for Dismore-  ""Dismal"" came to mind, but I must not go down that route. The hon Member for Hendon simply falls back on what the European convention on human rights and the Joint Committee on Human Rights say, but it is not the function of this House to refer continuously to those abstract principles when we are quite capable. Historically, to answer the hon Member for Eastleigh , the fact that the convention happens to have been passed is not a justification for hanging on to it.As ever, I am extremely grateful to my hon Friend. He and I think almost identically on these matters, and he always adds some value to the arguments that we put forward on a mutual footing.Regretfully, that is correct. That is why, when I was shadow Attorney-General, I recommended, and my party accepted, that we repeal the Human Rights Act. For all the reasons under discussion, we must be quite clear about the European convention. Geoffrey Robertson QC, a very distinguished lawyer who, as he said himself, is not a known Eurosceptic, recently made it clear in a very important  Standpoint article that we had to review the status of the European convention on human rights, and, as I understood his article, that we should legislate in Westminster to ensure that we strike the right balance in such matters. This is a very important provision and a very important new clause. The hon Member for Eastleigh prattles on-if I may be allowed to say so, somewhat pejoratively-about proportionality, but the essence of proportionality is derived from that European convention.rose-In the context of DNA and the potential invasion of privacy, while allowing for the benefits of the system as a whole, length of retention time, public consent and the other parameters that have already been amply discussed by my hon Friends, there remains a very serious question: what limits should we impose? I strongly believe that we should impose only limits that are consistent with what people in this country want. If they decided in a general election, or as a result of public consultation, that they would prefer to have Westminster deciding these issues and the time limits involved, that would indicate the degree of public consent that we have in making decisions here in this House. Much as I like the hon Member for Eastleigh, with whom I have debated these issues many times over, God knows, 20 years or so, I strongly believe that in DNA matters, or any other matters of this extremely sensitive character, we should not employ abstract principles that are decided in European Courts but could just as well have been decided by our own courts on the basis of our own legislation. This comes down to the whole question of who governs Britain and what is our role as a Member of Parliament. The new clauses tabled by my hon Friend the Member for Hornchurch  are very important. I return to the question of the wash-up and the extent to which we stand firm on these questions in the interests of our constituents. Our job is to protect them and to ensure that they get a proper and a fair deal, not an unreasonable subjection to principles of proportionality, or other principles, and a whole series of decisions that come from the Strasbourg Court. Nor do we want to find, as the charter of fundamental rights-the Lisbon treaty-begins to work its way into our legislative arrangements, that we are having to accept those principles. I repudiate the arguments of the hon Member for Eastleigh because they are based on abstract principles that are, I am afraid, inherited from a period that has long since gone by. We helped to write and produce the European convention on human rights-and, indeed, the charter of the United Nations-because in those days we were repudiating fascism and the surveillance society that went with it. All that came from our tradition, and that is what we in this House should stick to rather than having a kneejerk reaction in going back to principles that were enunciated all those years ago.",1,0.946428571428571,1.05860695405441,0.999,"1","1","1"
184,"I note that some of those named on the Order Paper are not here tonight. Will my hon Friend consider-if this were possible in your eyes, Mr. Speaker-tabling a manuscript amendment to nominate the hon Member for Hendon , for example, who is here and who takes an active interest in proceedings? Obviously he would be better than those, such as the hon Member for Mitcham and Morden , who have not bothered to turn up.It does indeed seem a complete waste of time, but it seems likely that the Chairman of the Committee will be paid an extra salary, or is that not the case? If it is the case, should not any Member put forward for the Committee abstain from voting, because there will be a conflict of interest?How long?As we are considering possible members, does my hon Friend recall that the definition of a cockney used to be that he or she was born within the sound of Bow bells? Can he think of anybody who has experience of bells ringing or bell towers who might add to the experience of the Committee?",0,0,1.09861228866811,0.831,"0","1","1"
185,"I believe my hon Friend's constituency contains a community of orthodox Jewish people, as does mine in Hendon. Would he like to speak about how the proposed changes would affect them, particularly in the winter, but also in the summer when their days of prayer are dictated and determined by sunrise and sunset?",0,2,0.510825623765991,0.593,"1","1","1"
186,"Does the hon Lady welcome the partnership between Stagecoach, Conservative-led Warwickshire county council and employers on the new service from Nuneaton to Birch Coppice? The service is being run in conjunction with employers to fit their shift patterns, which will help many Nuneaton people to get to work.",0,1.66666666666667,2.19722457733622,0.802,"1","1","1"
187,"Before we move on too quickly to the great successes in the health service, of which there are indeed many, will my right hon Friend say something about the public-private provision of dental services in this country? Does she have a plan for a new dental school somewhere such as Norwich?",0,3,1.09861228866811,0.905,"1","1","1"
188,"The hon Gentleman is right to say that it is for the House to make its decision as this concerns House of Commons business. Will he tell us whether Government members and parliamentary private secretaries are being whipped on this business and if so why?",1,0,0,0,"0","0","0"
189,"I agree with my hon Friend's line of thought. Does he agree that many of our constituents, who were deeply opposed to ID cards, gave the Government the benefit of the doubt because they thought that at least the scheme would not be compulsory? Now that a compulsory scheme is being brought in by the back door, does my hon Friend fear that the next step will be a provision brought in by the back door that people have to carry their identity card?",0,0.2,0.251314428280906,0.706,"1","1","1"
