"id","rating","text","afinn","lsd","vader"
312,"neutral","important the now keep bank s exist 15,000 custom",0.4,0,0.202
313,"neutral","merge two free sheet clarify market situate",0.2,1,0.511
314,"negative","case effect negate",0,-1,0
315,"neutral","reorganisation carry transferring hkscan corporate s production relate property plant equipment well hold subsidiary associate hkscan oy hold wholly own hkscan corporate",0,1,0.273
316,"neutral","way industry s start point consume need",0,0,0
317,"neutral","share capital alma media corporate id 1944757 4 45,031,513.80 divide 75,052,523 share",0.2,-1,0.527
318,"positive","action expect deliver annual cost save eur15 20m",0.4,0,0.494
319,"neutral","negotiations reduction 21 person taken place natural redundancy terminate fix term tract",0.2,-1,0.361
320,"neutral","bawag issue benchmark cover deal",0,0,0
321,"neutral","alfa group 43. 9 vote stock new telenor 35. 4 free float 20. 7",0.2,1,0.511
322,"neutral","deutsche beteiligungs well private equity fund manage first bought 75 mce secondary buyout white plain n. y financial investor andlinger co 2007",0,1,0.273
323,"positive","move aim boost cost efficiency market share",0.2,1,0.751
324,"neutral","dopplr dopplr service smart travellers",0.2,1,0.402
325,"neutral","part eseries promise nokia e50 equipped variety email solute small stylised package said dave grannan general manage enterprise solute nokia",0.2,0,0.318
326,"neutral","total floor area plant expanse 29,000 square metres",0,0,0
327,"positive","ceo tarmo noop said grow sale premium bee biggest",0,0,0
328,"neutral","swedish subsidiary hold 1. 0 smelt turn nsr royalty two advance copper project northern sweden viscaria adak project develop avalon mineral ltd asx avi",0,1,0
329,"neutral","shock phase consume start plan implement build project",-0.4,-1,-0.382
330,"neutral","netcom expect complete turbo 3g deploy area year",0,0,0
331,"negative","operate cash flow vestment totalled 61. 3 compare 75. 3 correspond period 2007",0,0,0
332,"neutral","ground notify tiimari plc 12 30 2010 issue capital convertible loan allocate decision board 01 31 2011",0,0,0
333,"neutral","earn comparative period include capital gain 8mn sale omx share",0.3,0,0.681
334,"neutral","juhani j ærvi corporate execute vice president kesko say russian food tail sector fragment",0,-1,0
335,"neutral","deal process crane russian steel mill pntz pervorouralsky order place turkish construction gama endustri tesisleri imalat ve montaj",0,0,0
336,"negative","cash flow operate activities negate 3. 1 compare 23. 3 correspond period",0,-1,0
337,"neutral","particular attention paid energy efficiency construction build design meet requirement energy class b leed certificate apply",0,1,0.691
338,"neutral","follow impact altima hit utility pole cause live electric line fall onto roadway",0,0,0
339,"neutral","presentation material can view s website english conference",0,0,0
340,"neutral","fine print",0.4,0,0.202
341,"neutral","succeed krister kylas decide leave teliasonera",-0.2,1,0.459
342,"positive","period crease 2. 9 10. 5",0,0,0
343,"neutral","cencorp focus develop manufacture market standard duct production automate",0,0,0
344,"positive","outotec oyj press lease december 4 10. 30 outotec establish new subsidiary kolkata outotec establish subsidiary india order better serve indian custom crease grow indian market",0.4,1,0.44
345,"neutral","c cabot s main consume czech slovak market tire produce barum continental matador continental",0,0,0
346,"negative","announce come two week key license agree expire two company embroil agree royalty payment texas instrument chip use qualcomm patent technology",0.2,1,0.612
347,"neutral","activities range develop natural source tail market finish duct",0.2,0,0.361
348,"neutral","alma media hold 70 remain share own s key employee",0.2,0,0.296
349,"neutral","iterate outlook",0,0,0
350,"positive","tend raise production capacity 2006",0,0,0
351,"positive","software group affectogenimap oyj said sign agree acquire share swedish sector intellibis ab 12 mln euro 15. 8 mln debt free basis",0.05,0.333,0.67
352,"neutral","serve approximate 3,000 custom 100 country",0,0,0
353,"positive","loss tax amount 1. 2 compare loss 2. 6",-0.6,-1,-0.557
354,"positive","time crease 10 h1 reach l 79,000",0.2,0,0.477
355,"neutral","exel composite brief exel composite technology design manufacture market composite file tube industrial apply",0,0,0
356,"neutral","agree direct result lcc s strategy plan announce early year said an douglas lcc s chief execute office",0.2,1,0.361
357,"positive","said tract estimate tribute eur150m 2010",0,1,0
358,"positive","however expect bank provide alternate finance",0,1,0
359,"neutral","hear late insight update citycon s strategy well late new it",0,1,0.273
360,"positive","viking line s cargo venue crease 5. 4 21. 46 cargo volume crease 2. 4 70,116 cargo it",0,0,0
361,"neutral","delhaize le lion select aldata g. o. l. d vocal pda solute motorola wt4090 pda terminal",0,0,0.459
362,"negative","steelmaker said drop explain continue economic certainty mix current drought bank lend result decline demand duct custom find increasing difficult fund operate",-0.2,-1,-0.477
363,"positive","satama earn data manage solute competency intelligence specialization recentlyvia acquisition fimentor oy",0,1,0.477
364,"positive","purchase agree 7,200 ton gasoline livery hamina terminal sign neste oil oyj average platts index september plus eight u dollar p month",0.2,1,0.361
365,"neutral","nokia provide indosat turnkey service include civil work network planning implementation integrate wcdma 3g hspa network",0,1,0
366,"neutral","aim ceo s q session g clarity information made public already early",0.4,0,0.402
367,"neutral","space blond wood floor unlike re store notably scandinavian vibe",0,1,0
368,"neutral","six agreement s first custom acquisition india since taking tvs electronic tract manufacture facility jun 2007",0.2,1,0.494
369,"negative","performance 2006 impact consolidate trend telecom sector overall structural change tract manufacture market telecommunication technology industrial electronic",0,1,0
370,"neutral","agree include apply maintenance support service",0.3,1,0.637
371,"neutral","order relate renew network telecommunication operator",0,0,0
372,"positive","compare operate total 854mn 730mn 2004",0,0,0
373,"neutral","complete transaction subject final agree due diligence process",0.2,1,0.361
374,"neutral","result tax loss 25. 0 euro",-0.6,-1,-0.318
375,"neutral","current yit build house estate zapadnye vorota 26,000 square metres city house 9,910 square metres complete end",0,0,0
376,"negative","national carry said loss april june euro26 euro13 year early",-0.6,-1,-0.318
377,"positive","appoint kaupthing bank aim co ordinate capital market activities within group improve overall service client",0.4,1,0.44
378,"neutral","tail chain launch 2007 correspond forecast",0,0,0
379,"neutral","capitex kalmar continue responsible maintenance technical develop service",0.4,1,0.318
380,"neutral","glaston also efficiency measure it",0,1,0.361
381,"neutral","divest generate consolidate 60 annual current 640 employee",0,1,0
382,"neutral","igor oleg yankov current manage moron vitim hold onto 25 stake now",-0.6,-1,-0.494
383,"neutral","stonegate duct family design provide full benefit unify manage system include share logging port audit",0.3,1,0.637
384,"neutral","reduction implement immediate beginning october",0,0,0
385,"neutral","meet media analyst held day 10 30 m stonesoft headquarter helsinki italahdenkatu 22 interim port present stonesoft s ceo ilkka hiidenheimo",0,0,0
386,"negative","altogether finnair cancel 500 flight strike",-0.2,0,-0.361
387,"neutral","event can also view live webcast www. cargotec. com",0,0,0
388,"negative","pharmaceutical orion corporate omx helsinki ornav said wednesday 7 january conclude personnel negotiations reduce numb personnel 205",-0.2,-1,-0.34
389,"positive","sign team long admire marimekko s vivid pattern color",0.6,1,0.477
390,"neutral","dial participant quote 877417 conference id",0,0,0
391,"neutral","specialises temporary electrify heat construction site",0,0,0
392,"positive","cutting numb plant group trim fix cost",-0.2,-1,-0.44
393,"neutral","poser want impress people late handset",0.4,1,0.494
394,"neutral","addition mids always online enable full internet browse",0,0,0
395,"positive","addition lehdentekijat oy start produce new membership magazine viisas raha wise money associate",0,1,0.477
396,"neutral","argentine agricultural export calafate tapped compatriot firm finnegans software solute latte said state",0,0,0
397,"neutral","aker yard begin use chinese subcontractor shipyard",0,0,0
398,"neutral","statutory negotiations headquarter part crease",0,0,0
399,"neutral","tract cover turnkey livery f airport operate authority john f kennedy laguardia newark teterboro stewart international",0.2,0,0.077
400,"neutral","committee pose follow remunerate month remunerate 5,000 chairman 3,500 deputy chairman 2,500 board member",0,0,0
401,"neutral","karachi sept 14 ixonos world lead develop integrate solute handheld vice announce implement touch screen mobile user interface solute intel atom processor z6xx base smartphone",0,0,0
402,"neutral","newspaper s b asset high quality journalism journalistic content",0.4,1,0.361
403,"positive","adp new feb 25 print circuit board pcb maker aspocomp group oyj hel acg1v said today swung 300,000 usd 385,000 2008 versus loss 65. 3",-0.6,-1,-0.318
404,"neutral","tool specifically design need user ict expert mind",0,1,0
405,"neutral","firm s service include copy print cad modelling digital print scanning sokopro project bank courier service",0,0,0
406,"neutral","headquarter city near 75 year old focus science base innovate technology environmental measurement",0.2,1,0.494
407,"positive","venue time grew 14 percent 43 euro",0,0,0
408,"negative","manage director s comment first quarter notably low year especial russia baltic country",0,1,-0.273
409,"positive","aktia group s operate rose 17. 5 first quarter 2010 8. 2 first quarter",0,0,0
410,"neutral","dragonfly love another video shot start finish use nokia n8",0.6,1,0.637
411,"positive","price log clear improve also price pulpwood gone",0.3,1,0.67
412,"positive","solute use upgrade network russian mso 37 different city russia",0,1,0
413,"neutral","agree s board director avail advisory role",0.2,1,0.361
414,"negative","temporary lay off affect entire workforce also implement",0,0,0
415,"neutral","arena partner oy develop electronic",0,1,0
416,"neutral","current terminator lure produce subcontract facility mexico manufacture transferred rapala s factory shenzhen china",0,-1,0
417,"neutral","december amer announce missal ceo roger talermo head since 2006",0,0,0
418,"neutral","course ll direct access nokia s ovi store ll lot fun download favorite media",0.6,1,0.743
419,"neutral","exel s board director pose dividend 0. 2 euro 0. 3 p share 2006 annual general meet april 19 2007",0.2,0,0.296
420,"neutral","appeal concerning project lodge czech ministry environment",0,0,0
421,"negative","fair value s invest property went 2. 768 billion end 2. 916 billion year early",0.4,1,0.572
422,"neutral","name yet lease",0,0,0
423,"neutral","biohit c expand mline family pipettors addition new 1 10 ml volume range",0.2,0,0.318
424,"positive","cargo volume grew 7",0,0,0
425,"neutral","nordic aluminium start employer employee negotiations concern staff group",0,-1,0
426,"positive","50 50 joint venture call nokia siemens network comprise nokia s network group siemens carry relate operate create estimate synergy 1. 5 billion euro 1. 9 billion 2010 nokia said",0,1,0.273
427,"neutral","financial tail avail",0,0,0
428,"neutral","answer question many visitor conversation get big team problem sett social media channel",-0.1,-1,-0.402
429,"neutral","elite residence tow new develop tameer locate heart dubai marina",0,0,0
430,"neutral","accord l ænnen tehtaat s ceo matti karppinen aim deliver fish duct custom day early current",0,1,0.459
431,"neutral","welcome",0.4,1,0.459
432,"positive","eps grew 0. 04 0. 02",0,0,0
433,"neutral","accord act university can now acquire private fund",0,1,0
434,"negative","due rapid crease personnel reduction carry wide scale initial expect",0,0,0
435,"positive","subscription crease cargotec s share capital 27,060",0.2,0,0.296
436,"neutral","impact acquisition teleste s 2010 estimate approximate 2",0,0,0
437,"neutral","incap estimate generate venue 10 mln euro 13. 2 mln indian operate 2007",0,1,0
438,"neutral","russian govern tribute 20 necessary fund said",0,1,0
439,"neutral","aspo s 2006 total 225. 9",0,0,0
440,"neutral","enclose affecto s call extraordinary general meet held july 10th main agenda approve authorization board pose share issue relate component software acquisition elect haakon skaarer affecto board",0.2,1,0.296
441,"neutral","authorisation force end next annual general meet peal authorisation acquire share given general meet held april 4 2007",0.2,0,0.296
442,"negative","operate four quarter went eur3m eur4 2 m correspond period include cost grow project",0,0,0
443,"neutral","repurchase bond execute open market accordance section 7 f term condition convertible bond",0,1,0
444,"positive","large elevator market world chinese output elevator continue rise 262,000 it 5 yr yr",0,0,0
445,"neutral","exit tract manufacture service segment",0,0,0
446,"neutral","value confirm aircraft order total 2bn",0,1,0.34
447,"neutral","combine capital fund expect 100mn 150mn",0,0,0
448,"neutral","hkscan headquarter turku lead northern european food group 10,000 employee nine country",0,0,0
449,"neutral","ntsb said investigator set duct sight distance test july 18 use train similar involve accident",-0.4,-1,-0.477
450,"positive","tietoenator use nokia s intellisync mobile suite s wireless email calendar vice manage capabilities now extend service custom",0.2,0,0.178
451,"negative","possible personnel reduction concern approximate 104 people",0,-1,0
452,"neutral","financial state first quarter 2010 tikkurila port continue operate",0,0,0
453,"neutral","light curfew curl late bestseller treat eye perfect read light luceplan",0.6,1,0.751
454,"neutral","server responsible manage vice user account desktop client apply enable remote access mobile phone",0.4,0,0.318
455,"neutral","second phase new innova build tecnopolis presence jyvaskyla crease total approximate 62,000 floor square mete",0,0,0
456,"neutral","takoma carry transaction acquire entire share capital moventas parkano oy run factory parkano southern",0.2,0,0.296
457,"neutral","agree include entire process manage mercator s supply chain region current present",0.2,1,0.361
458,"positive","prove efficiency china mobile system rod baber english climb climb mount everest summit successful made call",0.6,1,0.743
459,"neutral","new plant planned electricity generate capacity 350 megawatt mw heat generate capacity",0,1,0
460,"negative","asian traffic decline 3. 4 p cent",0,0,0
461,"neutral","exercise originate ear 1930s train method cross country ski",0,0,0
462,"neutral","met locate central district cbd bangkok",0,0,0
463,"positive","clothe chain sepp æl æ s crease 7. 0 30. 8",0,0,0
464,"positive","leipurin grow rapid internationalize group",0,0,0
465,"neutral","result cancellation maximum crease citycon s share capital basis convertible bond crease 23,383,927.80 22,901,784.75",0.2,0,0.296
466,"neutral","glaston s share gla1v list nasdaq omx helsinki mid cap list",0.2,0,0.296
467,"positive","london marketwatch nokia nok said s won f year service tract run hutchison essar s network operate nine location india",0.6,1,0.572
468,"neutral","interchange editor chief part publisher s goal enhance job circulation personnel group",0,1,0
469,"positive","loss third quarter 2007 0. 3 small loss second quarter 2007",-0.6,-1,-0.557
470,"positive","lift equipment maker kone oyj said october 4 2007 won order worth 15 mln euro 21. 2 mln deliver total 53 custom design elevator norwegian shipbuilder aker yard asa",0.5,1,0.681
471,"positive","overall 50 percent respondent confident security bank online",0.4,1,0.681
472,"neutral","raisio site main production plant well headquarter",0,1,0.273
473,"positive","finnair expand finnair plan add flight route hong kong india russia",0.2,0,0.318
474,"neutral","one headboxes equipped modern consistency control system ensure cross machine file plasterboard said state receive lesprom network",0.2,1,0.382
475,"neutral","talentum acquire 47. 5 pct stake varesvuo partner 1997 remain 2002 2005",0,1,0
476,"neutral","use validate rule base enable verify process rule base manage different administrator fulfil set requirement",0.2,1,0.361
477,"neutral","also traditional grapevine carry lot weight",0,0,0
478,"negative","raw material price surge past year fuel part rapid industrialization china india develop nation",0,0,0
479,"neutral","correspond 6. 81 percent okmetic s share capital vote right",0.2,1,0.296
480,"neutral","honka s subsidiary france germany also benefit example arrange custom event junction world cup ski competition",0.4,1,0.459
481,"neutral","structure bim build information model software tekla model base software provide adopt construction manage livery university project abu dhabi",0.2,1,0.178
482,"neutral","said result third quarter include non recurring item",0,0,0
483,"neutral","nordstjernan make off approximate one month september 2007",0,0,0
484,"positive","recent months capman taken significant step simplify operate ceo lennart simonsen said",0.2,1,0.202
485,"neutral","line 4 run fully underground comprise 10 state execute two implementation stage",0,0,0
486,"neutral","group s balance broad portfolio sport presence major market",0,1,0
487,"neutral","turn flight stuttgart every morn well even departure thursdays fridays sundays",0,1,0.273
488,"neutral","base company l ænnen tehtaat raisio decide solve joint venture zao scandic feed establish start local animal feed feed production northwest russia",0.2,0,0.586
489,"positive","sponda plc stock exchange lease 5 december 2006 15. 45 1. 5 billion syndicate credit facility sponda sponda sign agree one year syndicate credit facility total 1. 5 billion",0.2,1,0.772
490,"neutral","sou america asia promise market",0.2,0,0.318
491,"positive","however turn grow april june 2010 ceo pekka eloholma said",0,0,0
492,"neutral","teleste set 1954 divide broadband cable network video network area",0,-1,0
493,"neutral","ssh communicate security corporate headquarter helsinki",0,0,0.34
494,"neutral","value tract 3. 3",0,0,0.34
495,"neutral","antniemi refute port daily turun sanomat organize operate baltic country",0,0,0
496,"negative","high court fine seven local asphalt company lion 117 operate cartel",0.4,0,0.202
497,"positive","bank _ land s consolidate operate crease 4. 8 first quarter 2005 6. 4 first quarter 2006",0,1,0
498,"negative","korhonen miss post editor chief group s newspaper lapin kansa december 2008",-0.4,0,-0.153
499,"neutral","allow vice mobile phone become millimetres thinner",0.2,-1,0.226
500,"neutral","capman office helsinki stockholm copenhagen oslo manage nordic buyout mezzanine technology life science real estate fund approximate eur2 6 bn total capital",0,1,0
501,"positive","far mr galvan able avoid lay worker",-0.2,-1,-0.296
502,"positive","18 may 2010 electronic produce elcoteq se hel elqav said today sign extensive cooperate agree industrialisation manufacture distribute market service mobile phone japan s sharp tyo 6753",0.2,1,0.361
503,"neutral","financialwire tm press lease service receive compensate new opine distributions",0,1,0
504,"neutral","follow registration numb issue outstanding share basware 12,890,829",0.333,0,0.586
505,"positive","grapevine city official september approve 35 tax bate grant expanse",0.2,1,0.361
506,"neutral","operate power plant tyumen chelyabinsk region khanty mansi autonomous district",0,1,0
507,"positive","via satlan acquisition teleste plan expand market presence video service partner cable operator broadcaster iptv service provide",0.2,1,0.318
508,"positive","incap tract manufacture service private limit ink agreement six new custom india",0.2,0,0.494
509,"neutral","total value tract 8",0,0,0.401
510,"neutral","global market direct s pohjola bank plc financial analysis view depth financial analysis pohjola bank plc",0,0,0
511,"negative","repurchase shall crease distributable capital serve",0,0,0
512,"neutral","alexandria va dec 22 unite state patent 7,854,608 issue dec 21 assign outotec oyj espoo",0,1,0
513,"neutral","new complete allure sea identical sister ship oasis sea complete last year world s large cruise ship",0,1,0
514,"neutral","ev3 vice involve action",0,-1,0
515,"neutral","share capital biotie therapy corp constitute 90,211,860 share aggregate numb vote right attach share amount 90,211,860",0.1,0.333,0.494
516,"neutral","group 235 employ 2 000 people 33 country",0,0,0
517,"negative","pretax crease 37 193. 1 305. 6",0,0,0
518,"positive","base strong custom interest feedback use rpm mobile phone manufacture operator enterprise developer forum can significant crease duct service quality user experience cost efficiency tulonen continue",0.267,1,0.862
519,"neutral","rosa one b known duckburg illustrator",0,0,0
520,"neutral","result expect late 2006",0,0,0
521,"positive","new factory work model reorganisations crease nokian tyres cost factory 30 usd 38. 7 m",0,0,0
522,"neutral","german subsidiary produce software develop service ixonos telecommunication it s client project",0,0,0
523,"neutral","result numb personnel reduce 158",-0.2,-1,-0.34
524,"positive","s rose 11. 4 year 82. 2 euro 2005 686. 5 euro 13. 8 year said early",0,0,0
525,"negative","tighten competition situate production automate market affect 2006 cencorp said",0,0,0
526,"neutral","say difficult estimate market situate whole year",-0.2,-1,-0.361
527,"neutral","grow car considerably influence tire market",0,0,0
528,"positive","project venue 2. 2 billion 2. 3 billion slight high analyst estimate 2. 19 billion",0,0,0
529,"positive","nokia nokia pioneer mobile telecommunication world s lead maker mobile vice",0,-1,0
530,"neutral","symbian foundation plan vise procedure test sign software digital sign trojan symbian mobile phone operate system mistake",-0.4,-1,-0.34
531,"negative","fair value change invest property 15. 8 compare 22. 9 third quarter",0.4,1,0.572
532,"positive","annual thesis test aim enhance thesis quality strengthen thesis culture polytechnic",0.4,1,0.318
533,"neutral","kone annual 4. 7 billion approximate 34,000 employee",0,0,0
534,"neutral","cramo plc service specialising construction machinery equipment rental rental relate service well rental sale modular space",0,0,0.273
535,"negative","divisional demand half remain consistent add",-0.2,0,-0.128
536,"neutral","far award 350,000 worth tool material",0.5,1,0.66
537,"positive","last year sysopen digia invest ibm duct know build portal trade place system successful implement custom solute support",0.5,1,0.758
538,"neutral","value order 4mn",0,0,0.34
539,"neutral","tip week panfish like bluegill great fun catch especial children new fish",0.6,1,0.872
540,"neutral","group order book 7. 74 end 2007",0,0,0
541,"neutral","transaction tikkurila powder coat relate operate said",0,0,0
542,"neutral","note client publish dutch broker describe s third quarter result soft although also note elcoteq retain guidance deal said",0,0,0
543,"positive","january september group s interest come crease 112. 4 74. 3 january september 2008",0.2,0,0.459
544,"positive","consumption forecast grow 2",0,0,0
545,"negative","london marketwatch share price end low london monday bound bank stock fail offset broad weak ftse 100",-0.2,-1,-0.743
546,"neutral","s 38 acquire 21 european country 40 asia 1 u",0,0,0
547,"neutral","alma media focus quality develop chain operate",0,1,0
548,"neutral","involve sale financial duct include insurance mortgage car personal loan financial brokerage equipment finance lease",0,0,0
549,"negative","survey conduct taloustutkimus sampo life show company bad prepare lose key staff member",-0.6,-1,-0.735
550,"neutral","glaston s glass process it tamglass glass process manufacture high quality safety glass duct operate",0.2,1,0.421
551,"neutral","correspond crease share capital total 300, 00 register trade register may 8 2008",0.2,0,0.296
552,"neutral","isms disclose financial result daily said",0,0,0
553,"neutral","new apartment block go close city cent explain chairman board yit ehitus priit sauk",-0.2,-1,-0.44
554,"neutral","accord prosecutor share transaction carry hk ruokatalo proceed negotiations concerning acquisition swedish meat",0.2,1,0.296
555,"positive","28 october 2010 wood duct technology supply raute oyj hel rutav said today swung eur3m first nine months 2010 versus loss eur5 2 m period year early",-0.6,-1,-0.318
556,"neutral","third quarter result also include 400,000 euro 575,000 vision size lure manufacture ireland",0.2,-0.333,0.25
557,"positive","yit construction town riihim æki sign lease tract whereby town occupy travel centre office facility",0,0,0
558,"neutral","provide summary medical equipment pipeline duct develop",0,1,0
559,"positive","respondent praise finnair s liability finnishness understand target group",0.6,0.333,0.421
560,"negative","negotiate result reduction 80 people regular employ around half cover pension arrangement",0,0,0
561,"neutral","ingen establish medical vice manufacture emerge new medical duct line respiratory market worth estimate 4 billion u. s 8 billion global",0.4,0,0.226
562,"neutral","maximum obligate total trade p day isk 400,000,000 market value",0,0,0.34
563,"neutral","energy fortum set new strict target limit short term carbon dioxide emission heat electricity production",0,-1,0.273
564,"neutral","company aim finalize negotiations sign tract start october 2008",0,0,0
565,"neutral","helsinki base componenta bought turkish list doktas october 2006 89 euro make large invest turkey date",0,0,0
566,"neutral","deal subject approval norwegian competition authority",0.3,1,0.527
567,"positive","operate three month period crease respective eur15 1 m eur131 5 m compare correspond period 2005",0,0,0.421
568,"neutral","h1 08 h1 07 q2 08 q2 07 mln euro unless otherwise state 386 328. 6 201 160. 7 operate 46. 3 35. 8 23. 2 9. 5 pre tax 33. 6 26. 9 18. 7 5. 1 25. 1 25. 4 14 4. 0 eps euro 2. 20 2. 36 1. 24 0. 38 1. 0 euro 1. 60 www. componenta. com",0,0,0
569,"neutral","biggest sell chain s supermarket organic pirkka tomatoes carrot egg meat duct",0,1,0
570,"neutral","board director pose extraordinary general meet authorise board decide issuance maximum 30mn new share one share issue",0.2,1,0.527
571,"negative","ramirent made 18 kroons 1. 15 mln loss last year year 7. 3 kroons black",-0.6,-1,-0.318
572,"neutral","approval shareholder cencorp accordance law",0.4,1,0.477
573,"neutral","aspo plc stock exchange bulletin october 24 2006 2 00 p. m aspo system division complete statutory negotiations require act co operate within undertake conduct part action plan launch august",0,-1,0
574,"neutral","london afx intertek group plc test inspection said commercial electrical division bought base natlabs oy etteplan oyj 1. 3 mln cash",0,-1,0
575,"positive","result distribute company start distribute addition current duct offer shimano reel rod shimano fish tackle duct exclusive basis",0.4,0,0.128
576,"negative","pretax loss totalled 49. 9 compare loss 15. 4 correspond period 2008",-0.6,-1,-0.557
577,"neutral","nokia said outcome fair responsible social plan",0.4,1,0.557
578,"neutral","win 98 acceptance 23 december industrial machinery metso oyj hel meo1v said today complete takeover off textile tamfelt oyj abp hel tafks acquire 98 share vote",0.5,1,0.84
579,"neutral","panostaja disclose purchase price",0,0,0
580,"negative","personnel reduction primarily affect work parent diagnostic production logistic liquid handle",0,0,0
581,"neutral","difference can explain fact two shipping company stopped operate gulf",-0.2,0,-0.226
582,"neutral","polish employ 1,000 people 70mn 2007",0,1,0
583,"neutral","print circuit board pcbs maker aspocomp group oyj said december 4 2006 name henry gilchrist senior vice president group s asian operate january 8 2007",0,-1,0
584,"neutral","plumb announce sponsor professional dart player",0,0,0
585,"neutral","financialwire tm fully dependent proprietary new wire service",0,-1,0
586,"neutral","total scope project 38,000 square metres value total around eur75m",0,0,0.34
587,"negative","dilute earn p share eps stood 0. 25 versus 0. 42",0.2,0,0.296
588,"neutral","byline tim moran cellular phone giant nokia corp offer 8. 1 billion digital map supply navteq corp chicago",0,0,0
589,"negative","stora enso s target cut 4. 85 5. 55 holmen s target sek 135 sek 150",-0.2,0,-0.273
590,"neutral","feed company suomen rehu raisio import gmo feed",0,0,0
591,"neutral","order also include start commission service",0,0,0
592,"neutral","glass technology group glaston corporate omx helsinki gla1v port thursday 14 august operate eur6 5 m eur201 5 m period january september 2008",0,0,0
593,"positive","synergy benefit start materialise second quarter",0.4,1,0.459
594,"positive","broadband data communicate system provide teleste oyj hel tlt1v said yesterday turn 2. 7 usd 3. 8 m first nine months 2010 versus loss 579,000 period",-0.6,0,-0.318
595,"neutral","expect whole previous year level",0,0,0
596,"neutral","alma media s totalled meur 307. 8 operate margin 13. 5 p cent",0,0,0
597,"neutral","follow move stora enso hold newpage remain changed",0,0,0
598,"neutral","test conduct nokia siemens lte cent competence espoo follow s production start lte ready flexi multiradio base state 800 mhz band april 2010 complement early test nokia 2100 mhz 2600 mhz band",0,1,0.361
599,"neutral","mr ashley deputy execute chairman sport direct sold 43pc stake pound 900m time float",0,0,0
600,"neutral","new sepa cad place bank card",0,0,0
601,"positive","mformation nokia note establish interoperability agreement cover commercial prov standard base manage mobile vice well mobile vice security mobile apply manage",0.2,0,0.772
602,"positive","certain shareholder irrevocably agree vote favor bond issue",0.267,1,0.743
603,"neutral","power plant 710. 3 2005",0,0,0
604,"positive","swedish tietoenator expand quick russia",0.2,0,0.318
605,"positive","seminar introduce modern clean technology duct financial tool sponsorship program energy environment project well potential develop clean energy vietnam",0.4,1,0.866
606,"positive","stonesoft see great promise future ipv6",0.4,1,0.751
607,"neutral","textile clothe marimekko corporate omx helsinki mmo1v port wednesday 5 november operate eur8 1 m eur59m period january september 2008",0,0,0
608,"positive","aspo plc stock exchange announce may 4 2006 10 00 m crease share capital aspo plc total 1,125.60 register today",0.2,0,0.296
609,"neutral","tekla structure duct box need now made cycle material",0,0,0
610,"neutral","start negotiations relate glaston s efficiency gram announce october",0,1,0.361
611,"negative","suominen corporate make wipe nonwovens flexible package expect change market situate reduce suominen s nonwovens wet wipe previous estimate volume",0,1,0.226
612,"negative","dropped 6 year year 11. 9",0,0,0
613,"negative","outokumpu s steel mill tornio suspect source",-0.2,-1,-0.296
614,"neutral","mr mika korpinen apac vice president comptel conclude comptel demonstrate importance provide liable livery enable time market",0.4,-0.333,0.361
615,"positive","furthermore fully electrical driven crane environmental friend",0,1,0.494
616,"negative","bank _ land port operate 2. 2 first quarter 2010 6. 3 correspond period",0,0,0
617,"neutral","manufacture begin pietarsaari beginning year livery take place october",0,0,0
618,"positive","basware s duct grew strong financial period 24 percent",0.4,1,0.511
619,"neutral","joint venture vest 500,000 production technology straight away",0.2,0,0.226
620,"positive","lithuania operate rose 190,000 70,000 correspond period 2005",0,0,0
621,"neutral","yara suomi ltd also provide nitrogen chemical technical nitrate various sector industry well duct use environmental protection",0,1,0.273
622,"neutral","tn mean handset support teliasonera s telia navigator global positioning system service",0.4,1,0.402
623,"neutral","stockmann plc announce february 20 2007 13. 40 annual summary stockmann s stock exchange financial press lease 2006 avail s website address www. stockmann. com",0,0,0
624,"neutral","financial tail avail",0,0,0
625,"positive","term finance approve annual general meet held june 30 2010",0,1,0
626,"neutral","original post pcmag. com security blog security watch",0,0,0.727
627,"neutral","tract value amount 2. 4",0,0,0.34
628,"neutral","dividend paid april 15 2008 shareholder cord date april 8 2008 enter list shareholder kept central security depository ltd",0,0,0.34
629,"neutral","firm build component mobile phone communicate duct",0,0,0
630,"neutral","rk group headquarter vantaa one europe s lead machinery rental service",0,0,0
631,"neutral","plan spend proceed right offer strengthen balance sheet",0.4,1,0.318
632,"neutral","crane stall onboard two freight order singaporean ship owner masterbulk",-0.4,0,-0.202
633,"positive","port provide comprehensive insight include structure operate execute biography key competitor",0.4,1,0.25
634,"neutral","kershaw take position immediate effect previous role market manage sankey home garden duct",0,0,0
635,"neutral","source said nokia veil new phone code name tube oct 2 analyst media event london",0,-1,0
636,"positive","nokian capacitor equipment use raise capacity liability indian grid",0,-1,-0.202
637,"positive","bank see potential getinge share rise",0.2,0,0.296
638,"positive","also said poland profitability gram launch oborniki steel frame sandwich panel plant",0,0,0.273
639,"negative","production level agree produce long time ago fall consumption lead loss",-0.2,0,0.052
640,"neutral","continue make easy user explore service handset work toward bring internet wide range vice include mid low end vice said kallasvuo",0.2,-0.5,0.202
641,"positive","acquisition made business well integrate",0,1,0.273
642,"neutral","present position director stockmann s international department store",0,0,0
643,"neutral","ship crane manufacture macgregor s partner plant china deliver 2008 2010 vessel order chinese cosco german pet dohle hong kong base cido shipping",0,1,0
644,"positive","combine two produce create strong eu base fertilize industry cap meet global competition add",0.4,1,0.66
645,"neutral","period 2006 x20ac 172",0,0,0
