"id","rating","text","afinn","lsd","vader"
254,"positive"," measures  expected  produce annual cost savings   1.5  starting  2007 .",0,0,0
255,"neutral"," report examines  medical equipment  structure  operations , history  products ,  provides  analysis   key medical equipment revenue lines .",0,0,0
256,"neutral","6 october 2010 -  paints  coatings  tikkurila oyj hel : tik1v announced today  launch  tikkurila prohouse method  protection  wooden surfaces via treatment  ultra pro waterborne products .",0,1,0
257,"neutral"," 2007 , etteplan  turnover  eur125 .2 m.",0,0,0
258,"negative","however ,  suspect stole  burgundy nissan altima .",-0.2,-1,-0.296
259,"positive"," interest income   152.2  ,    101.0   2008 .",0.2,0,0.459
260,"neutral","-   taxes   105.9 82.7  .",0,0,0
261,"neutral","scanfil plc   global contract manufacturer  systems supplier  communication  industrial electronics .",0,0,0
262,"positive","according   ceo  nordea bank estonia vahur kraft , nordea   stockmann   cooperating    ten years .",0,1,0
263,"neutral"," parallel , teliasonera  decided  conduct  compulsory acquisition .",0,0,0
264,"positive","adp news - nov 18 , 2008 -  ac drives manufacturer vacon oyj omx : vac1v said today    set  new representative offices  romania  ukraine  serve  growing markets  eastern  southeastern europe .",0.2,0,0.178
265,"positive","operating  rose   26.7    14.9    corresponding period  2006 .",0,0,0
266,"neutral"," concrete cooperation  also carried   various projects , doctoral theses  diploma dissertations .",0,1,0
267,"positive","tectia corporation hel : tec1v ,  provider  real-time security solutions , today announced    appointed lan2lan ,  provider   services   uk ,  distribute  data security  manage file transfer software .",0.2,0,0.67
268,"positive","jens schulte-bockum , vodafone 's global director  terminals , said   expects  sell one  two    vodafone 125  225 models   first year  launch ,  potentially tens  millions   lifetime   device .",0,0,0
269,"neutral","furthermore ,   will sell  warehouse  office buildings  loudeac  saint marcel  lease new joint premises   operations  morvillars .",0,1,0
270,"positive","- beijing xfn-asia - hong kong-listed standard chartered bank said   signed  china mobile phone dealer financing agreement  nokia , making   first foreign bank  offer financing   country 's small  medium enterprise -lr",0.2,1,0.494
271,"neutral","reporting  accordance   merged  operations will start   january 1 , 2011 .",0,1,0
272,"neutral","alexandria , va. , march 28 -- pertti salmi  hanna vuolteenaho ,   oulu ,  ,  sami viitasaari  ii ,  ,  developed  ornamental design   handset ,  u.s. patent & trademark office announced .",0,0,0
273,"neutral","according  statistics    maritime administration , shipping   increase much  january-august  , however .",0.2,0,0.318
274,"positive"," offer represents  premium  24 %   stock 's closing price  friday .",0,0,0
275,"neutral","  sale , outokumpu 's share   technology unit will  reduced   12-20 percent .",0.2,0,0.296
276,"negative","  decreased   220.5    470.0    corresponding period   .",0,0,0
277,"positive","    department store division  hobby hall increased  7 % ,     clothing store subsidiary seppala decreased  4 % .",0.2,-1,0.273
278,"neutral","  also said   board  directors  proposed   distribution  eur0 .92 per share .",0.2,0,0.296
279,"positive","kesko agro eesti ,  retailer  wholesaler  grain , agricultural  warehousing machinery  accessories ,     81  euros  2007 ,  increase  one-tenth   preceding year .",0.2,0,0.318
280,"neutral"," solution  demonstrated   tablet developed  aava mobile   multi-window system ,  enables  use  several applications simultaneously ,  example  viewing  messages  calendar side  side .",0.2,0,0.318
281,"neutral","votorantim celulose e papel ( vcp )  part   votorantim group ,  major brazilian conglomerate .",0,0,0
282,"negative","   layoffs will    .",0,0,0
283,"neutral","panostaja treats  negotiating partners ,   entrepreneurs selling  life s work  newcomer entrepreneurs seeking  career , fairly , justly  according   law .",0,1,0
284,"positive","operating income rose   696.4    600.3    .",0,0,0
285,"positive","helsinki (thomson financial)- kemira growhow swung     first quarter earnings  improved  , especially   fertilizer   europe ,   normally stronger   first quarter .",0.4,1,0.691
286,"positive"," subscriptions increase cargotec 's share capital  36,780 euros .",0.2,0,0.542
287,"negative","operating margin , however , slipped  14.4 %  15.1 % , dragged    poor performance  enterprise solutions .",-0.133,-1,-0.382
288,"positive","   committed   expanding  apollo portfolio .",0.2,0,0.273
289,"neutral","stora  due  release  fourth-quarter   full-year earnings  feb. 4 .",0,0,0
290,"negative","relations   city    damaged  comments  mr ashley criticising city investors  analysts  `` cry babies '' .",-0.2,-1,-0.827
291,"neutral"," process , technology , project management , basic engineering  quality assurance within forest industry will  consolidated  vantaa , southern  .",0,1,0.34
292,"neutral","mr. mikko saavalainen , head  comptel 's global  concludes : `` gibtelecom provides  perfect illustration   variety   , technical  regulatory challenges operators  facing   oss today .",0.6,0,0.612
293,"neutral"," machine will   annual production capacity  200,000 tonnes  super-calendered magazine paper   paper grades based  recovered fiber , stora enso said .",0,1,0
294,"negative","  separate announcement   helsinki stock exchange , atria revealed    's third quarter profits declined  eur13 .9 m   third quarter  last year  eur12 .7 m   year 's q3 .",0,0,0.44
295,"neutral","gunneflo will  responsible  oriola-kd 's pharmaceutical trade   sweden .",0.4,1,0.318
296,"negative"," q2   ,   taxes amounted   13.6  ,    26.8   q2  2008 .",0,0,0
297,"positive","efore 's presence  also opens  new  interesting development opportunities   students , ''  dean   faculty  electronics , communications  automation  tkk said .",0.4,1,0.649
298,"positive","production will expand    elcoteq 's locations including mexico  hungary  2010 .",0.2,0,0.318
299,"neutral","capman made  initial investment  onemed  june 2006 .",0,0,0
300,"neutral"," 's  difficult  become  google analytics channel partner .",-0.2,0,-0.361
301,"neutral"," deal includes  rental equipment  related merchandise ,  rental contract   depot  two employees ,   said .",0,0,0
302,"negative","operating   non-recurring items   8.3    first nine months  2008 , compared   8.4   corresponding period  2007 .",0,0,0
303,"neutral"," guidance   set  90 basis points  mid-swaps ,  report said .",0,0,0
304,"neutral","  automobile space , maruti    searched brand  cars .",0,0,0
305,"neutral","founded  1649 , fiskars   360 years  product quality excellence    's oldest  .",0.6,1,0.625
306,"negative"," international electronic industry  elcoteq  laid  tens  employees   tallinn facility ; contrary  earlier layoffs   contracted  ranks   office workers ,  daily postimees reported .",0,-1,0
307,"neutral"," operator  one  6 operators    granted  wimax license  taiwan ,  hopes    first  launch commercial services  early  .",0.3,1,0.586
308,"neutral","kone  listed   nordic exchange  helsinki .",0,0,0
309,"positive","srv will raise  holding        summer  2008 ,  will   majority .",0,0,0
310,"neutral","suomen paikallissanomat oy  part  alma media group   currently publishes 15 local newspapers across  .",0,0,0
311,"neutral","india  high   priority since  links   two countries  also expanding , '' tornstrom said .",0,-1,0
312,"neutral"," important thing now   keep  bank 's existing 15,000 customers .",0.4,0,0.202
313,"neutral","merging  two free sheets will clarify  market situation .",0.2,1,0.511
314,"negative","  case ,  effect   negative   .",-0.4,-1,-0.572
315,"neutral"," reorganisation will  carried   transferring hkscan corporation 's production-related property , plant  equipment    well   holdings  subsidiaries  associates  hkscan  oy ,  holding  wholly owned  hkscan corporation .",0,1,0.273
316,"neutral","  way ,  industry 's starting point    consumers ' needs .",0,0,0
317,"neutral"," share capital  alma media corporation ( id 1944757-4)  45,031,513.80    divided  75,052,523 shares .",0.2,-1,0.527
318,"positive"," actions  expected  deliver annual cost savings   eur15-20m .",0,0,0
319,"neutral","  negotiations  reduction  21 persons  taken place  natural redundancy  termination  fixed-term contracts .",0.2,-1,0.361
320,"neutral","bawag -   issue  benchmark , covered deal .",0,0,0
321,"neutral","alfa group will  43.9 %  voting stock   new   telenor 35.4 %   free float  20.7 % .",0.2,1,0.511
322,"neutral","deutsche beteiligungs ,  well   private equity fund  manages , first bought 75 %  mce   secondary buyout  white plains , n.y. , financial investor andlinger & co.  2007 .",0,1,0.273
323,"positive"," move  aimed  boosting  , cost-efficiency  market share   .",0.2,0,0.557
324,"neutral"," dopplr dopplr   service  smart travellers .",0.2,1,0.402
325,"neutral","``   part   eseries  promise ,  nokia e50   equipped   variety  email solutions   small  stylised package , '' said dave grannan , general manager , enterprise solutions , nokia .",0.2,0,0.572
326,"neutral"," total floor area   plant expansion  29,000 square metres .",0,0,0
327,"positive","ceo    tarmo noop said  growth   sale  premium beers   biggest .",0.4,0,0.382
328,"neutral"," swedish subsidiary holds 1.0 %  smelter return `` nsr '' royalties  two advanced copper projects  northern sweden -  viscaria  adak projects -  developed  avalon minerals ltd. asx : avi .",0.2,1,0.25
329,"neutral","shock phase ' , consumers    started  plan  implement building projects .",-0.4,-1,-0.382
330,"neutral","netcom expects  complete turbo 3g deployment   areas  year .",0,0,0
331,"negative","operating cash flow  investments totalled  61.3  compared   75.3    corresponding period  2007 .",0,0,0
332,"neutral","grounds   notification : tiimari plc 12/30/2010 issued capital convertible loan allocation decision   board  01/31/2011 .",0,0,0
333,"neutral"," earnings   comparative period included  capital gain   8mn   sale  omx shares .",0.3,0,0.681
334,"neutral","juhani j+ærvi , corporate executive vice president  kesko , says  russian food retail sector  fragmented .",0,-1,0
335,"neutral","  deal   process cranes   russian steel mill pntz  pervorouralsky   order placed  turkish construction  gama endustri tesisleri imalat ve montaj  .",0,0,0
336,"negative"," cash flow  operating activities   negative  3.1  , compared   23.3    corresponding period   .",-0.4,-1,-0.572
337,"neutral","particular attention   paid  energy efficiency   construction   building ,    designed  meet  requirements  energy class b ,  leed certification will  applied  .",0,1,0.691
338,"neutral","following  impact ,  altima hit  utility pole , causing  live electric line  fall onto  roadway .",0,0,0
339,"neutral"," presentation material can  viewed    's website  english   conference .",0,0,0
340,"neutral"," fine print   .",0.4,0,0.202
341,"neutral"," will succeed krister kylas ,   decided  leave teliasonera .",-0.2,1,0.459
342,"positive","   period increased   2.9    10.5  .",0.2,0,0.273
343,"neutral","cencorp  focus   development , manufacture  marketing  standard products  production automation .",0,0,0
344,"positive","outotec oyj press release december 4 ,  10.30  outotec establishes  new subsidiary  kolkata outotec  established  subsidiary  india  order  better serve  indian customers   increase     growing indian market .",0.267,1,0.71
345,"neutral","cs cabot 's main consumers   czech  slovak market  tires producers barum continental  matador continental .",0,0,0
346,"negative"," announcement comes two weeks   key licensing agreement expires    two companies   embroiled   disagreement  royalty payments  texas instrument chips  use qualcomm-patented technology .",0.2,0,0.178
347,"neutral","activities range   development  natural resources   retailed marketing  finished products .",0.2,1,0.361
348,"neutral","alma media holds 70 %    ,  remaining shares  owned    's key employees .",0.2,0,0.296
349,"neutral","  reiterates  outlook   .",0,0,0
350,"positive","  intends  raise production capacity  2006 .",0,0,0
351,"positive","  software group affectogenimap oyj said   signed  agreement  acquire   shares  swedish sector  intellibis ab  12 mln euro ( $ 15.8 mln )   debt-free basis .",0.2,0,0.66
352,"neutral","  serves approximately 3,000 customers   100 countries .",0,0,0
353,"positive","loss  taxes amounted   1.2  compared   loss  2.6  .",-0.6,-1,-0.557
354,"positive","   time     increased  10 %  h1  reached ls 79,000 .",0.2,0,0.361
355,"neutral","exel composites  brief exel composites   technology   designs , manufactures  markets composite profiles  tubes  industrial applications .",0,0,0
356,"neutral","``  agreement   direct result  lcc 's strategy  plan   announced earlier  year , '' said dean douglas , lcc 's chief executive officer .",0.2,1,0.494
357,"positive"," ,  said  contract  estimated  contribute   eur150m      2010 .",0,0,0
358,"positive","however ,  expects banks  provide alternative financing .",0,1,0
359,"neutral"," will hear  latest insights  updates  citycon 's strategy  well   latest news     units .",0,1,0.273
360,"positive","viking line 's cargo revenue increased  5.4 %   21.46  ,  cargo volume increased  2.4 %  70,116 cargo units .",0.2,0,0.494
361,"neutral","delhaize le lion  selected  aldata g.o.l.d. vocal pda solution   motorola wt4090 pda terminal .",0.2,0,0.318
362,"negative"," steelmaker said   drop    explained   continuing economic uncertainty , mixed   current drought  bank lending , resulting   decline  demand   products  customers find  increasingly difficult  fund operations .",-0.2,-1,-0.758
363,"positive","satama earned data management solutions competency   intelligence specialization recentlyvia  acquisition  fimentor oy .",0.2,1,0.586
364,"positive"," purchase agreement  7,200 tons  gasoline  delivery   hamina terminal ,  ,  signed  neste oil oyj   average platts index   september plus eight us dollars per month .",0.2,1,0.494
365,"neutral","nokia will provide indosat turnkey services , including civil works , network planning , implementation  integration   wcdma 3g-hspa network .",0,1,0
366,"neutral"," aim   ceo 's q& sessions   give  clarity  information ,    made public already earlier .",0.4,0,0.402
367,"neutral","  ,  space  blond wood floors ( unlike  rest   store )   notably scandinavian vibe .",0,1,0
368,"neutral"," six agreements    's first customer acquisitions  india since taking  tvs electronics ' contract manufacturing facility  jun 2007 .",0,1,0.273
369,"negative","performance  2006  impacted   consolidation trend   telecom sector   overall  structural changes   contract manufacturing market  telecommunications technology  industrial electronics .",0,1,0
370,"neutral"," agreement includes application maintenance  support services .",0.3,1,0.71
371,"neutral"," order  related  renewing  network   telecommunications operator .",0,0,0
372,"positive","comparable operating  totaled  854mn ,    730mn  2004 .",0,0,0
373,"neutral","completion   transaction  subject   final agreement   due diligence process .",0.2,1,0.494
374,"neutral"," result  taxes   loss  25.0  euros .",-0.6,-1,-0.318
375,"neutral","currently , yit builds  housing estate zapadnye vorota 26,000 square metres   city   house 9,910 square metres ,  will  completed   end   .",0,0,0
376,"negative","  national carrier said  loss  april  june  euro26  ,       euro13   year earlier .",-0.6,-1,-0.318
377,"positive","  appointment kaupthing bank aims   co-ordinate capital markets activities within  group   improve  overall service  clients .",0.4,1,0.44
378,"neutral"," retail chain launched  2007   correspond     forecasts    .",0.2,0,0.128
379,"neutral","capitex kalmar will continue   responsible   maintenance  technical development   services .",0.4,1,0.318
380,"neutral","glaston also  efficiency measures    units .",0,1,0.361
381,"neutral","    divested generates consolidated     60  annually  currently   640 employees .",0,1,0
382,"neutral","igor  oleg yankov ,  currently manage moron  vitim , will hold onto  25 % stake  now .",-0.6,-1,-0.494
383,"neutral"," stonegate product family  designed  provide  full benefits   unified management system including shared logging , reporting  auditing .",0.267,1,0.765
384,"neutral"," reductions will  implemented immediately , beginning  october  .",0,0,0
385,"neutral"," meeting   media  analysts will  held    day  10:30 .m.  stonesoft headquarters  helsinki , italahdenkatu 22 .  interim report will  presented  stonesoft 's ceo ilkka hiidenheimo .",0,0,0
386,"negative","altogether finnair  canceled  500 flights    strike .",-0.2,0,-0.128
387,"neutral"," event can also  viewed   live webcast  www.cargotec.com .",0,0,0
388,"negative","   pharmaceutical  orion corporation omx helsinki : ornav said  wednesday 7 january    concluded  personnel negotiations    will reduce  number  personnel  205 .",0,0,0.077
389,"positive","``  design team  long admired marimekko 's vivid patterns  colors .",0.6,1,0.511
390,"neutral"," dialing  ,  participants  quote 877417  conference id .",0,0,0
391,"neutral","  specialises  temporary electrification  heating  construction sites .",0,0,0
392,"positive"," cutting  number  plants ,  group will trim fixed costs .",-0.2,-1,-0.052
393,"neutral","    poser ,  wants  impress people   latest handset .",0.6,1,0.44
394,"neutral"," addition , mids  always online  enable full internet browsing .",0,0,0
395,"positive"," addition , lehdentekijat oy will start producing  new membership magazine , viisas raha ( wise money )   association .",0,1,0.477
396,"neutral","argentine agricultural export  calafate  tapped compatriot firm finnegans   software solution ,  latter  said   statement .",0.2,0,0.318
397,"neutral","aker yards  will begin using chinese subcontractors    shipyards .",0,0,0
398,"neutral"," statutory negotiations  headquarters  part   decrease .",0,0,0
399,"neutral"," contract covers turnkey deliveries   five airports operated   authority -- john f kennedy , laguardia , newark , teterboro  stewart international .",0.2,0,0.077
400,"neutral"," committee proposes  following remuneration :  monthly remuneration   5,000   chairman ,  3,500   deputy chairman ,   2,500    board members .",0,0,0
401,"neutral","karachi , sept. 14 -- ixonos ,  world leader   development  integration  solutions  handheld devices , announced    implementing  touch screen mobile user interface solution   intel atom processor z6xx based smartphones .",0.2,1,0.459
402,"neutral"," newspaper 's best  asset  high quality journalism  journalistic content .",0.5,1,0.772
403,"positive","adp news - feb 25 ,  -  printed circuit board pcb maker aspocomp group oyj hel : acg1v said today  swung       300,000 usd 385,000  2008 versus   loss   65.3 ",-0.6,-1,-0.318
404,"neutral"," tools  specifically designed   needs     users  ict experts  mind .",0,1,0
405,"neutral"," firm 's services include copying , printing , cad-modelling , digital printing , scanning , sokopro project bank  courier services .",0,0,0
406,"neutral","headquartered   city ,    nearly 75 years old  focuses  science-based innovation  technology  environmental measurement .",0.2,1,0.382
407,"positive","revenues    time grew 14 percent  43  euros .",0,0,0
408,"negative","managing director 's comments : ``     first quarter  notably lower   year  , especially   , russia   baltic countries .",0,1,-0.296
409,"positive"," aktia group 's operating  rose   17.5    first quarter  2010   8.2    first quarter   .",0,0,0
410,"neutral","dragonfly love  another video shot  start  finish using  nokia n8 .",0.6,1,0.637
411,"positive"," price  logs  clearly improved    also  price  pulpwood  gone  .",0.3,1,0.7
412,"positive"," solutions will  used  upgrading  networks   russian mso  37 different cities  russia .",0.2,0,0.178
413,"neutral","   agreed    's board  directors   will  available   advisory role .",0.2,1,0.273
414,"negative","temporary lay-offs , affecting  entire workforce , will also  implemented .",0,0,0
415,"neutral","arena partners oy   development   electronic  .",0,1,0
416,"neutral","currently  terminator lures  produced   subcontract facility  mexico   manufacturing will  transferred  rapala 's factory  shenzhen , china .",0,-1,0
417,"neutral"," december , amer announced  dismissal  ceo roger talermo ,   headed   since 2006 .",0,-1,0
418,"neutral"," course ,  'll  direct access  nokia 's ovi store ,   'll  lots  fun downloading  favorite media .",0.6,1,0.743
419,"neutral","exel 's board  directors will propose  dividend  0.2 euro $ 0.3 per share  2006   annual general meeting  april 19 , 2007 .",0.2,0,0.296
420,"neutral"," appeal concerning  project   lodged   czech ministry   environment .",0,0,0
421,"negative"," fair value    's investment properties went    2.768 billion   end     2.916 billion  year earlier .",0.4,1,0.572
422,"neutral"," names   yet  released .",0,0,0
423,"neutral","biohit , inc. ,  expanded  mline family  pipettors   addition   new 1-10 ml volume range .",0,0,0
424,"positive","cargo volume grew  7 % .",0,0,0
425,"neutral"," nordic aluminium  starting employer-employee negotiations    concern  staff groups .",0,-1,0
426,"positive"," 50-50 joint venture ,   called nokia siemens networks , will  comprised  nokia 's network  group  siemens ' carrier-related operations , creating estimated synergies  1.5 billion euros ( $ 1.9 billion )  2010 , nokia said .",0,1,0.296
427,"neutral"," financial detail  available .",0,0,0
428,"neutral"," answers questions   many visitors conversations gets ,  big  team     problems   setting  social media channels .",-0.1,-1,-0.402
429,"neutral","elite residence tower ,  new development  tameer ,  located   heart  dubai marina .",0,0,0
430,"neutral","according  l+ænnen tehtaat 's ceo matti karppinen ,   aims  deliver fish products   customers  day earlier   currently  .",0,0,0
431,"neutral","welcome !",0.4,1,0.509
432,"positive","eps grew  0.04   0.02  .",0,0,0
433,"neutral","according   act , universities can now acquire private funding .",0,0,0
434,"negative","due   rapid decrease    , personnel reductions   carried    wider scale  initially expected .",0,0,0
435,"positive"," subscriptions increase cargotec 's share capital   27,060 .",0.2,0,0.542
436,"neutral"," impact   acquisition  teleste 's    2010  estimated   approximately  2  .",0,0,0
437,"neutral","incap estimates  will generate  revenue  10 mln euro ( $ 13.2 mln )   indian operations  2007 .",0,1,0
438,"neutral"," russian government will contribute 20 %   necessary funds ,  said .",0,0,0
439,"neutral","aspo 's    2006 totaled  225.9  .",0,0,0
440,"neutral","enclosed  affecto 's call  extraordinary general meeting   held  july 10th   main agenda   approve  authorization   board   proposed share issue related   component software acquisition ,   elect haakon skaarer   affecto board .",0.2,1,0.296
441,"neutral"," authorisation   force   end   next annual general meeting  repeals  authorisation  acquire  shares given   general meeting held  april 4 , 2007 .",0.2,-1,0.296
442,"negative","operating    fourth quarter went   eur3m  eur4 .2 m   corresponding period     included costs  growth projects .",0.4,0,0.382
443,"neutral"," repurchase   bonds  executed   open market  accordance  section 7 f   terms  conditions   convertible bonds .",0,1,0
444,"positive","  largest elevator market   world , chinese output  elevators continued  rise  262,000 units   ,   5 % yr--yr .",0,0,0
445,"neutral","  ,   will exit  contract manufacturing service segment .",0,0,0
446,"neutral"," value   confirmed aircraft orders totals  2bn .",0,1,0.34
447,"neutral"," combined capital   funds  expected    100mn-150mn .",0,0,0
448,"neutral","hkscan , headquartered  turku ,  ,   leading northern european food group  10,000 employees  nine countries .",0,0,0
449,"neutral"," ntsb said investigators  set  conduct sight distance tests  july 18 , using trains similar   involved   accident .",-0.4,-1,-0.477
450,"positive","tietoenator  uses nokia 's intellisync mobile suite 's wireless email , calendar ,  device management capabilities ,    will now extend  services   customers .",0.2,1,0.178
451,"negative","possible personnel reductions concern approximately 104 people .",0,-1,0
452,"neutral","  financial statement   first quarter  2010 , tikkurila  reported  discontinued operations .",0,0,0
453,"neutral","lights   curfew , curl    latest bestseller  treat  eyes   perfect reading light  luceplan .",0.6,1,0.751
454,"neutral"," server  responsible  managing devices  user accounts   desktop client application enables remote access   mobile phones .",0.4,1,0.318
455,"neutral","  second phase   new innova building , tecnopolis presence  jyvaskyla will increase   total  approximately 62,000 floor square meters .",0.2,0,0.318
456,"neutral","takoma will carry   transaction  acquiring  entire share capital  moventas parkano oy ,  runs  factory  parkano , southern  .",0.2,0,0.296
457,"neutral"," agreement includes  entire process  managing mercator 's supply chain   regions     currently present .",0.2,1,0.494
458,"positive"," prove  efficiency   china mobile system , rod baber ,  english climber , climbed   mount everest summit  successfully made calls .",0,1,0.691
459,"neutral"," new plant  planned    electricity generation capacity    350 megawatts ( mw )    heat generation capacity .",0,0,0
460,"negative","asian traffic declined  3.4 per cent .",0,0,0
461,"neutral"," exercise originated     early 1930s   training method  cross-country skiers .",0,0,0
462,"neutral"," met  located   central  district ( cbd )  bangkok .",0,0,0
463,"positive","clothing chain sepp+æl+æ 's   increased  7.0 %   30.8  .",0.2,0,0.273
464,"positive","`` leipurin   growing  rapidly internationalizing group .",0.2,0,0.178
465,"neutral","  result   cancellation ,  maximum increase  citycon 's share capital   basis   convertible bonds decreased   23,383,927.80   22,901,784.75 .",0.2,0,0.542
466,"neutral","glaston 's share gla1v  listed   nasdaq omx helsinki , mid cap list .",0.2,0,0.296
467,"positive","london marketwatch -- nokia nok said  's won  five-year services contract  run hutchison essar 's network operations  nine locations  india .",0.6,1,0.572
468,"neutral"," interchange  editors--chief   part  publisher 's goal  enhance job circulation   personnel groups .",0,1,0
469,"positive"," loss   third quarter  2007   0.3  smaller   loss   second quarter  2007 .",-0.6,-1,-0.557
470,"positive"," lifting equipment maker kone oyj said  october 4 , 2007  won  order worth 15 mln euro $ 21.2 mln  deliver  total  53 custom designed elevators  norwegian shipbuilder aker yards asa .",0.5,1,0.681
471,"positive","overall , 50 percent  respondents  confident   security  banking online .",0.4,1,0.681
472,"neutral","raisio   site   main production plants  well   headquarters .",0,1,0.273
473,"positive","finnair expands : finnair plans  add  flights  routes  hong kong , india  russia .",0.2,0,0.103
474,"neutral","one   headboxes will  equipped   modern consistency control system  ensure cross machine profile   plasterboard ,  said   statement received  lesprom network .",0.2,1,0.382
475,"neutral","talentum acquired  47.5 pct stake  varesvuo partners  1997   remaining  2002  2005 .",0,1,0
476,"neutral"," use  validation rule base enables verifying  processing rule bases managed  different administrators fulfil  set requirements .",0,1,0
477,"neutral","also  traditional grapevine carries  lot  weight .",0,0,0
478,"negative","raw materials prices  surged   past year , fueled  part    rapid industrialization  china , india   developing nations .",0,0,0
479,"neutral"," corresponds  6.81 percent  okmetic 's share capital  voting rights .",0.2,1,0.296
480,"neutral","honka 's subsidiaries  france  germany will also benefit  ,  example , arranging customer events  conjunction  world cup skiing competitions .",0.4,1,0.459
481,"neutral"," structures bim ( building information modeling ) software  tekla ,  model-based software provider ,   adopted   construction management  delivery   university project  abu dhabi .",0,1,0
482,"neutral","  said   results   third quarter   include non-recurring items .",0,0,0
483,"neutral","nordstjernan will make  offer  approximately one month ,  september 2007 .",0,0,0
484,"positive"," recent months , capman  taken significant steps  simplify  operations , ceo lennart simonsen said .",0.2,1,0.202
485,"neutral"," line 4 will run fully underground  will comprise 10 stations  will  executed  two implementation stages .",0,0,0
486,"neutral"," group 's   balanced   broad portfolio  sports  presence   major markets .",0,1,0
487,"neutral"," will  return flights  stuttgart every morning ,  well  evening departures  thursdays , fridays  sundays .",0,1,0.273
488,"neutral","-based companies , l+ænnen tehtaat  raisio ,  decided  dissolve  joint venture  zao scandic feed ,   established  start local animal feed   feed production  northwest russia .",0,0,0
489,"positive","sponda plc stock exchange release 5 december 2006  15.45  1.5 billion syndicated credit facility  sponda sponda  signed  agreement   one-year syndicated credit facility   total   1.5 billion .",0.2,1,0.813
490,"neutral","south america  asia   promising markets .",0,0,0.402
491,"positive","however ,  returned  growth  april-june 2010 , ceo pekka eloholma said .",0.4,0,0.382
492,"neutral","teleste  set   1954   divided  broadband cable networks  video networks  areas .",0,-1,0
493,"neutral","ssh communications security corporation  headquartered  helsinki ,  .",0,0,0.34
494,"neutral"," value   contracts    3.3  .",0,0,0.34
495,"neutral","antniemi refuted  report    daily turun sanomat      reorganizing  operations   baltic countries .",0,0,0
496,"negative"," high court    fined seven local asphalt companies     lion ( $ 117  )  operating  cartel .",0,0,0
497,"positive"," bank  +_land 's consolidated  operating  increased   4.8    first quarter  2005   6.4    first quarter  2006 .",0.2,1,0.273
498,"negative","korhonen  dismissed   post  editor  chief   group 's newspaper lapin kansa  december 2008 .",0,-1,0
499,"neutral"," allows devices   mobile phones  become   millimetres thinner .",0,0,0
500,"neutral","capman ,  offices  helsinki , stockholm , copenhagen  oslo , manages nordic buyout , mezzanine , technology , life science  real estate funds  approximately eur2 .6 bn  total capital .",0,1,0
501,"positive"," far , mr. galvan    able  avoid laying  workers .",-0.2,-1,-0.296
502,"positive","18 may 2010 -  electronics producer elcoteq se hel : elqav said today    signed  extensive cooperation agreement  industrialisation , manufacturing , distribution  -market services  mobile phones  japan 's sharp tyo : 6753 .",0.2,1,0.494
503,"neutral","financialwire tm    press release service ,  receives  compensation   news , opinions  distributions .",0,1,0
504,"neutral","following  registration ,  number  issued  outstanding shares  basware  12,890,829 .",0.6,1,0.758
505,"positive","grapevine city officials  september approved $ 35   tax rebates  grants   expansion .",0.3,1,0.572
506,"neutral","  operates power plants   tyumen  chelyabinsk regions    khanty-mansi autonomous district .",0,1,0
507,"positive","via  satlan acquisition , teleste plans   expand  market presence   video services partner  cable operators , broadcasters  iptv service providers .",0.2,1,0.318
508,"positive","incap contract manufacturing services private limited  inked agreements  six new customers  india .",-0.2,0,0.052
509,"neutral"," total value   contract    8  .",0,0,0.401
510,"neutral","global markets direct 's pohjola bank plc - financial analysis review   -depth  , financial analysis  pohjola bank plc. .",0,0,0
511,"negative"," repurchases shall decrease  distributable capital  reserves .",0,0,0
512,"neutral","alexandria , va. , dec. 22 -- united states patent . 7,854,608 , issued  dec. 21 ,  assigned  outotec oyj ( espoo ,  ) .",0.2,1,0.421
513,"neutral"," newly-completed allure   seas   identical sister ship , oasis   seas ,   completed last year   world 's largest cruise ships .",0,1,0
514,"neutral","  ev3 devices  involved   action .",0,0,0
515,"neutral"," share capital  biotie therapies corp. constitutes 90,211,860 shares   aggregate   number  voting rights attached   shares amounts  90,211,860 .",0.2,1,0.71
516,"neutral"," group ,      235    , employs   2 000 people  33 countries .",0,0,0
517,"negative","pretax  decreased  37 %   193.1    305.6  .",0,0,0
518,"positive","based  strong customer interest  feedback , using rpm mobile phone manufacturers , operators , enterprises  developer forums can significantly increase  product  service quality , user-experience  cost-efficiency '' , tulonen continues .",0.267,1,0.822
519,"neutral","rosa  one   best-known duckburg illustrators .",0,0,0
520,"neutral","results  expected late  2006 .",0,0,0
521,"positive"," new factory working model  reorganisations  decrease nokian tyres ' costs   factory   30  ( usd 38.7 m ) .",0,0,0
522,"neutral"," german subsidiary will produce software development services  ixonos telecommunications  unit 's client projects .",0,0,0
523,"neutral","  result ,  number  personnel   will  reduced  158 .",0,0,0.077
524,"positive","  's   rose 11.4 %   year  82.2  euros  2005    686.5  euros , 13.8 %    year ,   said earlier .",0,0,0
525,"negative"," tightened competition situation   production automation market  affected    2006 , cencorp said .",-0.2,-1,-0.153
526,"neutral","  says   difficult  estimate  market situation   whole year  .",-0.2,-1,-0.361
527,"neutral","-  ,   growth  cars considerably influence   tires market '' .",0.4,0,0.382
528,"positive"," projected revenue  $ 2.2 billion  $ 2.3 billion , slightly higher  analyst estimates  $ 2.19 billion .",0,0,0
