"token","vader","n"
"convincing",1,1
"cookbooks",0,1
"cooked",0,1
"cookies",0,1
"cooks",0,1
"cooper's",0,1
"coordinate",0,1
"coordinates",0,1
"coos",0,1
"cooties",0,1
"cope",0,1
"copes",0,1
"copyright",0,1
"corace's",0,1
"coral",0,1
"coralline",0,1
"cord",0,1
"cornewell",0,1
"correction",0,1
"correctly",0,1
"correspondence",0,1
"corresponds",0,1
"corrupt",0,1
"cosplaying",0,1
"costs",0,1
"costumes",0,1
"cot",0,1
"cottages",0,1
"cotton",0,1
"couch",0,1
"coughing",0,1
"counseling",0,1
"counted",0,1
"countered",0,1
"counterpoint",0,1
"county",0,1
"couplets",0,1
"court",0,1
"coverage",0,1
"covering",0,1
"coville",0,1
"cow",0,1
"cowboys",0,1
"cowed",0,1
"coybowles.com",0,1
"coyote",0,1
"crackling",0,1
"crafted",0,1
"crafters",0,1
"crafts",0,1
"cram",0,1
"cranston",0,1
"crass",0,1
"crate",0,1
"crates",0,1
"crave",0,1
"crawl",0,1
"crawling",0,1
"crawls",0,1
"creatively",1,1
"creativity",1,1
"creep",0,1
"creeper",0,1
"creeps",0,1
"creme",0,1
"crenshaw",0,1
"crescendo",0,1
"crevice",0,1
"cries",-1,1
"criminally",0,1
"cringe",0,1
"critics",-1,1
"critters",0,1
"croaked",0,1
"crook",0,1
"crop",0,1
"crops",0,1
"crossdressing",0,1
"crossing",0,1
"crucial",0,1
"cruelty",-1,1
"crumbs",0,1
"crushing",-1,1
"cuban",0,1
"cubbies",0,1
"cubes",0,1
"cuddlebun",0,1
"cuff",0,1
"culinary",0,1
"culminating",0,1
"culprits",0,1
"cult",0,1
"cumulative",0,1
"cunning",0,1
"cup",0,1
"cupboard",0,1
"curled",0,1
"current",0,1
"curricular",0,1
"cursive",0,1
"curtains",0,1
"curtin",0,1
"cusp",0,1
"cutout",0,1
"cutouts",0,1
"cutting",-1,1
"cuz",0,1
"cycle",0,1
"d'aulaires",0,1
"dachshund",0,1
"dads",0,1
"dain",0,1
"dalia",0,1
"dalia's",0,1
"dam",0,1
"dan",0,1
"dana",0,1
"danced",0,1
"dancer",0,1
"dancers",0,1
"dangerously",-1,1
"dani",0,1
"dani'so",0,1
"daniele",0,1
"danielle",0,1
"danny",0,1
"danse",0,1
"dapple",0,1
"darkest",-1,1
"darkness",-1,1
"darlingest",0,1
"darn",0,1
"darnedest",0,1
"darsee's",0,1
"dastardly",0,1
"daunted",0,1
"dawtur",0,1
"daycare",0,1
"daydreaming",0,1
"daylight",0,1
"deadly",0,1
"dealer",0,1
"dealings",0,1
"dean",0,1
"dearly",1,1
"deathly",0,1
"debris",0,1
"debt",-1,1
"decanter",0,1
"deceiving",-1,1
"deceptive",0,1
"deciding",0,1
"declaring",0,1
"decorate",0,1
"decorations",0,1
"deductive",0,1
"dee",0,1
"deeds",0,1
"deemed",0,1
"deepening",0,1
"deerest",0,1
"deets",0,1
"defeats",-1,1
"defense",1,1
"defies",0,1
"definable",0,1
"definatly",0,1
"definition",0,1
"deformed",0,1
"degennaro",0,1
"degrading",-1,1
"delectable",1,1
"deleting",0,1
"deliberately",0,1
"delicate",1,1
"delighted",1,1
"delightfully",1,1
"delivery",0,1
"delphin",0,1
"demand",-1,1
"demands",0,1
"demise",0,1
"demographic",0,1
"demolished",0,1
"demonstrate",0,1
"demonstrated",0,1
"demonstrates",0,1
"demure",0,1
"denizen",0,1
"denser",0,1
"dentist",0,1
"depaola's",0,1
"departure",0,1
"dependable",0,1
"depended",0,1
"depiction",0,1
"depicts",0,1
"depression",-1,1
"deranged",0,1
"descendents",0,1
"descriptive",0,1
"deserved",0,1
"designated",0,1
"designers",0,1
"desparate",0,1
"desperation",-1,1
"despise",-1,1
"dessert",0,1
"desserts",0,1
"destination",0,1
"destiny",0,1
"destroy",-1,1
"destroyed",-1,1
"detach",0,1
"detachment",0,1
"deter",0,1
"detours",0,1
"devastated",-1,1
"devastating",-1,1
"develops",0,1
"devices",0,1
"devised",0,1
"devon",0,1
"devoted",1,1
"devotion",1,1
"devoured",0,1
"diagrams",0,1
"diamond",1,1
"diamonds",0,1
"diana",0,1
"diaphanous",0,1
"diatribe",0,1
"dicamillo",0,1
"dick",-1,1
"dickinson",0,1
"dickinson's",0,1
"dickon",0,1
"dictionary",0,1
"didnt",0,1
"diet",0,1
"diferente",0,1
"differen't",0,1
"difference",0,1
"differentiation",0,1
"differing",0,1
"difficulty",-1,1
"diffusibility",0,1
"digress",0,1
"dilema",0,1
"diligently",0,1
"dim",0,1
"dime",0,1
"dimension",0,1
"diminished",0,1
"diners",0,1
"dinners",0,1
"dino",0,1
"dinosaurs",0,1
"diorama",0,1
"dipping",0,1
"directed",0,1
"disabilities",0,1
"disability",0,1
"disapointed",0,1
"disappearing",0,1
"disasterous",0,1
"disasters",-1,1
"discard",-1,1
"discarded",-1,1
"discipline",0,1
"disclaimer",0,1
"disconcerting",0,1
"discourage",-1,1
"discovery",0,1
"discreet",0,1
"discrepancy",0,1
"discrimination",0,1
"discussed",0,1
"discusses",0,1
"disfunctional",0,1
"disgrace",-1,1
"disguised",-1,1
"disguises",-1,1
"disgusting",-1,1
"dislikeeric",0,1
"disobedience",0,1
"disorienting",0,1
"dispel",0,1
"dispensation",0,1
"displaced",0,1
"displayed",0,1
"disposal",0,1
"disrupted",0,1
"disrupts",0,1
"dissect",0,1
"dissolves",0,1
"distance",0,1
"distances",0,1
"distinct",0,1
"distinction",0,1
"distinctive",0,1
"distinctly",0,1
"distinguish",0,1
"distinguished",0,1
"distort",-1,1
"distracts",-1,1
"distribution",0,1
"district",0,1
"disturbed",-1,1
"disturbs",-1,1
"ditch",0,1
"ditching",0,1
"diterlizzi",0,1
"diverse",0,1
"diverting",0,1
"dives",0,1
"divided",0,1
"diving",1,1
"dodgeball",0,1
"dodging",-1,1
"doesnt",0,1
"doh",0,1
"doll's",0,1
"dollar",0,1
"dolphins",0,1
"domains",0,1
"domesticity",0,1
"donna",0,1
"donned",0,1
"dont",0,1
"donuthead",0,1
"doomsday",-1,1
"doover",0,1
"dork",-1,1
"dorks",-1,1
"dorothy",0,1
"dos",0,1
"dot",0,1
"dough",0,1
"downer",0,1
"downgraded",0,1
"download",0,1
"downloaded",0,1
"downplay",0,1
"downplayed",0,1
"dozens",0,1
"dracula",0,1
"drag",-1,1
"dragontales",0,1
"drags",-1,1
"drank",0,1
"dreadfuls",-1,1
"dreamingly",0,1
"dreamlike",0,1
"dreamy",0,1
"dreary",-1,1
"drenched",0,1
"drew's",0,1
"drip",0,1
"drive",0,1
"drivel",0,1
"drivers",0,1
"drives",0,1
"drooping",0,1
"drop",-1,1
"dropped",0,1
"droppings",0,1
"drove",0,1
"drover's",0,1
"drowning",0,1
"drowns",-1,1
"drowsy",0,1
"drugs",0,1
"drums",0,1
"drunk",-1,1
"ducks",0,1
"duet",0,1
"duh",0,1
"dullness",-1,1
"dump",-1,1
"dumpsford",0,1
"dunes",0,1
"dunn",0,1
"dunno",0,1
"durable",0,1
"durham",0,1
"dusk",0,1
"dusty",0,1
"dutifully",0,1
"dvd",0,1
"dwellers",-1,1
"dwellings",0,1
"dwindling",0,1
"dynasty",0,1
"dysfunctional",0,1
"dyslexic",0,1
"dystopia",0,1
"e's",0,1
"eagerness",1,1
"eagles",0,1
"eared",0,1
"earhart",0,1
"earned",0,1
"earning",0,1
"ears",0,1
"ease",1,1
"easiest",1,1
"easilly",0,1
"easter",0,1
"eastman",0,1
"ec",0,1
"eccentric",0,1
"echoes",0,1
"eco",0,1
"ed",0,1
"edelweiss",0,1
"edgar",0,1
"edge",0,1
"edgy",0,1
"editions",0,1
"editor",0,1
"editorial",0,1
"edo",0,1
"educate",0,1
"educator",0,1
"edward",0,1
"edward's",0,1
"ee",0,1
"eeewww",0,1
"eel",0,1
"eerdmans",0,1
"eesh",0,1
"effed",0,1
"effortlessly",0,1
"ehh",0,1
"ehlert",0,1
"ehlert's",0,1
"eighteen",0,1
"elaborate",0,1
"elated",1,1
"elders",0,1
"electricity",0,1
"elenna",0,1
"elephant's",0,1
"elephantine",0,1
"elevate",0,1
"eleventh",0,1
"elf",0,1
"elisabet's",0,1
"elkerton",0,1
"ellis",0,1
"elmo",0,1
"eloise",0,1
"eloping",0,1
"eloquent",0,1
"elsa",0,1
"else's",0,1
"eluded",0,1
"eludes",0,1
"emailed",0,1
"embark",0,1
"embarks",0,1
"embarrassing",-1,1
"embedded",0,1
"embrace",1,1
"embraced",0,1
"embraces",0,1
"emerald",0,1
"emerge",0,1
"emergency",-1,1
"emma",0,1
"emmerich",0,1
"emo",0,1
"empathize",0,1
"empathy",0,1
"emphasize",0,1
"emphasizes",0,1
"emphasizing",0,1
"employee",0,1
"employees",0,1
"employment",0,1
"emulate",0,1
"emulated",0,1
"en",0,1
"encroaches",0,1
"encyclopedic",0,1
"endangered",0,1
"endeavor",0,1
"endgame",0,1
"endless",0,1
"endorsement",1,1
"endowed",0,1
"enduring",0,1
"enemies",-1,1
"enforces",0,1
"engagingly",1,1
"engineer",0,1
"engineers",0,1
"engrossed",1,1
"enhance",0,1
"enik",0,1
"enlightened",1,1
"enormous",0,1
"enraged",-1,1
"ensnare",0,1
"entering",0,1
"entertains",1,1
"enthusiasm",1,1
"enthusiast",1,1
"enthusiastic",1,1
"enthusiastically",1,1
"entice",0,1
"entrace",0,1
"entrance",0,1
"entrapped",0,1
"entry",0,1
"environmentalism",0,1
"envisioning",0,1
"envy",-1,1
"epic",0,1
"epilogue",0,1
"epistolary",0,1
"equine",0,1
"equipment",0,1
"era",0,1
"eragon",0,1
"eric's",0,1
"erin",0,1
"erlan",0,1
"ermine",0,1
"ernest",0,1
"erosion",0,1
"escapades",0,1
"escapes",1,1
"escapism",0,1
"esme's",0,1
"esol",0,1
"esoteric",0,1
"espect",0,1
"espouses",0,1
"essence",0,1
"essential",0,1
"est",0,1
"established",0,1
"establishing",0,1
"esteem",0,1
"eta",0,1
"ethereal",0,1
"ethinicity",0,1
"ethnicities",0,1
"eunice",0,1
"euphoria",1,1
"eustace",0,1
"evacuated",0,1
"evaporated",0,1
"eve",0,1
"evenings",0,1
"everlasting",0,1
"everyman",0,1
"everything's",0,1
"everytime",0,1
"evidently",0,1
"evokes",0,1
"evoking",0,1
"evolution",0,1
"evolve",0,1
"evolved",0,1
"ew",0,1
"ewww",0,1
"exacerbated",0,1
"exacts",0,1
"exageration",0,1
"exaggerated",-1,1
"exasperated",-1,1
"exasperation",0,1
"exceeded",0,1
"exceeding",0,1
"excess",0,1
"excesses",0,1
"excessive",0,1
"excruciating",-1,1
"excused",0,1
"execrable",0,1
"execute",0,1
"exerted",0,1
"exhausted",-1,1
"exhausting",-1,1
"exhaustion",-1,1
"exhibits",0,1
"existing",0,1
"exists",0,1
"exotic",0,1
"expansion",0,1
"expects",0,1
"expelling",-1,1
"experimental",0,1
"experimented",0,1
"experiments",0,1
"expertly",0,1
"experts",0,1
"expiration",0,1
"explanatory",0,1
"expletives",0,1
"explicit",0,1
"exploiting",-1,1
"expressed",0,1
"expressing",0,1
"expressive",0,1
"exquisite",0,1
"extended",0,1
"extensively",0,1
"extinction",0,1
"exuberant",1,1
"eyebrows",0,1
"fablehaven",0,1
"facebook",0,1
"faced",0,1
"facilitate",0,1
"fad",1,1
"fail",-1,1
"fairness",0,1
"fairtytale",0,1
"fairyland",0,1
"fairytales",0,1
"fakeness",0,1
"familial",0,1
"familiarize",0,1
"famine",0,1
"fanastic",0,1
"fancied",0,1
"fang",0,1
"fantasies",0,1
"farley",0,1
"farrell's",0,1
"farther",0,1
"fashions",0,1
"faster",0,1
"fatal",-1,1
"fate",0,1
"fatherless",0,1
"fathom",0,1
"fatso",0,1
"faucets",0,1
"faulty",-1,1
"faves",0,1
"favourite's",0,1
"favourites",0,1
"fearing",-1,1
"fearless",1,1
"febualae",0,1
"fecal",0,1
"fed",0,1
"federle's",0,1
"feeble",-1,1
"feh",0,1
"fella",0,1
"fells",0,1
"feluda",0,1
"feral",0,1
"ferosheratin",0,1
"ferrell",0,1
"ferryport",0,1
"festival",1,1
"festivals",1,1
"fetch",0,1
"fetched",0,1
"feud",-1,1
"fewer",0,1
"fiance",0,1
"fibber",0,1
"fictionalised",0,1
"fictionland",0,1
"fiend",0,1
"fiercest",0,1
"fifteen",0,1
"fighters",-1,1
"fignizzi",0,1
"figurative",0,1
"figuratively",0,1
"files",0,1
"filing",0,1
"fillers",0,1
"films",0,1
"filth",0,1
"finale",0,1
"findus",0,1
"finely",0,1
"finest",0,1
"finger",0,1
"finishes",0,1
"fink",0,1
"firecrackers",0,1
"fireflies",0,1
"firmly",0,1
"firstly",0,1
"firstplace",0,1
"fiscally",0,1
"fishbone's",0,1
"fisher",0,1
"fitting",0,1
"fitz's",0,1
"fitzgerald's",0,1
"fitzhugh",0,1
"fixation",0,1
"fixations",0,1
"fixed",0,1
"flap",0,1
"flapjack",0,1
"flaps",0,1
"flashes",0,1
"flea",0,1
"flee",0,1
"fleece",0,1
"flick",0,1
"flies",0,1
"flight",0,1
"flimsy",0,1
"flinching",0,1
"fling",0,1
"flippin",0,1
"flipping",0,1
"flipside",0,1
"flirting",1,1
"flittered",0,1
"floorboards",0,1
"florida",0,1
"flowing",0,1
"fluttering",0,1
"foal",0,1
"focusing",0,1
"foie",0,1
"foil",0,1
"folktales",0,1
"follower",0,1
"folly",0,1
"fondling",0,1
"fondly",1,1
"foodie",0,1
"foodtrip",0,1
"fooled",-1,1
"foolish",-1,1
"footman",0,1
"footsteps",0,1
"forbidding",-1,1
"forceful",0,1
"foreground",0,1
"forehead",0,1
"foreign",0,1
"forgetting",0,1
"forgivable",1,1
"forgive",1,1
"fork",0,1
"formative",0,1
"formatted",0,1
"formatting",0,1
"forms",0,1
"formulas",0,1
"formulated",0,1
"formulating",0,1
"fortunate",1,1
"forty",0,1
"foster's",0,1
"fountain",0,1
"four's",0,1
"fowlers",0,1
"fox's",0,1
"foxes",0,1
"fragile",0,1
"fragmented",0,1
"frail",0,1
"framed",0,1
"frames",0,1
"francisci",0,1
"frank",0,1
"frayed",0,1
"frazzled",0,1
"freaked",-1,1
"freaks",-1,1
"freakshow",0,1
"freckleface's",0,1
"freddy",0,1
"freedom",1,1
"freedoms",1,1
"freeing",1,1
"freestyle",1,1
"frenzy",-1,1
"frequent",0,1
"freud",0,1
"frida",0,1
"frigate",0,1
"frighten",-1,1
"frightened",-1,1
"frills",0,1
"frilly",0,1
"frontier",0,1
"frown",0,1
"frozen",0,1
"frugal",0,1
"fruit",0,1
"fry",0,1
"fucking",0,1
"fudge",0,1
"fulfill",1,1
"fulfilled",1,1
"fullcast",0,1
"function",0,1
"functioning",0,1
"fundamental",0,1
"fundamentally",0,1
"funeral",-1,1
"funky",-1,1
"furia",0,1
"furious",-1,1
"furrier",0,1
"fyi",1,1
"fyleman's",0,1
"gaarder",0,1
"gabbana",0,1
"gabbing",0,1
"gabe's",0,1
"gag",-1,1
"gail",0,1
"gaiman's",0,1
"gained",1,1
"gal",0,1
"galleys",0,1
"gang",0,1
"garnering",0,1
"gary",0,1
"gaston",0,1
"gather",0,1
"gathered",0,1
"gathers",0,1
"gatos",0,1
"gatsby",0,1
"gay",0,1
"geared",0,1
"gel",0,1
"generalized",0,1
"generated",0,1
"generating",0,1
"generosity",1,1
"genetics",0,1
"genious",0,1
"genius",0,1
"gentleman",0,1
"gently",1,1
"georgia",0,1
"gergely",0,1
"german",0,1
"geyser",0,1
"ghanada",0,1
"giants",0,1
"gibbering",0,1
"gifted",0,1
"giggled",1,1
"giggling",1,1
"gingerbread",0,1
"ginnie's",0,1
"gladly",1,1
"glance",0,1
"glasser",0,1
"gleaning",0,1
"glee",1,1
"glibly",0,1
"glimpse",0,1
"glitz",0,1
"globalization",0,1
"glorious",1,1
"glory",1,1
"glossed",0,1
"glossing",0,1
"glued",0,1
"glutton",0,1
"gnome",0,1
"goats",0,1
"goble's",0,1
"goblin",0,1
"godden",0,1
"goddess",0,1
"goin",0,1
"gold",0,1
"goldman",0,1
"golds",0,1
"golf",0,1
"golly's",0,1
"goodall",0,1
"goodbye",0,1
"goodwill",0,1
"goody",0,1
"goofiness",0,1
"goom'pa's",0,1
"gore",0,1
"gorilla's",0,1
"gosh",0,1
"gotheftosleep",0,1
"gouache",0,1
"gould's",0,1
"govern",0,1
"grabs",0,1
"gracious",1,1
"graded",0,1
"gradual",0,1
"graduate",0,1
"graduating",0,1
"graduation",0,1
"grammatical",0,1
"grand",1,1
"granddaughters",0,1
"grandfather's",0,1
"grandfathers",0,1
"grandkids",0,1
"grandma's",0,1
"grandmas",0,1
"grandmother's",0,1
"graphing",0,1
"gras",0,1
"grass",0,1
"grasshopper",0,1
"grated",0,1
"gratitude",1,1
"graveyard",-1,1
"gray's",0,1
"greece",0,1
"greed",-1,1
"greedy",-1,1
"greenwald",0,1
"greenwillow",0,1
"greet",1,1
"greeted",1,1
"greeting",1,1
"greets",1,1
"greg's",0,1
"gregory",0,1
"greta",0,1
"gretel",0,1
"griffins",0,1
"grimloch",0,1
"grimy",-1,1
"gripping",0,1
"gritty",0,1
"groan",0,1
"groaning",0,1
"groaningly",0,1
"groat's",0,1
"grossest",-1,1
"grossing",-1,1
"grouchy",-1,1
"grove",0,1
"grover",0,1
"growling",0,1
"gruff",0,1
"grumbling",0,1
"grumply",0,1
"guard",0,1
"guatemalan",0,1
"guessing",0,1
"guglione",0,1
"guided",0,1
"guideline",0,1
"guides",0,1
"guilt",-1,1
"guinea",0,1
"gulliver's",0,1
"gushing",0,1
"gust",0,1
"guten",0,1
"guys",0,1
"gym",0,1
"habits",0,1
"hades",0,1
"hague's",0,1
"hairy",0,1
"haley's",0,1
"halfpott",0,1
"hallows",0,1
"halls",0,1
"hallway",0,1
"hammocks",0,1
"handful",0,1
"handles",0,1
"handling",0,1
"handmade",0,1
"handsome",1,1
"handwritten",0,1
"hanger",0,1
"happenings",0,1
"happens.just",0,1
"harassment",-1,1
"hardcore",0,1
"hardship",-1,1
"hardships",0,1
"hardy",1,1
"hare's",0,1
"harold",0,1
"harris",0,1
"harrowing",0,1
"harvesters",0,1
"hasbro",0,1
"hashanah",0,1
"hat",0,1
"hatched",0,1
"hatches",0,1
"hatchet",0,1
"hating",-1,1
"hatted",0,1
"haul",0,1
"havoc",-1,1
"hawk",0,1
"hawthorne's",0,1
"hazel's",0,1
"heading",0,1
"headings",0,1
"headmistress",0,1
"heal",0,1
"healthier",0,1
"heaping",0,1
"heaps",0,1
"heartbroken",-1,1
"heartily",0,1
"heartland",0,1
"heavens",1,1
"hecate",0,1
"hedge",0,1
"hedgehog",0,1
"hedgie",0,1
"heh",-1,1
"hehehehe",0,1
"heinze's",0,1
"heirloom",0,1
"helen",0,1
"hellion",0,1
"helmet",0,1
"helplessly",-1,1
"helquist",0,1
"henchmen",0,1
"henry's",0,1
"hens",0,1
"hercule",0,1
"herd",0,1
"heroes",1,1
"heroism",1,1
"herve",0,1
"herz",0,1
"hiber",0,1
"highlighting",0,1
"hight",0,1
"hijinks",0,1
"hike",0,1
"hinge",0,1
"hinges",0,1
"hinting",0,1
"hippos",0,1
"hire",0,1
"hired",0,1
"historic",0,1
"hitler",0,1
"hitting",0,1
"ho",0,1
"hobbit",0,1
"hobby",0,1
"holders",0,1
"holidays",1,1
"hollers",0,1
"holly's",0,1
"homage",0,1
"homerun",0,1
"homes",0,1
"homeschooled",0,1
"homeschoolers",0,1
"homey",0,1
"homonyms",0,1
"homophones",0,1
"honey",0,1
"honorary",1,1
"honored",1,1
"honoring",1,1
"hood",0,1
"hooked",0,1
"hooray",1,1
"hop",0,1
"hopped",0,1
"horacek",0,1
"hordes",0,1
"horizon",0,1
"horrid",-1,1
"houdini",0,1
"hound",0,1
"hounded",0,1
"house's",0,1
"housecleaning",0,1
"households",0,1
"housemates",0,1
"housing",0,1
"howie",0,1
"howver",0,1
"htat",0,1
"https",0,1
"huggers",1,1
"hugs",1,1
"hum",0,1
"humanoid",0,1
"humbug",0,1
"humdrum",0,1
"humiliate",-1,1
"humiliates",-1,1
"humiliating",-1,1
"humming",0,1
"hunched",0,1
"hundred",0,1
"hunger",-1,1
"hunter's",0,1
"hurdles",0,1
"hurry",0,1
"hurtful",-1,1
"hybrid",0,1
"hyman",0,1
"hype",0,1
"hyper",0,1
"hypnotizing",0,1
"hypothetical",0,1
"i.b",0,1
"iconic",0,1
"idealized",1,1
"identical",0,1
"identification",0,1
"identified",0,1
"idiots",0,1
"idly",0,1
"igloo",0,1
"ignatow",0,1
"ignited",0,1
"ignorant",-1,1
"ignorantly",-1,1
"ignores",-1,1
"ii",0,1
"ike",0,1
"illegal",-1,1
"illegally",0,1
"illuminate",0,1
"illustrators",0,1
"ilovethisbook",0,1
"imaginings",0,1
"imbecile",-1,1
"imitation",0,1
"immigrant",0,1
"immortality",0,1
"imo",0,1
"impart",0,1
"imparted",0,1
"imparting",0,1
"impatience",-1,1
"imperial",0,1
"imperialism",0,1
"implausibilities",0,1
"implausibility",0,1
"implied",0,1
"importantly",1,1
"impossibles",0,1
"impossibly",0,1
"imprints",0,1
"imprisoned",-1,1
"improved",1,1
"impulsive",0,1
"inaccuracy",0,1
"inappropriate",0,1
"inca's",0,1
"incarnation",0,1
"incarnations",0,1
"incinerate",0,1
"incites",0,1
"inclination",0,1
"inclusive",0,1
"incomprehensible",0,1
"inconclusive",0,1
"inconsequential",0,1
"incorporated",0,1
"increases",0,1
"increasing",0,1
"incredulous",0,1
"independence",0,1
"indescribably",0,1
"index",0,1
"indiana",0,1
"indication",0,1
"indicator",0,1
"indirect",0,1
"individually",0,1
"individuals",0,1
"indulging",0,1
"inevitably",0,1
"infant",0,1
"infantilizes",0,1
"inference",0,1
"infinitely",0,1
"inflate",0,1
"inflated",0,1
"inflation",0,1
"informal",0,1
"informational",0,1
"informed",0,1
"ingenious",0,1
"ingenuity",0,1
"inhabitants",0,1
"inhale",0,1
"initial",0,1
"initiated",0,1
"injustice",-1,1
"inkheart",0,1
"innovative",1,1
"inquisitive",1,1
"insert",0,1
"inset",0,1
"insidiousness",0,1
"insight",0,1
"insinuating",0,1
"insisted",0,1
"insisting",0,1
"insomnia",0,1
"inspirational",1,1
"inspiratonal",0,1
"instagram",0,1
"install",0,1
"installation",0,1
"instant",0,1
"instruction",0,1
"instructive",0,1
"instruments",0,1
"insufficient",0,1
"insufficiently",0,1
"insulting",-1,1
"insults",-1,1
"intellectual",1,1
"intend",0,1
"intensely",0,1
"intensified",0,1
"intensity",0,1
"interact",0,1
"intercept",0,1
"interior",0,1
"intermediate",0,1
"interpretation",0,1
"interrupt",-1,1
"interspecies",0,1
"intersperse",0,1
"intervenes",0,1
"intrepid",0,1
"intricacy",0,1
"intrigues",1,1
"intriguing",0,1
"intrusive",0,1
"intuition",0,1
"intuitive",0,1
"inuit",0,1
"invade",0,1
"invaders",0,1
"invades",0,1
"invalid",0,1
"inventor",0,1
"invents",0,1
"inverse",0,1
"invested",0,1
"investeegashun",0,1
"investigating",0,1
"invite",1,1
"invoke",0,1
"involves",0,1
"irascible",0,1
"irene",0,1
"iron",0,1
"irony",-1,1
"irredeemable",0,1
"irregardless",0,1
"irresponsible",-1,1
"irreverent",0,1
"irritate",-1,1
"isaaci",0,1
"isabel",0,1
"isabelle",0,1
"isbn",0,1
"isolating",0,1
"isolation",-1,1
"itchs",0,1
"ivy",0,1
"izzy",0,1
"j.m",0,1
"jackass",-1,1
"jackie",0,1
"jackson",0,1
"jaguar",0,1
"jail",0,1
"jam",0,1
"janie",0,1
"jaunt",0,1
"jay",0,1
"jcmorrows",0,1
"jean",0,1
"jeez",0,1
"jeff",0,1
"jen",0,1
"jenna's",0,1
"jennifer",0,1
"jeopardy",-1,1
"jeremiah",0,1
"jeremy's",0,1
"jerker",0,1
"jerky",0,1
"jerome",0,1
"jessica's",0,1
"jesus",0,1
"jews",0,1
"jez",0,1
"jittery",0,1
"jive",0,1
"jm",0,1
"jo",0,1
"jo's",0,1
"joan",0,1
"joanna",0,1
"jobs",0,1
"johnson",0,1
"joie",0,1
"joined",0,1
"joins",0,1
"joking",1,1
"jolly",1,1
"jonah",0,1
"josephine",0,1
"jostein's",0,1
"juan",0,1
"jubilee",0,1
"judged",0,1
"judgement",0,1
"judgments",0,1
"judi",0,1
"judith",0,1
"judy",0,1
"julia's",0,1
"julianna",0,1
"julie",0,1
"july",0,1
"jumble",0,1
"jumbled",0,1
"june",0,1
"jungles",0,1
"junie",0,1
"junie's",0,1
"junkyard",0,1
"jupiter",0,1
"justified",1,1
"justly",0,1
"jut",0,1
"juveniles",0,1
"juxtaposing",0,1
"ka",0,1
"kaa's",0,1
"kafka",0,1
"kammie's",0,1
"kan",0,1
"kara",0,1
"karen's",0,1
"karma",0,1
"kate's",0,1
"katherine",0,1
"kathleen",0,1
"katong",0,1
"kee's",0,1
"keen",1,1
"keepers",0,1
"keith",0,1
"kelsa",0,1
"ken",0,1
"kenya's",0,1
"kerr",0,1
"kerr's",0,1
"ketzel",0,1
"keys",0,1
"kiddies",0,1
"kidding",1,1
"kidman",0,1
"kidnap",0,1
"kidnapped",0,1
"kidnapping",0,1
"killer",-1,1
"kindergartners",0,1
"kingdom",0,1
"kingfisher",0,1
"kipling",0,1
"kipling's",0,1
"kirov's",0,1
"kirsten",0,1
"kirsten's",0,1
"kiss",1,1
"kissing",1,1
"kissthebook.blogspot.com",0,1
"kitchen's",0,1
"kittehs",0,1
"kitten",0,1
"klaus",0,1
"klise",0,1
"knees",0,1
"knocked",0,1
"knot",0,1
"kosher",0,1
"kristy",0,1
"kristy's",0,1
"krouse",0,1
"kudos",1,1
"kvelled",0,1
"kylie's",0,1
"l'heure",0,1
"la",0,1
"lab",0,1
"label",0,1
"laborious",0,1
"labour",0,1
"labyrinth",0,1
"lacked",0,1
"ladder",0,1
"lads",0,1
"laid",0,1
"lamb",0,1
"lamplighter's",0,1
"landed",0,1
"landing",0,1
"landscape",0,1
"landscapes",0,1
"lane",0,1
"lantern",0,1
"lap",0,1
"lard",0,1
"lastly",0,1
"latchkey",0,1
"laughable",1,1
"launched",1,1
"launching",0,1
"laurie",0,1
"lavish",0,1
"lawn",0,1
"lay",0,1
"layered",0,1
"layers",0,1
"layout",0,1
"leaders",0,1
"league",0,1
"leann",0,1
"leap",0,1
"leaping",0,1
"leapt",0,1
"leg",0,1
"legally",1,1
"legitamately",0,1
"legrand",0,1
"legs",0,1
"lend",0,1
"lending",0,1
"lends",0,1
"lennon",0,1
"leo",0,1
"leopard",0,1
"lesser",0,1
"letdown",0,1
"levels",0,1
"leverage",0,1
"li's",0,1
"liar",-1,1
"liberated",0,1
"lieutenant",0,1
"life's",0,1
"lifting",0,1
"lightening",0,1
"liiiiittle",0,1
"lila's",0,1
"lilac",0,1
"lilly's",0,1
"limits",0,1
"limps",0,1
"lincoln",0,1
"liner",0,1
"link",0,1
"lion's",0,1
"listener",0,1
"listeners",0,1
"literacy",0,1
"literati",0,1
"litter",0,1
"littlest",0,1
"liveliness",1,1
"liven",0,1
"lloyd",0,1
"load",0,1
"loathe",-1,1
"loathed",-1,1
"loathesome",0,1
"locate",0,1
"locating",0,1
"locked",0,1
"locusts",0,1
"lodge",0,1
"log",0,1
"logger",0,1
"loggers",0,1
"logical",0,1
"london's",0,1
"loner",-1,1
"longingly",1,1
"longings",1,1
"loon",0,1
"loony",0,1
"loooooooong",0,1
"loosely",0,1
"looser",0,1
"lord",0,1
"lori",0,1
"los",0,1
"lottie",0,1
"lousy",-1,1
"loveable",0,1
"loveeeeeeeeeeeeeeee",0,1
"lovelorn",0,1
"lowered",-1,1
"lowery",-1,1
"lowis",0,1
"lowly",-1,1
"lowry",0,1
"luckily",1,1
"lucky's",0,1
"ludicrous",-1,1
"ludwig",0,1
