"token","vader","n"
"fumbles",0,1
"fundamental",0,1
"funding",0,1
"funnest",1,1
"funniest",1,1
"funnyordie",0,1
"fwd_us",0,1
"g.o.p",0,1
"gaining",1,1
"gallagherpreach",0,1
"gallery",0,1
"galt",0,1
"gameofthrones",0,1
"gaussian",0,1
"gays2",0,1
"gender",0,1
"generations",0,1
"george",0,1
"gesture",0,1
"gesturing",0,1
"getoverit",0,1
"gexsjxrct3",0,1
"ggfletcher",0,1
"ghana",0,1
"gheshes",0,1
"gifted",0,1
"giuseppeiv",0,1
"gluttons",0,1
"gly4myqxyw",0,1
"gma",0,1
"gmadawny",0,1
"gnnn9idons",0,1
"goal",0,1
"gogoaleee",0,1
"goldman",0,1
"goodmanhere2",0,1
"gopdebacle",0,1
"gopdebate:voting",0,1
"gopdebatehttps",0,1
"gopdebateslaughs",0,1
"gopdebatesthey",0,1
"gopdebatewe're",0,1
"gopendejos",0,1
"goptbt",0,1
"gotcha",0,1
"gourmet",0,1
"gov",0,1
"gov't",0,1
"governor",0,1
"governors",0,1
"govsandoval",0,1
"govt",0,1
"gpnaplang",0,1
"grandstanding",0,1
"gretchencarlson",0,1
"gritty",0,1
"gtownheckler",0,1
"gtxrtj8ybn",0,1
"guest",0,1
"gun",-1,1
"guns",0,1
"gunsense",0,1
"gurrrrrlll",0,1
"guzman",0,1
"gwar's",0,1
"gwb",0,1
"h5xbibvgst",0,1
"haha",1,1
"haircut",0,1
"halftimereport",0,1
"handcuffs",0,1
"handle",0,1
"handled",0,1
"hanging",0,1
"hangover",0,1
"hanks",0,1
"hannibalburess",0,1
"hannity",0,1
"happy",1,1
"harbor",0,1
"hard",-1,1
"hardball",0,1
"hatchet",0,1
"hateful",-1,1
"haters",-1,1
"hates",-1,1
"hayesbrown",0,1
"hdtgm",0,1
"headache",0,1
"health",0,1
"healthier",0,1
"hearing",0,1
"heck",0,1
"heidil_rn",0,1
"helicopter",0,1
"hell",-1,1
"helped",0,1
"helping",1,1
"hemantmehta",0,1
"hermetically",0,1
"hero",1,1
"hes",0,1
"hfqvxaiqph",0,1
"hilary",0,1
"hilderestad",0,1
"hillary's",0,1
"hillaryclinton's",0,1
"history",0,1
"hitjob",0,1
"hits",0,1
"hitting",0,1
"hoes",0,1
"holding",0,1
"hole",0,1
"hollywood",0,1
"homework",0,1
"honduras",0,1
"honestly",1,1
"hood",0,1
"hoover",0,1
"hopefuls",0,1
"hoping",1,1
"horns",0,1
"horny",0,1
"horrified",-1,1
"hospitable",0,1
"hosting",0,1
"hours",0,1
"house",0,1
"houses",0,1
"houston",0,1
"hrckyxvtr2",0,1
"huffingtonpost",0,1
"huffpostlive",0,1
"hugely",0,1
"human",0,1
"hunger",-1,1
"huntsmanabby",0,1
"hurts",-1,1
"hutoqzgyud",0,1
"hxcubsvtgl",0,1
"hype",0,1
"hypocrites",0,1
"i.e",0,1
"iangarytweets",0,1
"idea",0,1
"ideas",0,1
"identify",0,1
"identifying",0,1
"idg375",0,1
"idiots",0,1
"idxr",0,1
"ig",0,1
"igfif4j1tt",0,1
"ignore",-1,1
"illiterates",0,1
"illuminati",0,1
"illustrated",0,1
"ilnovju2a9",0,1
"im",0,1
"image",0,1
"imagine",0,1
"imbeciles",0,1
"imho",0,1
"immigrant",0,1
"immigrants",0,1
"implementation",0,1
"impomag",0,1
"importantly",1,1
"improve",1,1
"inadvertently",0,1
"inamaziarcz",0,1
"indulging",0,1
"information",0,1
"initial",0,1
"ink",0,1
"innocent",1,1
"instapundit",0,1
"intelligent",1,1
"intense",1,1
"intern",0,1
"internet",0,1
"interviewed",0,1
"invade",0,1
"invisalign",0,1
"invited",0,1
"invoking",0,1
"io41nn1omn",0,1
"iraq",0,1
"ironghazi",0,1
"isis",0,1
"israel",0,1
"istandwithobama",0,1
"italkus",0,1
"itsshoboy",0,1
"j.r",0,1
"j9oebxygof",0,1
"jacbrew",0,1
"jack",0,1
"jackie_pepper",0,1
"jackson",0,1
"jakarijax",0,1
"jalisco",0,1
"jamalraad",0,1
"japan",0,1
"jaret2113",0,1
"jarjarbug",0,1
"jarodzsz",0,1
"jasper_deezy",0,1
"jaw",0,1
"jaymes",0,1
"jbthomjohn",0,1
"jbzchd34wa",0,1
"jdante_pr",0,1
"jeb's",0,1
"jedediahbila",0,1
"jen",0,1
"jeopardy's",0,1
"jerk",-1,1
"jerks",-1,1
"jerry",0,1
"jerry_holbert",0,1
"jesselagreca",0,1
"jessilespie",0,1
"jet",0,1
"jewhaditm",0,1
"jfreewright",0,1
"jimkilbane",0,1
"jjosephwilliams",0,1
"jm1zvd5qyd",0,1
"jobs",0,1
"joeykramer",0,1
"johneberkowitz",0,1
"johnmccain",0,1
"johnson",0,1
"join",1,1
"joined",0,1
"jolemo376",0,1
"jonstewart",0,1
"jose",0,1
"journalists",0,1
"jr",0,1
"julia_azari",0,1
"juliaioffe",0,1
"julieweise",0,1
"just_jdreaming",0,1
"justice",1,1
"jut",0,1
"jver1",0,1
"jybray",0,1
"jylevqszrr",0,1
"kamehameha",0,1
"kanye",0,1
"karatloz",0,1
"kardashian",0,1
"karl_sans_marx",0,1
"katiecouric",0,1
"kavithadavidson",0,1
"keemstarx",0,1
"kelly's",0,1
"kenchapman46",0,1
"kennethsilber",0,1
"kerrydiaries",0,1
"key",0,1
"kgznjmykx7",0,1
"khou",0,1
"kick",0,1
"kidstabledebate",0,1
"kill'em",0,1
"killed",-1,1
"killers",-1,1
"killing",-1,1
"kim",0,1
"kimye",0,1
"king",0,1
"kj1xkusmlk",0,1
"kjhobbs1985",0,1
"kmrn9bv2fm",0,1
"knowmorenotless",0,1
"knuckle",0,1
"koch",0,1
"kowxyzui4z",0,1
"kqcbckbjki",0,1
"kravitz's",0,1
"krystalball",0,1
"kurdish",0,1
"kurds",0,1
"kvlxi19xx",0,1
"kvxrdashian",0,1
"kyaecker",0,1
"kylealexlittle",0,1
"l0qdv4qmth",0,1
"lack",-1,1
"laden",0,1
"lady",0,1
"language",0,1
"larger",0,1
"larronb",0,1
"larryvance47",0,1
"las",0,1
"late",0,1
"latimes",0,1
"latinalista",0,1
"latinoslisten",0,1
"latism",0,1
"laugh",1,1
"laughter",1,1
"launcher",0,1
"laurenc_lux",0,1
"laurenreeves",0,1
"law",0,1
"laws",0,1
"ldqe8kg2zw",0,1
"le",0,1
"lead.gets",0,1
"lead.https",0,1
"leadership",0,1
"leading",0,1
"leaving",0,1
"leeannmcadoo",0,1
"left's",0,1
"leg",0,1
"lenny",0,1
"lesbians",0,1
"lesson",0,1
"letmeplaythedevilsadvocate",0,1
"level",0,1
"leverage",0,1
"lgbtq",0,1
"lib",0,1
"liberalmmama",0,1
"liberals",0,1
"libertarianwing",0,1
"liberties",1,1
"libertytarian",0,1
"lifeaction",0,1
"limbaugh",0,1
"limit",0,1
"limited",-1,1
"limp",0,1
"lindseygrahamsc",0,1
"lining",0,1
"list",0,1
"listened",0,1
"literally",0,1
"litupshow",0,1
"liveblog",0,1
"lives",0,1
"lkuhw2nrxs",0,1
"llmajer",0,1
"lmahoneybee",0,1
"lmbo",0,1
"lmfao",1,1
"logic",0,1
"lolgop",0,1
"lollyohmy",0,1
"looooooove",0,1
"loops",0,1
"loribuckmajor",0,1
"loss",-1,1
"louisiana",0,1
"lovablegold",0,1
"loving",1,1
"low",-1,1
"lower",-1,1
"lowered",-1,1
"lowers",-1,1
"lowrancc",0,1
"lpnational",0,1
"lrihendry",0,1
"lt",0,1
"ltzd4fxr8b",0,1
"luntz",0,1
"lvnancy",0,1
"lwc",0,1
"lyrics",0,1
"m2zi6acgno",0,1
"macauley",0,1
"maccallum",0,1
"mad",-1,1
"maddow",0,1
"mailman",0,1
"mainstream",0,1
"major",0,1
"mama",0,1
"manner",0,1
"marcorubio's",0,1
"marialiacalvo",0,1
"marklevinshow",0,1
"marks",0,1
"marnus3",0,1
"marshamarshamarsha",0,1
"martha",0,1
"marthamartinme",0,1
"martin",0,1
"martinomalley",0,1
"maryknoll",0,1
"marylene58",0,1
"mashablegif",0,1
"mashablenews",0,1
"massacre",0,1
"masterful",0,1
"masters",0,1
"match",0,1
"math",0,1
"mattgubser",0,1
"mattyiceaz",0,1
"mcbyrne",0,1
"mddems",0,1
"mdmned8lgq",0,1
"meat",0,1
"mediaboobs",0,1
"mediaequalizer",0,1
"mediator",0,1
"medicare",0,1
"meeting",0,1
"meets",0,1
"mega",0,1
"megankellytrump",0,1
"megynkellyhttps",0,1
"mejxxpzg1v",0,1
"mel8jxm19b",0,1
"melissafwu",0,1
"melissagracey",0,1
"meme",0,1
"memo",0,1
"menace",-1,1
"mentioned",0,1
"mercedesschlapp",0,1
"merited",1,1
"mexico",0,1
"mgsu7vmaio",0,1
"miaholl18",0,1
"michaelsnook",0,1
"michellemalkin",0,1
"michigancrs",0,1
"mid",0,1
"mikandynothem",0,1
"militants",0,1
"mimosas",0,1
"minister",0,1
"minnesota",0,1
"mins",0,1
"miracles",0,1
"mirror",0,1
"misled",0,1
"missile",0,1
"missing",-1,1
"misspeak",0,1
"mistake",-1,1
"mixtape",0,1
"mj",0,1
"mjtbaum",0,1
"mk",0,1
"mk's",0,1
"mlschultze",0,1
"model",0,1
"moderate",0,1
"moderator",0,1
"modern",0,1
"moe",0,1
"moines",0,1
"molested",-1,1
"molloaqhwq",0,1
"molonlabe1776us",0,1
"mom",0,1
"moments",0,1
"monchosbarcle",0,1
"moneyries",0,1
"monster",0,1
"montel",0,1
"montel_williams",0,1
"month's",0,1
"montoyaisabelc",0,1
"mood",0,1
"moonbat",0,1
"moose",0,1
"mormondems",0,1
"morning_joe",0,1
"morningjoe",0,1
"morningmika",0,1
"moronic",-1,1
"morrissey",0,1
"mother",0,1
"motorcitylib",0,1
"motto",0,1
"move",0,1
"moving",0,1
"mrgeorgewallace",0,1
"ms",0,1
"msgoddessrises",0,1
"msm",0,1
"msnbc",0,1
"mt",0,1
"mtqdsdgpeb",0,1
"mtranquilnight",0,1
"mttrs",0,1
"mullchess",0,1
"muppet",0,1
"murdering",-1,1
"murdoch",0,1
"murica",0,1
"muslims",0,1
"muther",0,1
"mydaughtersarmy",0,1
"mzc49jrkq8",0,1
"n2yixeokow",0,1
"narrowed",0,1
"nascarcasm",0,1
"nascarnac",0,1
"nashville",0,1
"nasty",-1,1
"nation",0,1
"nations",0,1
"nationwide",0,1
"nativists",0,1
"natl",0,1
"nb3btm8ffd",0,1
"ncsr18",0,1
"negotiating",0,1
"negotiation",0,1
"nerd",-1,1
"nerdist",0,1
"nerdy",-1,1
"nerve",0,1
"neurosurgeon",0,1
"newspaper",0,1
"newsroom",0,1
"newyorker",0,1
"ngomsiv",0,1
"nicksylian",0,1
"night.we",0,1
"nighthttp",0,1
"nimrods",0,1
"nite",0,1
"nitty",0,1
"njbatsa",0,1
"nkwjlscecm",0,1
"nobamanoway",0,1
"nodding",0,1
"nonprophetess",0,1
"nope",0,1
"normal",0,1
"norton",0,1
"notaxation",0,1
"notbillwalton",0,1
"npr",0,1
"nra",0,1
"nuclear",0,1
"nukes",0,1
"numbersmuncher",0,1
"nutjobs",0,1
"nvr2conservativ",0,1
"nyc",0,1
"nycdeb8tr",0,1
"nycitycountry",0,1
"nymag",0,1
"o'reilly",0,1
"o7ujl56nm7",0,1
"obamas",0,1
"obnoxious",-1,1
"obnqdpoemx",0,1
"od0i4cnksn",0,1
"official",0,1
"officially",0,1
"officials",0,1
"ohgodmakeitstop2015",0,1
"ohiobats",0,1
"oknox",0,1
"olakunlesoriyan",0,1
"oliviabcarter",0,1
"onceuponaliz",0,1
"one's",0,1
"onetoughmutherk",0,1
"onilordasmodeus",0,1
"onlyinbos",0,1
"ooh",0,1
"oops",0,1
"op",0,1
"opinion.seemed",0,1
"opponent",0,1
"opportunities",1,1
"opposed",0,1
"opqaudgvcv",0,1
"optibotimus",0,1
"optimistic",1,1
"option",0,1
"options",0,1
"orange",0,1
"ouf",0,1
"outdated",0,1
"outrage",-1,1
"outsourcing",0,1
"ovation",0,1
"overtake",0,1
"overtime",0,1
"owners",0,1
"oxymoron",-1,1
"p0tus",0,1
"p389iile2n",0,1
"pack",0,1
"pacsgirl36",0,1
"page",0,1
"paid",0,1
"paint",0,1
"palmaceiahome1",0,1
"panda",0,1
"pander",0,1
"panel",0,1
"panic",-1,1
"papa_welch",0,1
"paraphrase",0,1
"parenthood",0,1
"parents",0,1
"park",0,1
"parker",0,1
"participated",0,1
"party's",0,1
"passive",1,1
"past",0,1
"pat",0,1
"patriot",0,1
"patriottweetz",0,1
"paul's",0,1
"paulbibeau",0,1
"pay",-1,1
"payroll",0,1
"pearl",0,1
"peddoc63",0,1
"peggynoonannyc",0,1
"penetrating",0,1
"penis",0,1
"pennbat",0,1
"pensions",0,1
"pepperoni",0,1
"persecute",-1,1
"personal",0,1
"personally",0,1
"perved",0,1
"pesky",-1,1
"petedominick",0,1
"pfikac",0,1
"pftcommenter",0,1
"pftcommenter's",0,1
"pgijypjzdf",0,1
"phantom",0,1
"philosophies",0,1
"photo",0,1
"phqu2mpmbg",0,1
"pictures",0,1
"piersmorgan",0,1
"pieter_gericke",0,1
"pigs",0,1
"pills",0,1
"pilrfpa6hc",0,1
"pimps",0,1
"pinky",0,1
"pitch",0,1
"pizza",0,1
"pjnet",0,1
"pkyjsglvfr",0,1
"planned",0,1
"plannedparenthood",0,1
"planning",0,1
"plate",0,1
"playbookbreakfast",0,1
"played",1,1
"players",0,1
"plays",1,1
"pledges",0,1
"plugged",0,1
"pm",0,1
"pockets",0,1
"polarization",0,1
"policies",0,1
"polisciumn",0,1
"politicoroger",0,1
"politifact",0,1
"pondering_this",0,1
"popcorn",0,1
"popeye",0,1
"popular",1,1
"postgraphics",0,1
"posting",0,1
"potus2016",0,1
"powder",0,1
"power",0,1
"powerful",1,1
"pp",0,1
"pp6uzvfqql",0,1
"pr",0,1
"praise",1,1
"praised",1,1
"praises",1,1
"pre",0,1
"preach",0,1
"predictable",0,1
"prediction",0,1
"prefer",0,1
"pregnant",0,1
"prescription",0,1
"presence",0,1
"press",0,1
"pretty",1,1
"preview",0,1
"pride",1,1
"prime",0,1
"principles",0,1
"print",0,1
"prioritize",0,1
"prison",-1,1
"private",0,1
"producers",0,1
"producing",0,1
"professor",0,1
"professorrobo",0,1
"profit",1,1
"profitable",1,1
"profound",0,1
"progress4ohio",0,1
"project",0,1
"prolife",0,1
"promising",1,1
"promote",1,1
"promoting",1,1
"pronouncing",0,1
"prophiphop",0,1
"props",0,1
"propsalshttp",0,1
"prosthetic",0,1
"protect",1,1
"psych",0,1
"psynbuelhy",0,1
"puddinstrip",0,1
"puerto",0,1
"pulmyears",0,1
"pundits",0,1
"punishment",-1,1
"punkhistory",0,1
"punt",0,1
"puppets",0,1
"pure",0,1
"pushing",0,1
"pvopzkkt9m",0,1
"pyd",0,1
"q4rpv2tbx6nixon",0,1
"qd3lbg4vdf",0,1
"qfedzq4q5z",0,1
"qnoftherealm",0,1
"qs",0,1
"qs4o70zxby",0,1
"qualified",0,1
"quantity",0,1
"quarterback",0,1
"queen",0,1
"questioned",-1,1
"questions.wilts",0,1
"quoting",0,1
"qxb1edqozn",0,1
"qzbazmv7iz",0,1
"qzmfehr8vf",0,1
"qzmg96pf75",0,1
"r1ecwvfkto",0,1
"r9ctplw5up",0,1
"racial",0,1
"radar",0,1
"radiance",1,1
"radio",0,1
"raemacraerae",0,1
"railroad",0,1
"rainbow",0,1
"raised",0,1
"randikayecnn",0,1
"random",0,1
"ranks",0,1
"rant",-1,1
"rathofamerica",0,1
"raulareyes",0,1
"raven",0,1
"ravensnation",0,1
"reaching",1,1
"react",0,1
"reaction",0,1
"reactions",0,1
"read",0,1
"reading",0,1
"ready",1,1
"reagan",0,1
"reagen",0,1
"realdonaldtrump's",0,1
"realizes",0,1
"reassured",1,1
"rebleber",0,1
"recap",0,1
"receive",0,1
"receives",0,1
"recognition",0,1
"rednationraising",0,1
"rednationrising",0,1
"redsteeze",0,1
"refer",0,1
"referring",0,1
"refinery29",0,1
"regina",0,1
"register",0,1
"rehearsal",0,1
"rein",0,1
"release",0,1
"relevant",0,1
"remains",0,1
"remind",0,1
"reminded",0,1
"remove",0,1
"removing",0,1
"renaissance",0,1
"renomarky",0,1
"renounce",0,1
"rent",0,1
"repeal",0,1
"repealing",0,1
"repel",0,1
"replayed",0,1
"repo",0,1
"report",0,1
"represented",0,1
"research",0,1
"reserves",0,1
"resist",0,1
"responses",0,1
"restorereality",0,1
"restrict",-1,1
"revealing",0,1
"revenge",-1,1
"revolutionary",0,1
"rf40cci35x",0,1
"rhondawatkgwyn",0,1
"richarddeitsch",0,1
"ricksantorum",0,1
"ridiculous",-1,1
"rigged",-1,1
"rightsclimate",0,1
"rigorous",-1,1
"rik_fiair",0,1
"rise",0,1
"risk",-1,1
"ritual",0,1
"rmconservative",0,1
"rmuench22",0,1
"roaring",0,1
"roars",0,1
"robelgasabc7",0,1
"robertson",0,1
"rocking",0,1
"ron",0,1
"ronald",0,1
"ronda",0,1
"rondarousey",0,1
"ronpaul",0,1
"root",0,1
"rousey",0,1
"routine",0,1
"rrqntaak3x",0,1
"rsg15",0,1
"rude",-1,1
"rules",0,1
"rumbling",0,1
"rumpfshaker",0,1
"runs",0,1
"rupertmurdoch",0,1
"rwnj",0,1
"ryanmauro",0,1
"s4c82i0nis",0,1
"s7ukcfcefb",0,1
"sachs",0,1
"sacred",0,1
"sad",-1,1
"saddened",-1,1
"sailor",0,1
"sake",0,1
"saladinahmed",0,1
"salesman",0,1
"sam",0,1
"sampuzzo",0,1
"sanctuary",0,1
"sanddragger",0,1
"sane",0,1
"saradmahmoud",0,1
"sarahkendzior",0,1
"sarcastic",-1,1
"sarhan_",0,1
"satisfying",1,1
"sbg1",0,1
"sbswenson",0,1
"scared",-1,1
"scene",0,1
"schiavo",0,1
"schooled",0,1
"schooling",0,1
"schools",0,1
"science",0,1
"sciencenotsex",0,1
"scofflaw",0,1
"score",0,1
"screaming",-1,1
"scrowder",0,1
"sealed",0,1
"season",0,1
"seat",0,1
"sec",0,1
"secret",0,1
"secure",1,1
"seekweek15",0,1
"segment",0,1
"selfie",0,1
"selhussain",0,1
"sell",0,1
"senate",0,1
"seniors",0,1
"senor",0,1
"senschumer",0,1
"sept",0,1
"serve",0,1
"service",0,1
"sessions",0,1
"setting",0,1
"settling",0,1
"shaft",0,1
"shame",-1,1
"shannonbream",0,1
"shannonsanford9",0,1
"share",1,1
"sharknadoyes",0,1
"shawnsuth",0,1
"sheriff",0,1
"sherrod_small",0,1
"shiiiittt",0,1
"shock",-1,1
"shockingly",-1,1
"shootingsstudent",0,1
"short",0,1
"shorter",0,1
"showboat",0,1
"shown",0,1
"shrunk",0,1
"shunstrickland",0,1
"sideshow",0,1
"sign",0,1
"signing",0,1
"similarities",0,1
"similarity",0,1
"simple",0,1
"simply",0,1
"simplyarash",0,1
"sinaloa",0,1
"single",0,1
"sinunu",0,1
"sir",0,1
"siriusxm",0,1
"sisi",0,1
"sisters",0,1
"sith",0,1
"sketch",0,1
"skhas0lqub",0,1
"skiing",0,1
"sknhfykw3u",0,1
"skynews",0,1
"slaboe",0,1
"slams",0,1
"slashed",-1,1
"slayed",0,1
"slaying",0,1
"slept",0,1
"slob",0,1
"slow",0,1
"smackdown",0,1
"smacked",0,1
"smarter",1,1
"smh",-1,1
"snacking",0,1
"sneaky",-1,1
"snowmobile",0,1
"soapbox",0,1
"socalimilitia1",0,1
"solitaire",0,1
"solve",1,1
"solvency",0,1
"someecards",0,1
"someone's",0,1
"song",0,1
"soopermexican",0,1
"sorta",0,1
"sound",0,1
"sounded",0,1
"sounds",0,1
"source",0,1
"southern",0,1
"spark",1,1
"speakerboehner",0,1
"speaking",0,1
"speaks",0,1
"specifically",0,1
"spectacle",0,1
"spectacular",0,1
"speech",0,1
"speed",0,1
"spending",0,1
"spent",0,1
"spied",0,1
"spirit",1,1
"spite",-1,1
"splitting",0,1
"spoke",0,1
"sports",0,1
"spot",0,1
"spotting",0,1
"spraying",0,1
"springer",0,1
"squelch",0,1
"staked",0,1
"standard",0,1
"standout",0,1
"start",0,1
"stating",0,1
"station.they",0,1
"statistics",0,1
"steam",0,1
"steinberger",0,1
"step",0,1
"stephenstephan",0,1
"steps",0,1
"sternnschool",0,1
"steve0423",0,1
"stevenoh88",0,1
"stewart's",0,1
"stick",0,1
"stooge",0,1
"store",0,1
"storify",0,1
"story",0,1
"straits",0,1
"strange",-1,1
"strategist",0,1
"strategy",0,1
"straws",0,1
"street",0,1
"strong",1,1
"stuck",-1,1
"stuff",0,1
"stumping",0,1
"stupidity",-1,1
"subjects",0,1
"substance",0,1
"substantive",0,1
"succeed",1,1
"sucked",-1,1
"sucking",0,1
"suffering",-1,1
"suggest",0,1
"suggests",0,1
"summed",0,1
"sunday",0,1
"superior",1,1
"supp",0,1
"supporting",1,1
"supreme",1,1
"surgery",0,1
"surprised",1,1
"survive",0,1
"swag",0,1
"swallowing",0,1
"sweetpea593",0,1
"swimsuit",0,1
"swindler",0,1
"swing",0,1
"sydtrvp",0,1
"t0k3ookwm0",0,1
"t7mgjn2ver",0,1
"tab",0,1
"takeaways",0,1
"takedown",0,1
"takeover",0,1
"takes",0,1
"takingadvantage",0,1
"talked",0,1
"tamratellsit",0,1
"tangible",0,1
"tantan73",0,1
"tape",0,1
"taph65klje",0,1
"targaryen",0,1
"taxation",0,1
"tb7xx3ezqs",0,1
"tbh",0,1
"tc_watkins",0,1
"tdgn",0,1
"tdlf7jc3ig",0,1
"tea4texs",0,1
"teacher",0,1
"teachers",0,1
"teammarco",0,1
"teamrickperry",0,1
"technically",0,1
"temperature",0,1
"tenure",0,1
"terms",0,1
"texas",0,1
"texascruzn",0,1
"texasforbernie",0,1
"tgradous",0,1
"thatsmylobster",0,1
"theater",0,1
"thebloggess",0,1
"thehill",0,1
"theories",0,1
"thepalealewife",0,1
"there'd",0,1
"therecruitchair",0,1
"therunster",0,1
"theskimm",0,1
"theyentareport",0,1
"thinblueline",0,1
"thinkbeforeyouvote",0,1
"thm",0,1
"thn",0,1
"threat",-1,1
"threaten",-1,1
"threw",0,1
"throat",0,1
"throw",0,1
"thts",0,1
"thumb",0,1
"thx",1,1
"tier",0,1
"tiffinit",0,1
"til",0,1
"till",0,1
"timeline",0,1
"tip",0,1
"tirade",0,1
"tiresome",0,1
"tky8smc27y",0,1
"tlot",0,1
"tmjil45dxp",0,1
"tmp",0,1
"tnycloseread",0,1
"today's",0,1
"toilet",0,1
"tom",0,1
"tonight.why",0,1
"tonykatz",0,1
"topic:watched",0,1
"topics",0,1
"topped",0,1
"topprog",0,1
"tops",1,1
"torchie123",0,1
"toucan",0,1
"town",0,1
"tpequality",0,1
"tperkins",0,1
"tpm",0,1
"tqxw14qzzb",0,1
"train",0,1
"training",0,1
"trait",0,1
"tramontela",0,1
"trashing",0,1
"treasure",1,1
"treated",0,1
"trends",0,1
"trial",0,1
"triangle",0,1
"trojan",0,1
"troll",0,1
"true",1,1
"trumpdebate",0,1
"trumpfiorina",0,1
"trumpforpresident",0,1
"trumpiest",0,1
"trumppreach",0,1
"trumptastic",0,1
"trumpvsfoxnews",0,1
"trumpwon",0,1
"tsunami",0,1
"tt",0,1
"ttbhqikpm8",0,1
"tune",0,1
"tweeted",0,1
"tweeting",0,1
"twist",0,1
"txindyjourno",0,1
"tywahlbrink",0,1
"uaib1m8ekc",0,1
"ucd675mrmy",0,1
"ugh",-1,1
"ugly",-1,1
"uh",0,1
"ukraine",0,1
"uncles",0,1
"uncommon",0,1
"unconstitutional",0,1
"undercard",0,1
"understands",0,1
"underwood",0,1
"undoubtedly",0,1
"unfairness",0,1
"unfold",0,1
"unhappy",-1,1
"unintentionally",0,1
"union",0,1
"unite",0,1
"unitebiue",0,1
"uniteblue",0,1
"unpacking",0,1
"unprepared",0,1
"unprofessional",-1,1
"unreleased",0,1
"unscathed",0,1
"unsurprisingly",0,1
"unsympathetic",0,1
"untill",0,1
"uohxh0nrkz",0,1
"upbringing",0,1
"uprights",0,1
"uproar",0,1
"upset",-1,1
"usage",0,1
"usedtobgop",0,1
"users",0,1
"uspoli",0,1
"usual",0,1
"usvetram",0,1
"usweekly",0,1
"uterus",0,1
"utmost",0,1
"utter",0,1
"v4wnjcy9sw",0,1
"vacation",0,1
"valium",0,1
"vallarta",0,1
"vandalized",0,1
"vanity",-1,1
"vbpxf8hqrf",0,1
"vd2obzdjgj",0,1
"verge",0,1
"verify",0,1
"versus",0,1
"vgz4knfxk7",0,1
"vicenews",0,1
"victimized",-1,1
"victims",-1,1
"videos",0,1
"viewers",0,1
"views",0,1
"vigorous",0,1
"vine",0,1
"violate",-1,1
"violated",-1,1
"violating",-1,1
"violence",-1,1
"violencepolice",0,1
"violent",-1,1
"vision",1,1
"visit",0,1
"visiting",0,1
"visits",0,1
"vital",1,1
"vlt68ymse2",0,1
"voice",0,1
"voted",0,1
"voter",0,1
"voting",0,1
"votingfemale",0,1
"vows",0,1
"vpxxlxevhi",0,1
"vra",0,1
"vra50",0,1
"vtzmlujrqi",0,1
"wage",0,1
"wages",0,1
"wakaflocka",0,1
"wakes",0,1
"walked",0,1
"wallets",0,1
"warfare",-1,1
"warn",-1,1
"warrant",0,1
"warriorwoman91",0,1
"washerwoman",0,1
"washinformer",0,1
"wavy",0,1
"waynedupreeshow",0,1
"weakness",-1,1
"weapons",-1,1
"wear",0,1
"web",0,1
"website",0,1
"week",0,1
"weigh",0,1
"welfare",0,1
"wendie07",0,1
"west's",0,1
"wet",0,1
"wether",0,1
"wfie",0,1
"whgcid8ee7",0,1
"whinenot",0,1
"whines",-1,1
"whiny",0,1
"whitehouse",0,1
"whitemamba23",0,1
"whitneyneal",0,1
"whoareyouwearing",0,1
"whoop",0,1
"wife",0,1
"wildest",0,1
"will_bunch",0,1
"williams",0,1
"willneverlie",0,1
"wilw",0,1
"winding",0,1
"windows",0,1
"wing",0,1
"wink",0,1
"wisconsin",0,1
"wise",1,1
"wiseguys",1,1
"wiseguysutah",0,1
"witty",0,1
"wives",0,1
"wksu",0,1
"wmur9_politics",0,1
"wnd_txt",0,1
"wolfofwarrenst",0,1
"women.are.watching",0,1
"wonderful",1,1
"wonkette's",0,1
"words",0,1
"worker",0,1
"worldnetdaily",0,1
"worse",-1,1
"worst",-1,1
"worth",1,1
"wrapup",0,1
"wreck",-1,1
"wrestling",0,1
"write",0,1
"writing",0,1
"wrschgn",0,1
"wsj",0,1
"wywlcgtczr",0,1
"x___x",0,1
"x6qa8muta7",0,1
"x8uwh4kowv",0,1
"xhyjh1fjfk",0,1
"y1awqcpfnw",0,1
"yall",0,1
"yassssss",0,1
"yay",1,1
"ycot",0,1
"yep",1,1
"yesterday's",0,1
"ygmgbavqut",0,1
"yhvnoeinyi",0,1
"ykhong",0,1
"yo",0,1
"yoshi",0,1
"youryakiri",0,1
"youtube",0,1
"ypqvomx5ne",0,1
"ys2n1uflht",0,1
"yup",0,1
"z2vx3cridr",0,1
"zhnqhdpiln",0,1
"zmrfi7bouc",0,1
"zoegberg",0,1
"zw8jupqp11",0,1
"zycg0ixwru",0,1
"zycvny4noq",0,1
