"","id","text","rating","afinn","lsd","vader","sums"
"672",672,"  I use clip leads a lot and these are okay, but the plastic on the clip is very slippery and makes using the clip a little difficult. But all and all not a bad product.",4,-0.4,-0.5,0.343,1.686
"253",253,"  Easy to put together, but it was not powerful at all in terms of steam and pressure.  I was really unhappy with it.  Also, you would use the steam for maybe a minute and then the light would come on so that it had to reheat.  Really not practical.",2,0,-0.5,-0.84,1.68
"437",437,"  I got this toothbrush because I was getting braces (I'm in my 30s, not a teenager), and was concerned about how to keep my teeth clean during the orthodontia. Well, my teeth do get clean with this toothbrush, definitely. But I have complaints too.\n\nAs someone else remarked, messiness is an issue. Water and toothpaste and saliva drip down the toothbrush to my fingers unless I hold it at a downward-pointing angle at all times, which doesn't feel natural.\n\nAlso, a full recharge takes a *long* time, pretty much eight hours; and on days when my braces are making my teeth sensitive, this toothbrush feels almost like a dentist drill. There is a \sensitive\ setting, which helps a bit, but on the truly sensitive days, I just turn it off entirely and use it like a non-power toothbrush. A little ridiculous, no?\n\nI've tried smaller, cheap, AA-battery-powered brushes, and they don't seem to hurt. Granted, they don't clean nearly as powerfully either. But keep the above points in mind before getting the Braun, if you've got teeth that complain a lot.",3,0.108,0.263,0.947,1.678
"482",482,"  Studied a lot material on measuring with these devices, but I find it can be done reliably by oneself. Not necessarily a problem with this model, but be aware of this issue before you buy it.",3,-0.4,0,0.438,1.676
"786",786,"  I was Very Happy when I recieved my LED, I was Very Mad When I Took Apart my 4D Flashlight and tried to put this LED into it.. I put the LED Unit in and went to put the \Retaining Cap\ over the unit to Screw it Into the Flashlight, And The LED Unit Was Way Wider Than The Maglights Original Bulb.. The Retaining Caps Inner Circle was Not Wide Enough to Fit over The LED To Fasten It Down.\n\n  I Found one of My Knives and I Started to Slowly Shave Off Metal Flakes from the Inside Of the Retaining Cap Until It Was Wide Enough to Fit Over the New LED Unit, After Widening that Retaining Cap It Will Now Fit Over the New LED And It Will Still Work With the Original Bulb Unit..\n\n  So It Took A Little Bit Of Modification to Make It Work, But It Wasnt That Bad, And Now I Have An Awesome Maglight With A Very Bright Bulb. The Other TerraLux Bulb I have came with a mirror lens piece for my mini mag light, wouldn't TerraLux just Include a New Retaining Cap That Would Actually Fit Over Their Bulb to Hold It In Place??  I Don't Get How It Says It Will Fit Any 3D-4D Flashlights, But It Would Not Fit On My 4D Flashlight?....\n\n  Fix itamd it's 5 stars, Wouldn't you Think They Would Have tried Their Own Product??\n\n  (I can't tell if their Lumens Ratings are correct or not, but They are very Bright and they work well for me!",4,0.15,0.375,0.987,1.674
"589",589,"  When there's so many reviews, and the 5 stars out weigh the lower review most don't bother to even read. But I'm a bit of a flashlight lover! And Fenix light have spoiled the HELL out of me!!!! It's like when will some one come out with anything more kick ass then there lights!? I have quite a few lights. Been collecting them over the years now and Fenix is all I buy theses days. So when I spotted this upgrade, I said to myself the ole mag light what a nice light for its time, and even better night stick! Haha, so what the hell lets breath new life into this old heavy beast!! Hmm.... Idk,  It's got a nice throw beam which it's always had the nice spot, but it's a nice bright spot now, but thats it really, and that's not going to cut it for me to start carrying this beast again. This is not much of a light. The Fenix PD 35!! Now that's a light!!!  Really tho the flood is so bad with this new bulb, u would trip in the dark, u can't see anything around u someone could walk right up to u from either side of u and u wouldn't ever see them till they grabbed ya! I don't understand how they couldn't make a brighter bulb as big as this light is. I mean come on there's plenty of room. All and all more run time, whiter light, cleaner spot. But No flood not even a little. Ive got to see what's going on around me. So 3 stars,  it's not much better then it was before really with light out put. But it's improved with longer run time and u can see pretty far off with the spot.  Guess it's worth it for a back for my back ups lol",3,0.127,0.143,0.963,1.672
"229",229,"  Bought 2 at the same time, one charging unit failed to function within 2-3 weeks - other one is now servicing all the tooth brushes. Not good...can't figure out why this product has a two year guarantee, but is not returnable or exchangeable after one month...?",2,-0.2,-1,-0.166,1.668
"702",702,"  Fine.  Nothing extra ordinarily crappy or awesome about this item.",4,0.6,0,0.833,1.666
"370",370,"  This shop vac could be decent, unfortunately there is no appropriate bag designed for this vacuum. The problem is that any bag that actually fits this unit is designed for low-rise vacuums, not this tall type. The result is those wrap-around bags cant expand because the motor is in the center preventing any degree of expansion to retain debris. The other problem is that there is no bag actually designed to reach the bottom of the vacuum, so that as the bag fills up, it ends up hanging on the inlet causing pressure on the paper and eventually ripping open blowing all the debris\\dust all over the place. Those disposable wrap around paper filters that go over the foam sleeve clog up way too fast. Another problem is that housing just below the motor that is supposed to hold the foam sleeve directly interferes with the inlet leaving no room even if there was a tall bag that could reach the bottom of the vacuum offering support as debris collects and not putting pressure on the bag opening. Very poor design. To me, this was a waste of money.",2,-0.133,-0.429,-0.963,1.66
"313",313,"  I purchased this and tried to install it in a 4-C Maglite that I ordered at approximately the same time (last two weeks).  It does not fit as the LED is too tall to work with the new shorted collars.  The newere Mag-Lites use the same type bulb found in the Mini-Maglites.  This product is designed to fit the OLDER Maglites that use a standard flashlight bulb.  I emailed the vendor and got very little help.  Today I noticed a similar complaint/review to mine that was filed 2 YEARS AGO! asking Amazon to update the description of this item to indicate it does not work with newer flashlights.  Wish I had seen this before purchasing the LED.  Fortunately, I had an older 6 C-Cell Maglite with the older bulb and it fits that, so I will keep the LED.  Now I need to find an LED bulb that REALLY DOES WORK AS ADVERTISED BY AMAZON.  Anyone know which LED to purchase to fit the current crop of Maglites?\n\nPS. AMAZON PLEASE UPDATE THE DESCRIPTION FOR THIS ITEM SO OTHER BUYERS ARE NOT FOOLED AS WE WERE!  Come on, two years and you still have not corrected the description of this item?!  I am beginning to lose faith in the accuracy of your product descriptions.  Not cool!",2,0.133,0.25,0.96,1.654
"726",726,"  This is a product you need to extend the capability of the your vacuum so it can be placed outside,",4,0.2,1,0.178,1.644
"753",753,"  Used this to patch a 13psi radiator that had a 6-8 inch crack in the plastic tank. I was loosing about a quarter to half gallon a day before i patched it. After i patched it, it was leaking a little but not nearly as bad as before. I didn't let it cure long enough. So tonight i did a second layer but with original jb weld and will post that review as well. It will be on until a new radiator arrives in 3-5 days. I recommend giving it only 1 or 2 trys. I spent probably $20 on different epoxys and another $20. On coolant to feed it. The new radiator was $37. So even though this seems like a cost effective option you still have to know when to quit.",4,0.15,0.333,0.972,1.644
"590",590,"  It good, but the box come to my house was broken and very dirty.",3,0,-0.333,-0.817,1.634
"267",267,"  THE PRODUCT FAILED TO PROPERLY CONNECT DEVICES TO MEASURE disengages from the coupling and BECOMES A PROBLEM.",2,-0.4,0,-0.816,1.632
"619",619,"  They aren't surgical grade, but for the price and what I use them for, I can't complain. They clamp down really well which is the most important thing.",4,0,0,0.812,1.624
"843",843,"  This tape does what it's made to do. It stays on and protects until you take it off. And it has never irritated my skin even though at times a band-aid will. This is the safe way to hold a CGM sensor in place. Thanks.",5,0.05,0.5,0.862,1.624
"691",691,"  Likes: easy packaging, and set up (just insert 9 volt energizer battery which was included)\n\nDislikes: Very light, to the point it feels cheap, energizer battery (not duracell, so expect it to die quick)\n\nI am not sure about the accuracy because I have no way to tell. I pointed it on my temples and it read 98.5 so that seemed accurate.\n\nFun toy to play with!",4,-0.05,0.75,0.76,1.62
"757",757,"  I like the variety but by nature I find that I am in need of a size that does not come with this set.\n\nCan I order the M3-0.5 in a packet of 10 or 15 in lengths from 5mm to 12mm?",4,0.4,1,0.19,1.62
"341",341,"  I have bought 2 Wedge-its in the last 18 months and snapped both of them in half.  The product is great as long as you don't accidentally try to close the door.  I am a classroom teacher and my door is an inch off the floor so standard doorstops don't really work.  I loved the fact that I could put the Wedge-it in the top of the door or the hinges as well as the bottom.  Problem is, sometimes my students would try to shut the door without realizing the doorstop was there.  After the first time it snapped, I contacted Wedge-It and they told me that since it was \abused\ they wouldn't replace it.  I am not going to even waste my time contacting them this time.  For a product that is supposedly used by firemen and SWAT, you would think it would hold up better.",2,0.05,0,0.807,1.614
"46",46,"  Plug pops out like others. Clamp is too short inside unit. Works great otherwise, but don't expect the female portion to work consistently or properly. Inside just broke on me. Another poor product in the trash!",1,0.1,0,-0.704,1.608
"830",830,"  Bicyucle wheel truing stands can be downright expensive, so I rigged up a stand using a old car brake rotor, an old bike fork, and this little guy.  I place the needle against the rim and spin it.  When a wheel is warped, the needle moves and shows where, and how warped on the dial.  Works like a charm.\n\nThe base is heavy and the magnet is strong.  The build quality seems very good, as the entire unit is heavy to keep it stable.  I like the magnet on/off switch, although I don't need it, I can see how it would be useful in a lab, or a work environment where it would get more use.  The arms are easy to adjust, but I really had to crank the knobs hard to get the knobs the stay put.  The needle and dial are just perfect for my needs, and show VERY slight imperfections.\n\nGood product at a great price.",5,0.35,0.158,0.961,1.606
"352",352,"  Just very cheap and way to light, good if your buying it for your kids playhouse. Really just is not very quality. I would not buy again and hate returning stuff so... Lesson learned.",2,0,0.6,-0.202,1.604
"294",294,"  the quality, the quality, a, b, c, no, don't do that, why u do that to me? it is really good, but why did i give it two star. I even don't know about that, I didn't recognize about my rate. BTW, OMG!",2,0.2,1,0.199,1.602
"617",617,"  TL;DR - Harness makes moving things easy, large enough to fit husky/large guys, only real con is lack of shoulder padding. Goes great with drinking while moving things.\n\nI live in a second floor in-law apartment (above the garage) and recently had the washing machine die.  From experience getting appliances/furniture into the apartment is a hassle (it's not that the stairs are narrow... it's that they are there) so I though we'd give these a shot. Delivery was prompt (have to love Prime) and use is super simple: Put harness on with buckle facing your front, thread strap under the middle of the load, cinch strap to the buckle, stand up. We did a test run with the old dryer (very light but large) and found it to be very easy; the hardest part was going down the stairs (the person on the bottom still controls most of the weight however the person at the top is helping take some of it as well as helping to balance) as the bottom person needs to have their strap cinched higher the the top person.  We then repeated the process with the washer (the heavy appliance) and found it's more an act of keeping the appliance balanced than anything! We were able to easily move the old appliances downstairs and into the truck as well as move the new stuff in under an hour with no break (okay, we found we could drink beer while moving the driers... sssh). The only real complaint we both had after all was said and done was that the straps need padding over the shoulder. The harness fits extremely well (we're both large guys; developed upper bodies with a few extra pounds so \large\ harnesses/shirts/etc never fit) and the buckle/strap combination is extremely easy to use. My only regret is not having bought these things earlier...",4,0.175,0.533,0.976,1.602
"17",17,"  Arrived broken.",1,-0.2,-1,-0.477,1.6
"20",20,"  It did stop the leak quickly, however the leak returned in two days. I was dissapointed.",1,-0.2,-1,-0.718,1.6
"28",28,"  Purchased Two of them that was a waste of money. They are both broke, they turn on but that's it. never again!!!!!",1,-0.2,-1,-0.608,1.6
"38",38,"  Pqt. have only one insert pic,s shows three inserts please put right information  big disapointment box ok time ok but product short",1,0.2,1,0.468,1.6
"49",49,"  I ordered these and they don't come with nozzles!! Waste of money!!",1,-0.2,-1,-0.608,1.6
"70",70,"  It came in an opened, unlabeled plastic bag that has seen better days.  It seems cheaply made but I guess you get what you pay for!  I'll be looking for something better and not online.",1,0.2,1,0.67,1.6
"75",75,"  I have never used it got it turned it on seemed to work but when I went to use it , It didn't work and I contacted the sell and never got a response..What a waste of my money..",1,-0.2,-1,-0.572,1.6
"97",97,"  As stated in many other reviews, the groove in the top of these handles is machined with poor tolerances and no quality control. I could not fit my blades on this and trying to do so is dangerous! The blades work well on my other #3 handle.  Pass these over and get something that works!",1,0,0,-0.8,1.6
"98",98,"  I have to say I hate the industry of vacuum cleaners. The measurements of every manufacturer makes it cryptic to find fitting attachments. This was no different. You have to take a shot in the dark to know if they are measuring the \inner\ or \outer\ diameter and I was the unlucky one to have it not fit even being \universal\",1,-0.2,-1,-0.71,1.6
"125",125,"  Low quality. Im using as a craft tool. If you plan on using this tool often, spend a little more because you get what you pay for. These won't last long for me",1,-0.2,-1,-0.361,1.6
"136",136,"  Couldn't even get them over my feet and went with the size for my shoe size.  Total waste of money. Plan on sending them back",1,-0.2,-1,-0.475,1.6
"149",149,"  Very fragile peg board clips.  Most are broken when shiped.",1,-0.2,-1,-0.523,1.6
"178",178,"  Cut my hand taking it out of the box, repacked an sent it back. The edge around oil pan is very sharp and dangerous. Don't buy one.",1,-0.2,-1,-0.31,1.6
"197",197,"  Since not all the required pieces needed for it to operate will ship to Canada it's still in the box and therefore a total waste of money for me.",1,-0.2,-1,-0.475,1.6
"265",265,"  This model is not a water proof toothbrush, water will leak through the power button and stop working.\nstay away from this model.",2,-0.2,-1,-0.557,1.6
"327",327,"  We got one pair erlier that was fine.  Bute then we ordered again one pair and that was already loose in the upper portion and was useless for us.",2,-0.2,-1,-0.511,1.6
"336",336,"  Didn't work in my outdoor woodstove which had a very minor leak.",2,-0.2,-1,-0.398,1.6
"338",338,"  Only about half of the hooks fit into my pegboard.",2,0.2,1,0.361,1.6
"365",365,"  Just another useless piece of junk. Does not help on a bad day.",2,-0.2,-1,-0.82,1.6
"384",384,"  It took me 8 different bulbs to get two that were bright white and not tinted green.  I can't recommend this bulb for a high output LED MagLite replacement.",2,0.3,1,0.2,1.6
"419",419,"  Extra care about imperials only. No useful metric at all",3,0.2,1,0.201,1.6
"436",436,"  not really what i wanted. I wanted replacement grommets to match the grommet kit that I ordered last week.  These are entirely too small and are of absolutely NO USE to me.",3,-0.2,-1,-0.498,1.6
"475",475,"  I don't think this was the real stuff in the bottle. The matter what I did it did not hold. Purchased a combo kit sold by Amazon and that worked really well.",3,0.2,1,0.493,1.6
"478",478,"  Not a great tool, but provided basic testing of the cable.  Using the tool was not as intuitive as I hoped, but it is not hard to figure out.",3,0.2,1,0.401,1.6
"512",512,"  Its pretty bright and uses less power, decent upgrade for the price.",3,0.2,1,0.727,1.6
"536",536,"  Easy to break.",3,0.2,1,0.44,1.6
"537",537,"  I got this 140 lumen terralux bulb for my 5 cell maglight and it just wasn't as bright as I expected. I bought another bulb from Cree in the 200 lumen range and it is pretty well adequate for my purposes. I now have the 140 lumen bulb stored in the tailcap as a back up should the Cree bulb go out.",3,0.2,1,0.585,1.6
"616",616,"  I had to drill the peg hole a little larger to get this to fit.",4,0.2,1,0.361,1.6
"647",647,"  Did a great job looking to buy another one. didn't leave anything on my car when i used it to take the inspection sticker off.",4,0.2,1,0.643,1.6
"677",677,"  This insert seams a little light but for the price will work even if I have to replace it every year or so, is very easy to replace, and I didn't have to go to the hardware store to get it",4,0.2,1,0.689,1.6
"708",708,"  They do what they are ment to do but it takes some getting use to easy to pick stuff up with but if your arms are not extended you carry a lot of weight and it always feels as what your carrying is going to tip over",4,0.2,1,0.593,1.6
"720",720,"  I'm a builder who performs a lot of remodels and additions.  I use these primarily for setting up dust tents to keep the construction areas separated from client's living quarters.\n\nAlthough I think they are a bit pricey, with the amount of use they get from me, it's worth it.\n\nI wish the carry bag was about 4\ longer so I didn't have to completely disassemble each of the units for them to fit., summary: Handy... no pun intended!, unixReviewTime: 1393286400}
{overall: 4.0, verified: true, reviewTime: 02 20",4,0.2,1,0.79,1.6
"751",751,"  It installed easily and is as bright--perhaps just a bit brighter--than the original incandescent bulb. I would give it five stars, but it will take a time of use to see how much it saves me in batteries.",4,0.2,1,0.329,1.6
"775",775,"  This bulb is brighter than the original but not as bright as I was expecting.  I also have a 3 D cell maglite with LED bulb and it is much brighter than this upgrade for my 6 D cell.",4,0.2,1,0.41,1.6
"828",828,"  Solved my Coleman Pop-up air conditioner problem.  Factory start capacitor failed.  This one was much less expensive than the factory part.",5,-0.2,-1,-0.599,1.6
"855",855,"  This epoxy works very well. It is at least as easy to get small amounts out of these bottles as out of the expensive syringes you can buy at hardware stores Yes, you always have to mix epoxy well. Otherwise it won't cure. Also, epoxy generates heat while curing. The heat accelerates the curing process, which you will notice when mixing a larger batch.",5,0.2,1,0.844,1.6
"885",885,"  Very good . Used it in stainless steel sheets 1mm thick. Easily and quickly. Just a couple of passes through the cutting edge of the sheet and a soft edge is obtained. High quality tool",5,0.2,1,0.624,1.6
"983",983,"  No need for a review. If you're looking at the product you already know what it is, what it does, and how good it is. Buy it and be done already :P",5,0.2,1,0.402,1.6
"45",45,"  These are a waste of money. Unable to move anything with them on carpet.",1,-0.2,-1,-0.421,1.6
"174",174,"  This valve is very poorly engineered.  It is made entirely of very soft plastic.  For this reason, it is almost impossible to push the barbed end (the one above the flange) into a tube.  Once in, the material is too soft to enable a clamp to tighten the tube onto the barb.  They were a waste of money.  I have had to order some real plumbing valves to replace them.",1,-0.2,-1,-0.421,1.6
"245",245,"  Broke after a few uses.",2,-0.2,-1,-0.421,1.6
"254",254,"  acquired a male/male pipe from same manufacturer. broke in half inside of the t fitting as I tightened it.",2,-0.2,-1,-0.421,1.6
"387",387,"  Not as bright as it stated, but does work and brought my Maglite back to life, stated brighter than incandescent bulb looks about the same to me!",2,0.2,1,0.457,1.6
"237",237,"  In the beginning it was fine. After a while, the brushes, a single stip of the brush will fall of and left in my mouth. So after I brush my teeth. Sometimes I will will discover there is still a strip in my mouth.",2,0.4,1,0.202,1.596
"476",476,"  worked just fine.  sturdy aid for a reasonable price.  necessity if you are moving panels by yourself",3,0.4,1,0.202,1.596
"318",318,"  Covers are made of vinyl or some other slick plastic.  It is VERY difficult to open the clips.  The clips slip around inside the vinyl every time I try to push down on them.  Very annoying.  I do not recommend purchasing these at all.\n\nMy kids tried to use them for experiments and complained they couldn't clip anything.  Then I tried and found how bad they were.  I expect these would be unusable for older people, kids, etc.",2,-0.133,-0.667,-0.93,1.594
"528",528,"  The problem I find with spray bottles is that they break down too quickly, and these are no exception.  Unfortunately my cat knocked one off the counter.  End of bottle.  I'm not sure why bottles for commercial soaps and sprays should be more durable, but I have yet to find one of this variety that doesn't quit too soon after it is put into service.",3,-0.3,-1,-0.205,1.59
"281",281,"  I have always LOVED Eagle's gas cans in the past (before the newer safety design requirements) and was thrilled to find these made-in-USA cans.\n\nUnfortunately, one of two I bought from Amazon (both of which arrived in a larger box in perfect visual condition) leaked around the pour valve and my car filled with gas fumes on the way home the first time I filled it.  These are not returnable/exchangeable with Amazon, so I contacted the vendor.  They asked that I send the can back, and sent me a replacement.  The replacement arrive damaged (the metal construction of the can is very thin, and the packaging is apparently not sufficient to protect the can without being double-boxed).  Eagle cheerfully sent me yet another can (also not double-boxed), which also arrived dented, but no so much so that I'm concerned about its safety.\n\nThe good:\n - made in USA\n - can pour faster than the Justrite can\n - stiffer, stronger feeling spout that can be quickly removed (compared to the Justrite)\n - good customer service from Eagle\n\nThe bad:\n - the pour valve is somewhat awkward to use, and as you pull on the handle to open it, the whole top of the can flexes quite a bit (disturbingly so) -- I find the design of the Justrite can to be much easier to use\n - the pour handle also awkwardly jams into the filler cap lever, which opens it slightly, which helps make the can pour more quickly and easily, but it seems like a bit of a kludge\n - the pour valve on one of my cans has become stiff to operate, making it harder to open, and causing the can to bend even more.  I am concerned that the seam where the valve attaches to the can may eventually leak, or snap off of the can altogether\n - the filler cap is made of sharp sheet metal that is uncomfortable to open and hold while filling the can\n\nIn summary, I also purchased Justrite Accuflow cans, and prefer them in almost every way.  I purchased the Eagle cans first because they are made in USA, and the Justrites were made in China (at least at the time I bought them).",2,0.2,0.111,0.9,1.578
"847",847,"  Arctic silver 5 as a thermal compound is one of the best thermal pastes for cooling a CPU, Ive used this specific thermal paste for two of my pc builds. Ive done some research and this performs slightly better than many other brands. It is important to note that the differences mentioned here are approximately a few degrees differences. Its notable to mention also that although its only a few degrees in improvement the price is barely noticeable and there's enough in this tube for probably 2 applications. A few simple steps to apply\n\n1. Remove the old thermal compound. You can do this by using Isopropyl alcohol to dissolve and loosen the old thermal paste. Apply a several drops of the cleaner to the top of the chip and let it soak for 20-30 seconds. You might have to reapply more drops of cleaner again depending on how much thermal compound was present on the chip to begin with. Wipe all the waste off with a lintless cloth or cotton swabs.\n\n2. Apply a surface cleaner. You can use more alcohol, or the surface preparer that comes in the arctic silver kit. Make sure there are no traces of the old compound: you can tell that the surface is perfectly clean when you can wipe it with a new q-tip and it comes away pure white.\n\n3. Apply Arctic Silver 5. Try not to apply so much that when you apply the heat sink it spills excessively to the side. If you do, it will squish outside the edge of the chip.  Start with a small amount and add more if necessary. The idea here is to get a THIN, EVEN LAYER across the entire chip surface. A card actually work's really well at spreading the paste around. You should not be able to see any part of the metal of the chip when you're done. Less is more in this instance; many people think they need to slather this stuff onto the chip, but trust me that does nothing but make a mess.\n\n4. Install your heat sink and fan assembly. I brought a cooler master heatsink with the screwless design, just jab it in and it sticks there.",5,0.293,0.176,0.959,1.566
"405",405,"  The box the staples were in was very flimsy and all the staples fell out.  They were loose in the delivery box and all broken up.  So many of them will not fit into the gun properly, therefore a waste.  I cannot believe Amazon does not do an easy correction to this problem by just wrapping the box with some packaging tape.",3,-0.171,-0.25,-0.946,1.55
"541",541,"  Kinda flimsy and very small ga. wire. Leads are too short to be useful in all testing.",3,0.4,-0.333,0.44,1.546
"728",728,"  Pros:  Attractive, accurate, consistent, easy to adjust.  Great scale for the price.\nCons:  Not extremely sturdy.  Numbers are hard to read unless the room is well lit.  Platform oscillates and is noisy for a bit after stepping off.",4,0.1,0.75,0.872,1.544
"561",561,"  The sprayer is not working correctly, it seems when I pump the sprayer it is being mixed with air and has a very faint spray. I have used cheap dollar store bottles which get no air in them and are super strong spray. I made a mistake in ordering this. Something does come out of the nozzle, but after many many pumps. You will surely get a workout if you got the same ones I did.",3,-0.04,0.333,0.731,1.542
"472",472,"  Works as designed but I am not sure how long it will last.  The leads are thin and the casing around the probes isn't very substantial.",3,0.2,0,-0.566,1.532
"554",554,"  It's alright, it works, handles are a little short, puts a 4'x8' sheet higher than I like it making it more awkward to steady with opposite hand. But easier than just two hands",3,0,0.333,0.765,1.53
"244",244,"  For the life of me, I can't figure out why this is so highly rated.\n\nYes, it's a metal can.  Yes, it's constructed well.  But the handle mechanism is awkward and difficult to use.  Not to mention I spilled more gas out of this ridiculous contraption than I put in the lawnmower tank.  I don't know if this mechanism is a response to more screwy, overbearing government regulations or not, but it wouldn't surprise me.\n\nSave yourself the headache...go to a local flea market and buy yourself an older metal can that still works the way they should.\n\nThis is certainly a high quality product, but I wouldn't recommend it to anyone based on how it works (or doesn't).  Just goofy.",2,-0.12,-0.273,-0.884,1.528
"710",710,"  It's good . But litte bit smaller.",4,0.6,1,0.238,1.524
"890",890,"  Good product. Little pricey but doesn't take much either.",5,0.6,1,0.238,1.524
"43",43,"  This sock was terrible.  There is a big hole on heal portion the first hour I wear it.  Then the broken hole expanded to the top.  I did not do anything extreme when I wear it, I only went to shop for groceries.  The shoes I wore was a pair of covered toe and heal low heeled dress shoe.  I received the merchandise and went to shop with it right away. How can be a sock so disappointed!",1,-0.12,-0.143,-0.88,1.52
"581",581,"  Wanted to use this steamer to try and clean some old stains and mold from the grout in my shower.  Steamer did improve some of the problem, but did not completely clean the discolored areas.  I'm guessing that the stains, mold and discoloration had been neglected for too long.  Not sure that any of the other steamers out there could have done any better.  Had to remove the old grout and do the whole shower over.  Learned that you can't neglect cleaning these grout areas for too long because the stains will then become permanent.  All in all, steamer did produce some good steam, but could not completely clean the grout because I had let it go for so long.  Yes, I would recommend this machine for lesser challenging cleaning jobs.",3,0.182,0.059,0.819,1.52
"373",373,"  Not worth the money. I purchased one of these because today's plastic cans take forever to empty. I wanted something easy to use and fast, but safe.  The lever that you have to squeeze to get the fuel to flow out is a pain to deal with. You must have a strong forearm just to keep the fuel flowing. If you ne to pour fuel at or above your head (boat), you will likely pour gas all over yourself (through the safety release valve).  I only purchased one due to price. If I liked it, I planned to replace my other 3 plastic gas cans.  That isn't going to happen.",2,0.15,0.25,0.909,1.518
"94",94,"  Bought this TerraLUX replacement bulb along with a 4 C cell Maglite flashlight for my son who is working as a security guard.  Yes there are much smaller and brighter flashlights (I have dozens of them) but I wanted to get him something with the heft of a Maglite but not the weight of a D-cell version.\n\nUnfortunately this bulb doesn't work at all in the C-cell Maglite - you can fit it into the bulb holder but there is absolutely no way to tighten the screw-on collar down to hold it in place.  Possibly this works okay in D-cell maglites and maybe even in 5- or 6-cell C Maglites but definitely not in the 4 C-cell Maglite.  Save yourself the hassle of ordering and returning it.  I did get a replacement LED bulb from Nite-Ize that fit fine in another 3 C-cell Maglite so time ago so I may try that route.",1,0.2,0.6,0.958,1.516
"263",263,"  Manage several apartment buildings and the maintenance guy needed some spray bottles and as I was already purchasing something from Amazon at the time I purchased these as well. Of the three bottles two of the spray guns broke down after a week.  Not very well made.",2,-0.2,0.5,-0.257,1.514
"930",930,"  A little small but works good don't really have the equipment to check how much it reduces heat but the machines I've used it in really feel cooler. Also for the amounts not to bad I was able to repaste two Xbox 360 an Xbox one and my how computer with still some left so it's pretty good I bought some more just in case the first runs out",5,0.2,0.333,0.956,1.512
"41",41,"  I bought a brand new 4 cell mag light and while this bulb does fit and is a lot brighter than the original bulb, the mag light retaining ring cannot not be put back on so this bulb cannot be secure. I ended up returning it. The ring around this bulb is about 2 mm larger than the original and is too big for the mag lite's retaining ring to pass through and engage the thread so it cannot be screw back on. The advertisement that this will fit any 4 or 6 cell mag lite is false.",1,0.24,0.143,0.897,1.508
"739",739,"  I'm not sure to love it or hate it, it got my screechy, ear-bleedingly loud 1x1 working again for less than the price of a new Vac. Now I'm stuck with the noisome thing until the motor dies!\n\nI took one star off for the high price, for twice the price you can get a new 1 gallon shop-vac with hose and tools.",4,-0.133,-0.5,-0.884,1.502
"164",164,"  I was SO disappointed in these sprayers! I've used a million sprayers before with no problem, but these simply refused to work. They broke down on me after a few spray, and no matter how much I fumbled with the nozzles, they refused to work after a couple of minutes. What garbage.",1,-0.25,-1,-0.892,1.5
"189",189,"  I bought these to stop the squeaks in my 1940's San Francisco home.  The screws does not snap off.  Drilled several 3/32 pilot holes on my floors.  The squeak no more screws keeps on spinning without snapping off.\n\nI emailed company (person), but have not got a reply back.\n\nNow I'm stuck with screws and a few holes on my floors.\n\nItems used:\n- Electrical Drill\n- 3/32 drill bit\n- Squeak No More between joist screws\n- Snap off fixture\n- Square head driver bit",1,-0.25,-1,-0.812,1.5
"463",463,"  Do not get this one unless you like eye strain.  Get the Hanson 60172.  The differences are: this one is unpainted, and, more importantly, the bit sizes are very hard to read - just engraved in the metal.  The Hanson 60172 is painted blue and has very easy to read bit size labels.",3,0.133,0,0.75,1.5
"417",417,"  The Oral-B Triumph Professional Care 9000 performs worse than less expensive Oral-B models. It claims to prevent you from brushing too hard...it doesn't. Brush harder and it continues to run as it normally would.  Also, compared to the Oral-B 3d Excel (which is replaced by the Model 1000 so I've read), the 9000 is heavier due to the display and larger battery, and it vibrates slower for a less vigorous cleaning. I much prefer the 3d Excel because it performs and cleans better.\n\nYou may not want or need all the extra features in the 9000. The large button is the power on/off button, and the small triangular button changes the cleaning mode from Clean(Normal) to Soft to Massage to Sensitive and back.  While you're cleaning, the brush does a noticeable jiggle in your hand every 30 seconds and then does a long triple jiggle at the 2 minute mark to indicate that you have reached the recommended amount of cleaning.  If you can remember all that or don't need 4 different cleaning modes, then you may want to opt for a lighter, better, less expensive Oral-B model without the display and with fewer cleaning modes.",3,0.2,0.619,0.949,1.498
"243",243,"  The Velcro is strong but the sticky side did not stay stuck so well.",2,0,0.333,0.747,1.494
"128",128,"  When I open the package, one of the hook bottom pin was already broken and the other one the pin is too low cannot fit into the board",1,0,0,-0.744,1.488
"534",534,"  I've had it for about a month and have glued several items that had broken or needed repair.  On some items, this did not work at all (clay or stone vase) and on other items, it worked terrifically (broken glass items).  I think the clay vase was too porous and allowed air to enter the seam whereas the glass item was flat and smooth and did not allow air to enter the seam.  I plan on using this item only on repairs that will have an air tight surface and use other adhesive where air would intrude onto the glued surface.",3,-0.067,0.111,-0.633,1.488
"487",487,"  The plastic feels like 6mil but doesn't meet my personal standards. IT IS NOT EXACTLY 10 FEET THE WHOLE LENGTH. It stretches very easily which makes some areas thin if you pull hard enough. One last thing, IT IS NOT CLEAR!!!!!!!!! Clear means you can see through it this is more a translucent white.",3,0.15,0,-0.592,1.484
