"","id","text","rating","afinn","lsd","vader","sums"
"197",197,"Pop's hop is random, and why doesn't the mother get to leave the house?",1,-0.2,-1,-0.052,1.896
"668",668,"Children's books help young readers to understand the world, and not just the world that they know. Stories teach them about different lifestyles, cultures, and customs from around the world. Author Segilola Salami has provided young readers with a tale written in both Yoruba and English to expose them to a different culture but also to teach a universal lesson about the love between mothers and children in her new book, Yetunde: An Ode to My Mother. 
 Yetunde is a young child from African descendants growing up in England. During the course of the story, she listens to her mother tell an African folktale which doubles as a family history. Her mother's story is very dark, filled with death and sadness about the loss of Yetunde's grandmother. Yetunde is as understanding a listener as she is a naive narrator, pulling off both roles despite her young age. She is a very unique character in that she is only nine months old and not able to express herself well verbally. She is still very confused about the world with the added complication of learning both English and her mother's African language, Yoruba. 
 African customs and traditions are also highlighted and explained within the story. Salami is very aware of an English-speaking audience's ignorance towards such customs, even adult readers, and she is careful to explain unique words and practices to the reader. She also throws in more familiar references for an English audience, sidetracking to mention them specifically, such as Avatar: The Last Airbender, connecting the show to the story she is telling to help make it more relevant to the reader. 
 There is also the fantasy element to the story within the story, featuring a water god who plays an integral part in the parable. This water element represents motherhood, the central theme running through the story and shows how far a mother will go for her child, stating: ""water has no enemy. Anyone who tries to fight with water has doomed himself."" The events turn terribly dark at points, trusting the readers of all ages to be able to handle these scary elements, from kidnapping to fantasy violence to personal loss. 
 Salami holds nothing back in order to tell her tale, showing that mothers cannot protect their children from the world, but they will fight for their safety, and children should arm themselves with knowledge of the world so that they can be aware of danger and use their mothers' parables as more than a simple bedtime story. I like the idea of keeping children in the loop with the ways of the world, mixing the good with the bad. The world is a scary place, and the better you are at identifying evil, the more likely you will be able to stay away from, or at least ahead of it, another central theme in the book. 
 This is the third book that Salami has written featuring Yetunde. Without giving too much away, this Yetunde story ends on a cliffhanger, paving the way for future books. As Yetunde learns and develops, she teeters between a traditional African heritage and a modern English lifestyle, and as she begins to be able to express herself verbally in both languages, Yetunde is constantly taking in information from both perspectives, making her well rounded and open to multiple cultures and what they can teach you.",3,-0.133,-0.043,-0.989,1.892
"956",956,"This book has interesting illustrations and hieroglyphs but it is actually quite sad. The mummy cat is missing his owner the queen and the story tells the tale of how they both died, not exactly fun light reading.",5,-0.04,0,-0.943,1.886
"234",234,"Guardians of Ga'Hoole has been a huge disappointment. I love books from the point of view of animals, I love Lasky's other series Wolves of the Beyond, and the movie wasn't too bad either, and so many people adore these books. 
 I tried very hard to like this series, and the first wasn't too bad. But, this book was terrible. It is incredibly boring, and by the time something interesting did happen, I couldn't even bring myself to care or even finish the book for that matter.",1,0.029,-0.067,0.874,1.882
"522",522,"Charley is visiting the dentist for the first time for a loose tooth and he is a little nervous. With the help of his friends, Charley soon realizes the dentist isn't scary. He also learns how to properly take care of his teeth.",3,-0.12,0.429,0.819,1.878
"614",614,"What a beautifully presented book - nicely bound with a fabulous silver glossed 'goth' drawing of skull and foliage on soft black paper on the inside and a really nice purple gloss paper edging - nice and smooth! (I deplore the stupid 'raked' book edgings the publishing industry is foisting on us readers these days - can't grab a page to save your life and, contrary to their misguided ideas, it DOES NOT give a book a graceful older aged feeling. It's just dumb). Sorry. Ranting. Feel moderately better now. 
 Anyways - the book presentation is really wonderful. I also like the black satin ribbon page marker too. A nice touch. That way, no one should have to bend down a corner to mark a page (I won't rant on about this, I promise .....you know who you are). 
 The story was definitely aimed at a slightly younger - and I'll say, female - audience. The protagonist is a young girl, Ada Goth, living in a crazy eclectic massive home (more like a residential Hogwarts) surrounded by quite a group of eccentric people that flit in and out of her existence. Her mother died long ago in an unfortunate tight rope walking accident and her father is still in grieving, especially all the more so when he glimpses his daughter as she's the spitting image of the woman he loved - so Ada is left alone a lot. 
 Our first introduction to Ada and her world is when she meets a ghost of a mouse and they get to talking. He's quite sad, just discovering that he's - well - dead. Doesn't know what happened or why. So they set off to his last known location and that sets the whole adventure in motion. We get introductions to all sorts of wonderfully odd people that inhabit the house, either as guests or servants or new found friends and - although the words are somewhat lacking, the illustrations of said characters are beyond splendid. It left a lot to your imagination as to how the place all linked together, but you had a good solid ideas as to how everyone should look. Top stars for that! 
 A fun story with a lot going on. Plot wasn't too fleshed out, but the main points were there for a younger reader and it comes to a very satisfactory ending.",3,0.138,0.045,0.982,1.874
"215",215,"Well that was a surprise. 
 I remember loving these stories when I was a child, and have fond memories of my father reading them to me at bedtime. But I became increasingly uneasy as I read through most of these 22 tales. Brer Rabbit was a trickster, yes, but he was far from the mischievous impish, lovable rogue of my memory. This Brer Rabbit was conniving and mean-spirited. He revelled in inventing devious plots to make his enemies look ridiculous - and even worse - manipulated his friends. Of course his natural enemies were Brer Fox, Brer Wolf and Brer Bear ... but in these stories, Brer Rabbit seemed to take a positive delight in deception; pretending to be their friend, and then craftily manipulating circumstances. Brer Fox, Brer Wolf or Brer Bear would without fail be left in a humiliating situation, needing to be rescued. These did not seem to be simple stories of courage or survival. Something else was encoded here. What was the story behind Joel Chandler Harris? 
 A little research showed me that Joel Chandler Harris collected many of these stories at the end of the 19th century. Brer Rabbit did indeed represent a trickster figure, which had originated in African folklore. When the stories were transmitted by African slaves to the New World, they there acquired additional attributes of similar native American tricksters, and a new character was born. Joel Chandler Harris fleshed him out into Brer, or Brother, Rabbit, and in retelling many of his adventures, he gave them a potent and contemporary significant message. Brer Rabbit embodies the idea which is universal among oppressed peoples--that a small, weak, but intelligent and clever force can overcome a larger, stronger, but dull-witted one. Hence, Brer Rabbit always outsmarts his natural enemies, Brer Fox, Brer Wolf, and Brer Bear. 
 A worthy message indeed. Perhaps there are better retellings of these stories - or perhaps this is a case of needing to look at the original stories. I originally added a star for the skilled way in which Phyllis Briggs kept the original vernacular within the speech of the animals, whilst retelling the main text of the story in standard English. She also conveyed a sense of the plantation in Georgia, where the stories are set. But I swiftly removed the star for the horribly mismatched illustrations. 
 These are twee animal pictures by E.H. Davie; simple line drawings with block colours in either red, orange, blue or green. In another book they would be delightful, and indeed, I have seen this illustrator's work in a more appropriate context. But here, the openfaced rabbit in the pictures just does not represent the character we are reading about. He is not this fresh-faced innocent, this lovable little scamp who is ""just playing"" and doesn't mean any harm. So does he work as an anti-hero, then? Not for me. 
 No, this Brer Rabbit is a spiteful mean character, who most certainly does mean harm, and is out for his own ends. Even appreciating the context in which they were written, one would need to be very careful in telling them to any youngsters today, without a little explanation. 
 I was pleased to find this old, large-format book from the 1950's, but will not be keeping it, and will continue to search for a better version for my own enjoyment.",1,0.059,0.245,0.995,1.872
"569",569,"This slim book is about Iris, a young girl whose parents have moved her from California to Oregon after a car accident kills Iris' best friend, Sarah. Iris has a hard time coping with the loss of her friend, but with counseling and a new friend at school named Boris, she is able to start healing and moving forward. Iris finds out that her new friend Boris, had a lot of complications when he was being born and that medical professionals did not expect him to make it, making him a miracle, and causing Iris to wonder why some people get miracles and others don't, like her friend Sarah. Arnold has crafted a gentle story and is not heavy handed about the religious aspects of miracles.",3,0,0.5,0.935,1.87
"249",249,"This sounded good. But the brother is homosexual which bumps up against my beliefs.",1,0.6,-0.333,0.238,1.866
"620",620,"Actually I have a thing for children books, it all started after I read wonder, anyway this story is very touching, and although some might feel decived by the end of it, I didn't, I mean it's all understandable for me, in a nutshell if you want a light read with mixed stories and lessons, this one is for you.",3,0.2,1,0.077,1.846
"823",823,"For the most part, the 4th book in The Penderwicks series didn't disappoint me. I enjoyed the story immensely, and it was nice to really get to know Batty. And Jane is such an awesome teenager. And Rosalind is still Rosalind, thank the Lord! 4 stars! :) 
 I was a bit annoyed about Skye. I would have thought so much more highly of her if she didn't have a reason for hating Batty. ;) And I was also angry at her for being so mean to Jeffrey. I mean, they're obviously meant for each other! 
 ~Kellyn Roth",4,-0.029,0,0.889,1.836
"907",907,"Loved this book!!! Made me tear up in parts! Suspenseful and scary in parts but overall heartwarming and amazing",5,0.333,0,0.916,1.832
"290",290,"SPOILERS 
 This was just heartbreaking for me, because I absolutely loved the first two books in the trilogy and I really wanted this one to knock it out of the park, but it didn't. I feel like the characters lost a lot of their round-ness (Meggie's entire arc revolved around being worried for Mo / having boy trouble, Farid only cared about Dustfinger, Fenoglio bounced between overconfidence and underconfidence). 
 Also - the book was unnecessarily depressing. What could have been a single well-worded paragraph became 100 pages of slogging through hopelessness. Some arcs seemed to be there specifically to give the reader a little bit of hope and then stomp it back down, without actually advancing the plot. It was painful to get through, and the ending wasn't nearly good enough to justify it. 
 I will give it this, though: the epilogue was brilliant.",1,-0.018,-0.111,-0.933,1.83
"632",632,"Cute, saracastic MG novel about a young boy who although clueless, starts a detective agency. Cute message about single parents (and their boyfriends) in the book. Overall funny but a few things bugged me. The main character seems younger than he is written. He also seems to take pride in being a terrible student and even purposefully fails several tests. He also lies to his mother and justifies it, which again, isn't a message I would want my child to get out of a book. While I enjoyed this book I am not sure if kids will get the sarcasm and snarkiness or if they will take away the wrong messages about the book.",3,0.044,0.091,-0.824,1.83
"171",171,"Someone once defined a literary classic as a book that everyone wants to have read, but no-one actually wants to read. 
 A clever line, yes, but essentially flawed in that most classic books from Austen to Dickens and Hardy to Hugo deserve their classic status and offer rich rewards for anyone who reads them. 
 Perhaps, I wonder, the writer of that line had just finished reading Swallows And Amazons. 
 For while it's undeniably a classic and has been enjoyed, allegedly, by millions since first publication in 1930, I found it to be one of the dullest books I've read for quite some time. 
 My 11-year-old daughter and I took turns reading Swallows And Amazons as it was on the reading list for the grammar school she's about to go to. 
 Its main failing is that Arthur Ransome - a journalist who really ought to have known better - delighted in using every example of nautical terminology he could think of. 
 He couldn't call a spade a spade, or even a rope a rope. No, it had to be a sheet, or a painter. And while those distinctions might well be vital for anyone who is actually sailing a boat, it's downright distracting, and utterly boring, for general readers who want to enjoy a story without having to look up half a dozen words in every paragraph in order to have the slightest idea of what the author is talking about. 
 We could all do that, showing off our specialist knowledge by using obscure jargon instead of simple English, but readers wouldn't thank us for it. 
 Ransome's original editor should have sat him down and told him to rewrite it, dropping the nautical terminology and using, instead, ordinary words that would be understood by landlubbers and wouldn't put a spanner in the works of every other sentence. 
 There is nothing wrong with jargon, in the right place. But Ransome wasn't writing a sailing manual in which all of those words for rope, and more, would have been essential; he was writing an adventure story for children, and it's hard to imagine how many of them must have been bored out of their minds down the generations by the tedious task of ploughing through this book. 
 His failure is all the more remarkable because Ransome was a journalist before he became a novelist. Journalists are taught to communicate clearly, using plain words that most of their readers will be able to understand, and that to lose a reader by writing in unpenetrable jargon is unforgiveable. 
 That apart, the story is a rather thin one that he manages to stretch into a rather fat book (374 pages). It's a charming enough story, about some children living alone on an island, but pales into insignificance in comparison with, say, Enid Blyton's adventure stories. 
 Several of her books also involved children living alone on islands, but they were pacey, exciting, and appealed to young readers so much that they couldn't put them down. 
 She was writing at much the same time, but never bored her readers, didn't stuff her books with jargon, and became the J K Rowling of her day. 
 My daughter, an avid reader, found it hard to pick up Swallows And Amazons after the first few sessions and came up with one excuse after another to avoid reading - yet she devoured the whole of Private Peaceful by Michael Morpurgo in a single day and said excitedly afterwards that she wished it could have gone on and on. 
 Whereas Swallows And Amazons, unfortunately, did go on and on...and on. 
 Many will see this review as heretical, no doubt, but I wonder if there are many others who have also devoted a part of their lives to reading this book that they'll never get back. 
 Or could it be that, like women telling expectant mothers that childbirth doesn't hurt, readers who've suffered all 374 pages of this book themselves don't see why they should protect other people from the surprise of discovering what it's really like?",1,0.082,0.206,0.996,1.828
"503",503,"25817157Teele, Elinor. The Mechanical Mind of John Coggin. 
 April 12th 2016 by Walden Pond Press 
 ARC from Young Adult Books Central 
 John and his sister Page are living with their great aunt Beauregarde after the death of their parents in the grimy and depressing town of Pludgett. John works for the family business, building coffins, but he has managed to keep Page in school. When Beauregarde tells the two that Page will start working for Coggin Family Coffins, the two decide to run away. Luckily, they have just bet Boz, and odd man who is associated with the Wandering Wayfarers circus, and he arrives just in time to drive them away from their aunt in a horse drawn fire engine. The two find the circus amusing, and John works hard to earn acceptance by the group by working on a steam driven vehicle called the Autopsy, but he is never able to make it work, and soon he and Page are on their own again. Luckily, they manage to find Maria, who runs a bakery and takes a liking to both of them. She puts John to work, but her nephew soon arrives and realizes that money is very tight. In order to help, John tries to create a new oven, but his efforts wind up blowing up the bakery! On the run again, they join up with an archaeologist, Miss Doyle, but are soon located by their great aunt and kidnapped. With the help of Boz, as well as others he has met on his journeys, John tries to create a vehicle that will steal the show at the Pludgett Day celebration and win his freedom and that of his sister. 
 There are plenty of goofy moments in this book-- John is referred to as Dung Boy in the circus, since he first meets most of the performers after stepping in a horse patty, chicken poo is used for fuel for John's engines, and there are a lot of small, gross moments where boogers drop from people's noses into their soup. 
 While Beauregard is nothing but evil, John and Page are fortunate enough to find a variey of caring people to help them. I loved Maria and the scenes in the bakery; it was somewhat reminiscent of the scene in The Box Car Children. If I were running away from home and hungry, I would certainly look for an alley to sleep in very close to a bakery. It was especially nice that Maria came looking for the children even after they burned her business to the ground. 
 Like Ardagh's Eddie Dickens Trilogy, Wood's The Incorrigible Children of Ashton Place, or Snicket's Series of Unfortunate Events, The Mechanical Mind of John Coggins pits orphaned children against a variety of evil adults who think nothing of sacrificing them for an evil agenda. Using language much like Snicket's, in that the vocabulary is rather rarified and obscure, Teele draws a quirky, dangerous world full of intrigue and adventure for her hapless but resourceful characters. 
 This was a bit quirky and gross for me, with rather annoying language. Very much like Snicket, in that regard. If I still had a lot of readers who wanted Snicket, I'd buy this, but will pass for now. The cover isn't great, either.",3,0.079,0.16,0.991,1.824
"633",633,"The thing that bothers me the most is that the BFG doesn't speak well. I just don't understand why the author decided to make him say weird words. But overall, it was a great book ! I will certainly watch the movie now.",3,-0.067,0.2,0.835,1.804
"147",147,"The children and I read this together. Just as a heads up, it's not much like the movie. There are a lot more adventures in the book than in the movie, and no where in print does it say, ""Let's go fly a kite"". Also, Mary Poppins doesn't leave because the parents suddenly realize the value of their children, she leaves because the wind changes. And she's snarky.",0,0.1,1,0.234,1.8
"283",283,"** spoiler alert ** 
 I really don't understand why this book has so many glowing reviews. It's just a total mess, as far as I'm concerned. The dystopia Lowry creates makes absolutely no sense on a number of levels. The biggest issue I had is: how the hell does the protagonist never realize that Release is euthanasia until it's shown to him? It's such an obvious and easy thing to figure out, and it's incredibly boring and frustrating that the book treats it like a big surprise. A lot of other setting details make little sense. For example, the idea of weather control and having remade the world is quickly negated by what Jonas finds after he leaves his community. In general, the dystopia feels like a hyper-exaggerated version of Soviet Russia or Communist China that doesn't stand up under scrutiny and just constantly makes me shake my head at how ridiculous it is. The plot itself is threadbare and hardly interesting. It fails to stand with the complex world and interesting moral dilemmas of classic dystopias like 1984 and lacks the action adventure and powerful women of The Hunger Games and other modern YA dystopias. 
 I will say that there are some neat elements here. The idea of most people in the dystopia not being able to see color is neat, especially because it avoids the all to common and ableist cliche of having people be blind to things by being literally blind. Plus, the Giver himself is kinda cool - somebody who holds onto the collective memory of humanity and acts as a sort of emotional center for the community. Of course, even these elements make very little sense, but without them, I would likely have gained no enjoyment at all from reading this. Apparently there are three more books in this series, but they're only tenuously connected and I don't think I care enough to find out how Lowry resolves the ambiguous ending - which is one of the few things about this book that isn't necessarily totally awful. I guess I'm glad I've finally read this supposed classic, if only to find out that it's way overhyped, but I'm also quite glad I didn't spend any money on it.",1,0.014,0.15,0.914,1.8
"359",359,"Disappointed that there aren't more action words and baby sign type things in this one to share with my 1 and 5 yr old together. I guess they'd be in the 2nd 100 words! i.e. up, down, etc.",2,-0.1,-1,-0.294,1.8
"417",417,"Kind of dumb...",2,-0.1,-1,-0.46,1.8
"431",431,"Character development was lacking. The relationship between the Giver and Jonas felt unreal. The world building was ok. I liked the huge change Jonas went from beginning to end. That was my favorite part. The rest of the book felt very lacking, though, very rushed. It could have used 150-200 pages more. 2.5 stars.",2,0.333,0,0.898,1.796
"865",865,"When I am disheartened this book reinvigorates me.",5,-0.4,-1,-0.103,1.794
"397",397,"Kinda weird and creepy",2,-0.4,-1,-0.105,1.79
"677",677,"I re-discovered this book a few years ago when I saw it was being released as part of a reissue of Lovelace's books. 
 On Memorial Day I remembered that this story opened on Decoration Day as it was called back then, in 1912. Just a few years after the Spanish American War and before WWI. 
 Emily is one of three books Lovelace wrote after the Betsy- Tacy Series ended. Carney's House Party and Winona's Pony Cart have all been out of print since the 60's. 
 I found Emily tucked away in the public library in 9th grade and quickly discovered that my favorite characters were mere footnotes in this story. I recall being disappointed and did not appreciate that the book was meant to be a judged as a stand alone story. 
 Re-reading Emily of Deep Valley the other day, I was struck by the author's maturity as she wrote this story. Emily is in some ways, Betsy's darker self. Emily and her friends are graduating from Deep Valley High. Emily is popular but one of the quieter, brainy girls similar to Alice, Betsy and Tacy's friend, whom Betsy snubs for most of her junior year as she gets caught up in the sorority-fraternity cliques she helped create. 
 Emily loves to read, she is a deep thinker, but she is unable to go to college because she feels she cannot leave her elderly grandfather with whom she lives alone. Her popular cousin Annette goes off to the U and Emily is left in Deep Valley alone and depressed. 
 Lovelace acknowledges depression in both Emily and in the boy Emily has crushed in high school, the mercurial Don. Both Emily and Don are drawn to each other, perhaps noting this in each other. Emily is aware of her dark moods and seeks to find a way out of the blues by updating her hair, starting a book club with Miss Fowler and eventually helping the people who live in Little Syria beyond her home, with the help of her grandfather and Jed the new coach at Deep Valley High. 
 It's written by a more mature Lovelace, and presents a more complex main character. Emily is modeling herself on Jane Addams of Hull House, and the message is the same as the Betsy-Tacy Books: women can paddle their own canoes, but it's nice to find a man who appreciates your drive and independence, too.",4,0.01,0.185,0.9,1.78
"602",602,"The theorizing in this book is bullshit fear mongering. This generation is not objectively worse off and less disconnected than the previous ones. HOWEVER, this book is chock full of fun bonding games you can play with little kids. It's perfect for those of us who didn't grow up in the warmest of homes and aren't sure what to do with kids. Definitely buying this book.",3,-0.133,-0.143,0.745,1.776
"207",207,"Normally, I adore stories with Sendak illustrations. They feature the charm of children who never quite grow up and operate as free from the grown-up world as they can. But this one left me feeling rather sour. While the illustrations are a delight, I didn't like the story at all. 
 The titular character is an organ grinder who plays for money. Two children take a dislike to him, apparently for no other reason than that people will play him for his tunes and will not pay them. In retaliation, they imitate bears and attack him. The crowd then turns on them and Brundibar immediately counter-attacks in the only way he knows how--through biting commentary in the form of a song. 
 Unhappy, the children then turn to a bunch of other children and animals to lift their voices in song. The fickle crowd that had turned on them now pelts them with money, enough for the original two children to buy the milk their sick mother needed. However, not content with this, they round on Brundibar and call him a bully (Why? Because he made money? Or because he wouldn't give any of it to the little urchins who'd attacked him?) and the animals pounce on him. The crowd, once again showing how easily they are led, trail after Brundibar, calling him names, allowing animals to attack him and demanding back their money that they freely gave him. 
 It was not the children I felt sorry for but Brundibar himself, unfairly attacked by the very crowd that had lauded him, mauled by vicious beasts and maligned by nasty children. If Brundibar does return, I hope it's with a huge orchestra. Then he can find those awful kids and play outside their home until their eardrums shatter.",1,-0.07,-0.4,-0.955,1.77
"273",273,"This really should be an innocuous little book. A cute little book to read to your favourite baby just before they go to bed at night. A book to bring a smile to your face, not just your child's. It's not selling any toys, not a piece of propaganda fluff for Hollywood animation, not a work that goes out of its way to entrench gender stereotypes, not a work that espouses a particular world view. It is a nice little book, and it should pass the time, then be easily forgotten as you tickle your baby's brains out. 
 So why did I hate it so damn much?! 
 I am asking myself that question, and I feel like my answer is inadequate. I know a big part of my disdain comes from the fact that the cute little dog -- who really plays the role of a child with the little girl as Mother -- is an ungrateful little attention seeker, who nearly destroys her little girl's debut as Dorothy in the Wizard of Oz in a spiteful little attention grab. Dixie steals Emma's ruby slippers, and hides them under the bed. She's a vengeful little bitch (which I believe is the accurate term in this case), and I wanted Emma to take her to an obedience course in the next book (instead, I think she's rewarded with a trip to school pet day). 
 I think it aggravates me so much because the story takes place from the dog's POV. We're practically in the mind of the dog, and we are supposed to sympathize with Dixie's situation. Oh, poooooor, Dixie. Her little girl isn't spending enough time with her :( I can't, though. Dixie's a spoiled brat. She pisses me off. But is that enough to hate this book? Is it fair? I dunno. I just know that I do. 
 I don't like the writing, the art bores me, and for whatever reason(s), it pisses me off. I have deleted this from my e-reader. Scoutie and I won't be reading this again. Ever.",1,-0.127,-0.086,-0.971,1.77
"274",274,"This book is a good case study of what it's like when a gamebook writer elects not to place much importance on the concept of internal consistency; meaning, the fundamental action of the plot often changes, depending on what choices you make, in ways that should not realistically be affected by your decisions. For example, in Escape from Horror House, depending on what you decide to do, the cause behind the poltergeist(s) invading your home will drastically differ. Some gamebook readers don't like this because it affects the stability of the solid story structure and seems unrealistic, while others just shrug it off as something often associated with the genre. Personally speaking, I like to read books of either ""school"". 
 Unlike many of the Give Yourself Goosebumps books written by R.L. Stine, Escape from Horror House doesn't really have any unusual tricks up its sleeve. The books in this series have often been known for their creative complexity in designing choices that seem to break the fourth wall a bit, the kind of decisions that rarely, if ever, pop up in your typical gamebook. Declining to go that route in Escape from Horror House is fine, though I do miss the innovation of some of those earlier Give Yourself Goosebumps books. 
 Basically, the Escape from Horror House story is about a presumed poltergeist that has set up residence in your family's home, destroying things around the house and getting you blamed for the aimless destruction. You've been strictly punished by your mother for what she thinks you've done, and now you're becoming desperate to prove that a malevolent outside force is actually behind the menacing events at your house. 
 There is more than one legitimate way that you can go about trying to prove that a poltergeist has set up shop in your home, but what will dictate success in the long run, more often than not, is whether or not your choices are ruled by a logical, level head. Though not always the case in the book, just like in real life bad choices tend to lead to bad results (and perhaps a decline in quality of future decision options), and good choices trend toward positive results, and an increased spectrum of possible good choices. If you're able to reach an undeniably happy ending in Escape from Horror House, you'll have earned your way. 
 This might not be one of R.L. Stine's more gripping or provocative scary stories, but it's a fun book to read, and making the decisions is an enjoyable experience. I would most likely give one and a half stars to Escape from Horror House.",1,0.063,-0.02,0.865,1.77
"782",782,"Nicholas Benedict is an orphan who knows a lot. But his new life in a new orphanage is about to teach him a whole lot more. 
 At first it's pretty much the same old--strict directors, mean bullies, avoidance by the other kids. But then he discovers something he hasn't encountered at previous orphanages--two unlikely friends, and a chance to find a treasure! The mysterious legend of the lost inheritance of the Rothschilds, the previous owners of the mansion-turned-orphanage, has set not a few off on a fruitless search. But Nick, with his genius mind and problem-solving skills, is about to change that. 
 But not only does Nicholas have to contend with unreasonable yet perfectly predictable bullies, he must avoid and outwit the orphanage director who's also got his sights set on the missing inheritance. His only ally in the endeavor is the good-hearted, loyal John. The boys are joined by a perceptive deaf girl named Violet on a midnight investigation trip up into the hills. This unlikely trio pursues the treasure each for their own reasons. Nicholas passionately seeks a way a out of his endless orphanage lifecycle, John still grieves the recent loss of his parents and desires friendship, and Violet's art school dreams are being threatened by hard financial times on her family's farm. 
 The hurried sense of mystery and edge-of-your-seat thrills that were present in both The Mysterious Benedict Society and The Mysterious Benedict Society and the Prisoner's Dilemma are not so driving in this book, though it is interesting to figure out the clues with Nick and his friends. Hidden journal pages, a love of books, sumptuous libraries, midnight hikes up the hillside, a decrepit observatory under the night stars, and the comfort of friends lend a cozy serenity. More is done in the nights than in the days, and the nocturnal doings lend a fresh, exciting feel. 
 But it's more than treasure that Nick encounters in this story. It's heart. He becomes the man he does because of what he goes through during these weeks. He expands his knowledge exponentially in the Rothschild personal library. He uses and develops mechanical skills tinkering with the years-old parts and junk in the basement. He's able to provide a lasting fix to the plague of the place's bullies. But most importantly, he becomes Mr. Benedict. The man who has a heart to help others. 
 Not having experienced much love in his life, Nicholas is somewhat of an expert in the school of hard knocks, and that, coupled with his mental acuity, makes him a formidable force. He doesn't lose that sense of passion, but he does gain a much-needed understanding of companionship and love by meeting the people he does on this venture. This gives him hope for humanity, and the drive to protect the helpless and give opportunities for people to become their best, which is what we see him doing in the ""Mysterious Benedict Society"" books.",4,0.181,0.114,0.998,1.768
"900",900,"Author Audrey Vernick and illustrator Daniel Jennewein put any new student at ease with this crazy picture book about a buffalo being ready for kindergarten. 
 Delightful story and sure to put worrying young minds at ease about starting preschool or kindergarten. 
 Published by Balzer & Bray. 
 #school",5,-0.05,0.333,0.832,1.764
"607",607,"Now we're up to Harry's third year at Hogwarts, and as we're moving along, so far I'm liking each book better than the last, plot-wise. I really like Lupin as a character; I liked him in the movie and I like him in the book, too. It's a crying shame that Hogwarts couldn't keep a Defense Against the Dark Arts teacher who actually knew what he was doing. The Dementors, suitably creepy. Hogsmeade, suitably nifty, especially the candy shop. And I love the Marauder's Map and the expansion of what the reader knows about Harry's parents' background--as well as some more backstory on Snape. Also full of much love for the sub-plot with how Hermione tries to cram in more classes than humanly possible. That's my girl. ^_^ 
 My only beef with the writing is more of those ellipses and all-caps screaming coming back. For whatever reason I didn't notice it at all in the second book, but it leapt out again at me in this one. This made for the one thing that kept me from enjoying this book on the same level as Book Two. Three and a half stars.",3,0.218,0.048,0.927,1.758
"637",637,"Couldn't get into audio...great storyline but not easy to follow",3,0.4,0,-0.478,1.756
"289",289,"I usually love middle grade fantasy. 
 I saw the cover and read in insert and thought it would be a perfect fit for my aesthetics. However, I was very disappointed with this book. 
 I am truly amazed this book managed to slide off of an editors desk. 
 It is in serious need of editing. Not small edits. BIG edits. 
 The most unpleasant thing about this book is it's narration. It is all tell and no show. Chapters go by with the author telling you what happens and very little interaction or dialogue is present, making it very difficult to connect with the characters or the stories. Then we have the overwhealming amoung of long, descriptive sentences that slow down the pacing. Additionally, the main two characters have little character growth. The book was far too long and needed to be shortened. The author could have said the same thing in much less words and it would have made for a stronger book. 
 Reading this book was so tedious, that I was unable to finish it. It didn't hold my attention and didn't move. My eyes continued to glaze over the endless blocks of narration. It became too much. It just wasn't enjoyable. So only a few chapters shy of the ending, I set it aside and said farewell. 
 I cannot reccomend this book. There are a wealth of other similar titles out there that are carried by a stronger voice.",1,0.147,0,0.876,1.752
"244",244,"I read this book because one of my students recommended it, saying it was the best book she's ever read. I wish she hadn't moved so I could ask her what she meant. I mean, was it the only book she's ever read? Because to be the 'best book' on some one's list, it must be a very short list of books read. So as not to beat around the bush, I hated it. The book isn't nearly as mysterious as it is absolutely ridiculous. 
 The book centers around a group of children-Reymie, Sticky and Constance-who each pass a test in order to be accepted in a special school, known as 'The Mysterious Benedict Society'. Each of them has a special talent of some kind. Constance's talent is to be extremely rude if that lets you know how amazing their talents are. That took up about half of the 400 pages. 
 The other half of the book is a quasi-adventure whereby these orphaned misfits team up to defeat Mr. Benedict's evil, long-lost twin brother who is brainwashing the youth of America into being obedient creatures though subliminal messages on TV and the radio that also robs them of their happiness. Much like the feeling I experienced reading this book. 
 Stewart has a writing style, and many other plot similarities, to Lemony Snickett's A Series of Unfortunate Events. Alas for him, none are portrayed as skillfully as Snickett. This book was one of the most boring I've ever read. I literally had to force myself to finish it.",1,0.024,0.043,0.898,1.748
